,id,origin,destination,distance,hard_cap
0,"e_8,14,6,14","8,14","6,14",2,2
1,"e_19,11,18,11","19,11","18,11",1,2
2,"e_19,11,19,14","19,11","19,14",3,3
3,"e_19,11,19,13","19,11","19,13",2,3
4,"e_18,11,19,11","18,11","19,11",1,2
5,"e_18,11,17,13","18,11","17,13",3,3
6,"e_18,11,19,13","18,11","19,13",3,1
7,"e_4,3,4,1","4,3","4,1",2,3
8,"e_6,14,8,14","6,14","8,14",2,1
9,"e_17,13,18,11","17,13","18,11",3,1
10,"e_17,13,19,14","17,13","19,14",3,3
11,"e_17,13,19,13","17,13","19,13",2,1
12,"e_4,1,4,3","4,1","4,3",2,2
13,"e_19,14,19,11","19,14","19,11",3,2
14,"e_19,14,17,13","19,14","17,13",3,2
15,"e_19,14,19,13","19,14","19,13",1,1
16,"e_19,13,19,11","19,13","19,11",2,2
17,"e_19,13,18,11","19,13","18,11",3,2
18,"e_19,13,17,13","19,13","17,13",2,2
19,"e_19,13,19,14","19,13","19,14",1,2
20,"e_17,5,3,11","17,5","3,11",20,2
21,"e_17,5,9,20","17,5","9,20",23,3
22,"e_16,18,19,11","16,18","19,11",10,2
23,"e_16,18,15,1","16,18","15,1",18,2
24,"e_1,24,6,14","1,24","6,14",15,3
25,"e_1,24,4,3","1,24","4,3",24,1
26,"e_20,18,18,11","20,18","18,11",9,3
27,"e_8,14,9,20","8,14","9,20",7,1
28,"e_8,14,2,16","8,14","2,16",8,3
29,"e_15,1,18,11","15,1","18,11",13,1
30,"e_15,1,17,5","15,1","17,5",6,3
31,"e_19,11,17,13","19,11","17,13",4,3
32,"e_18,11,19,14","18,11","19,14",4,1
33,"e_18,11,15,1","18,11","15,1",13,3
34,"e_13,23,8,14","13,23","8,14",14,2
35,"e_9,20,18,11","9,20","18,11",18,2
36,"e_4,3,9,20","4,3","9,20",22,1
37,"e_4,3,20,18","4,3","20,18",31,2
38,"e_24,0,17,13","24,0","17,13",20,2
39,"e_24,0,17,5","24,0","17,5",12,3
40,"e_6,14,13,23","6,14","13,23",16,3
41,"e_6,14,16,18","6,14","16,18",14,2
42,"e_17,13,2,16","17,13","2,16",18,3
43,"e_4,1,19,14","4,1","19,14",28,2
44,"e_3,11,19,11","3,11","19,11",16,1
45,"e_19,14,17,5","19,14","17,5",11,1
46,"e_19,13,13,23","19,13","13,23",16,1
47,"e_9,6,17,5","9,6","17,5",9,2
48,"e_9,6,3,11","9,6","3,11",11,1
49,"e_2,16,8,14","2,16","8,14",8,2
