,id,origin,destination,distance,hard_cap
0,e_0,v_18,v_1,17,1
1,e_1,v_2,v_19,25,1
2,e_2,v_17,v_11,18,1
3,e_3,v_5,v_10,16,3
4,e_4,v_11,v_3,15,2
5,e_5,v_18,v_6,16,1
6,e_6,v_7,v_15,14,2
7,e_7,v_2,v_1,25,3
8,e_8,v_8,v_10,10,2
9,e_9,v_11,v_6,21,2
10,e_10,v_6,v_18,16,1
11,e_11,v_19,v_4,11,1
12,e_12,v_3,v_17,10,1
13,e_13,v_2,v_15,2,2
14,e_14,v_18,v_19,17,1
15,e_15,v_6,v_12,24,2
16,e_16,v_2,v_14,20,1
17,e_17,v_15,v_1,25,2
18,e_18,v_2,v_10,27,3
19,e_19,v_9,v_4,10,2
20,e_20,v_6,v_17,10,1
21,e_21,v_14,v_4,12,3
22,e_22,v_19,v_5,14,1
23,e_23,v_5,v_20,14,1
24,e_24,v_2,v_7,14,1
25,e_25,v_2,v_9,24,3
26,e_26,v_2,v_17,22,2
27,e_27,v_19,v_16,11,1
28,e_28,v_5,v_19,14,2
29,e_29,v_13,v_9,25,1
30,e_30,v_6,v_5,14,2
31,e_31,v_3,v_5,8,2
32,e_32,v_15,v_14,20,2
33,e_33,v_18,v_2,9,2
34,e_34,v_17,v_13,25,3
35,e_35,v_14,v_19,5,3
36,e_36,v_10,v_14,7,2
37,e_37,v_4,v_18,18,3
38,e_38,v_2,v_12,10,3
39,e_39,v_14,v_9,4,1
40,e_40,v_18,v_10,18,3
41,e_41,v_14,v_17,10,3
42,e_42,v_13,v_4,26,1
43,e_43,v_3,v_8,6,1
44,e_44,v_11,v_10,23,2
