,id,origin,destination,distance,hard_cap
0,e_0,v_10,v_18,18,2
1,e_1,v_6,v_5,14,1
2,e_2,v_16,v_9,10,1
3,e_3,v_4,v_12,28,2
4,e_4,v_3,v_5,8,2
5,e_5,v_14,v_7,12,2
6,e_6,v_3,v_11,15,2
7,e_7,v_14,v_17,10,1
8,e_8,v_19,v_6,1,1
9,e_9,v_20,v_4,11,2
10,e_10,v_1,v_19,1,1
11,e_11,v_12,v_17,26,1
12,e_12,v_2,v_17,22,1
13,e_13,v_5,v_18,7,2
14,e_14,v_11,v_6,21,1
15,e_15,v_14,v_5,10,2
16,e_16,v_12,v_1,25,2
17,e_17,v_5,v_8,8,2
18,e_18,v_6,v_2,25,1
19,e_19,v_9,v_16,10,1
20,e_20,v_15,v_7,14,1
21,e_21,v_4,v_5,12,2
22,e_22,v_3,v_10,9,1
23,e_23,v_11,v_13,7,2
24,e_24,v_1,v_17,11,2
25,e_25,v_16,v_10,12,1
26,e_26,v_12,v_19,25,1
27,e_27,v_3,v_17,10,1
28,e_28,v_9,v_15,23,1
29,e_29,v_6,v_7,14,2
30,e_30,v_1,v_3,8,1
31,e_31,v_13,v_19,26,1
32,e_32,v_19,v_18,17,1
33,e_33,v_1,v_18,17,2
34,e_34,v_14,v_10,7,1
35,e_35,v_8,v_13,22,2
36,e_36,v_3,v_14,3,2
37,e_37,v_16,v_19,11,2
38,e_38,v_2,v_10,27,2
39,e_39,v_10,v_9,4,1
40,e_40,v_15,v_20,25,1
41,e_41,v_11,v_3,15,1
42,e_42,v_13,v_20,26,2
43,e_43,v_12,v_18,11,1
44,e_44,v_16,v_6,10,1
45,e_45,v_1,v_15,25,2
46,e_46,v_5,v_1,14,1
47,e_47,v_13,v_17,25,1
48,e_48,v_20,v_1,1,1
49,e_49,v_17,v_9,9,2
50,e_50,v_5,v_2,13,2
51,e_51,v_6,v_13,26,2
52,e_52,v_3,v_15,18,1
53,e_53,v_1,v_12,25,1
54,e_54,v_4,v_7,10,2
55,e_55,v_12,v_8,22,2
56,e_56,v_3,v_20,8,2
57,e_57,v_20,v_14,5,1
58,e_58,v_12,v_16,14,1
59,e_59,v_10,v_5,16,1
