,id,origin,destination,distance,hard_cap
0,"e_7,0,6,1","7,0","6,1",2,2
1,"e_10,1,9,3","10,1","9,3",3,1
2,"e_12,20,14,20","12,20","14,20",2,2
3,"e_6,1,7,0","6,1","7,0",2,2
4,"e_14,20,12,20","14,20","12,20",2,1
5,"e_9,3,10,1","9,3","10,1",3,2
6,"e_24,19,6,1","24,19","6,1",36,2
7,"e_7,0,12,20","7,0","12,20",25,1
8,"e_1,10,2,22","1,10","2,22",13,2
9,"e_10,1,24,15","10,1","24,15",28,2
10,"e_12,20,6,1","12,20","6,1",25,1
11,"e_24,15,20,17","24,15","20,17",6,2
12,"e_24,15,24,19","24,15","24,19",4,1
13,"e_0,7,10,1","0,7","10,1",16,2
14,"e_4,20,2,22","4,20","2,22",4,1
15,"e_4,20,2,18","4,20","2,18",4,1
16,"e_2,18,20,17","2,18","20,17",19,1
17,"e_19,1,0,7","19,1","0,7",25,1
18,"e_19,1,6,16","19,1","6,16",28,1
19,"e_6,16,20,17","6,16","20,17",15,1
20,"e_6,16,7,0","6,16","7,0",17,1
21,"e_6,1,12,11","6,1","12,11",16,2
22,"e_6,1,18,4","6,1","18,4",15,1
23,"e_20,17,2,18","20,17","2,18",19,1
24,"e_18,4,15,1","18,4","15,1",6,2
25,"e_18,4,2,18","18,4","2,18",30,1
26,"e_15,1,24,15","15,1","24,15",23,2
27,"e_15,1,7,0","15,1","7,0",9,1
28,"e_8,14,6,1","8,14","6,1",15,1
29,"e_8,14,24,19","8,14","24,19",21,1
30,"e_14,20,18,4","14,20","18,4",20,1
31,"e_14,20,7,0","14,20","7,0",27,1
32,"e_12,11,0,7","12,11","0,7",16,1
33,"e_9,3,19,1","9,3","19,1",12,1
34,"e_2,22,12,11","2,22","12,11",21,1
35,"e_2,22,6,1","2,22","6,1",25,2
