,id,origin,destination,distance,hard_cap
0,"e_23,15,24,15","23,15","24,15",1,2
1,"e_23,15,20,14","23,15","20,14",4,2
2,"e_4,19,2,21","4,19","2,21",4,2
3,"e_15,18,13,20","15,18","13,20",4,2
4,"e_24,15,23,15","24,15","23,15",1,1
5,"e_0,4,2,4","0,4","2,4",2,1
6,"e_20,12,20,11","20,12","20,11",1,2
7,"e_20,12,20,14","20,12","20,14",2,2
8,"e_13,20,15,18","13,20","15,18",4,2
9,"e_2,4,0,4","2,4","0,4",2,2
10,"e_20,11,20,12","20,11","20,12",1,1
11,"e_20,11,20,14","20,11","20,14",3,1
12,"e_2,21,4,19","2,21","4,19",4,2
13,"e_20,14,23,15","20,14","23,15",4,2
14,"e_20,14,20,12","20,14","20,12",2,2
15,"e_20,14,20,11","20,14","20,11",3,2
16,"e_23,15,1,17","23,15","1,17",24,1
17,"e_1,17,24,15","1,17","24,15",25,1
18,"e_4,19,1,17","4,19","1,17",5,2
19,"e_15,18,20,14","15,18","20,14",9,2
20,"e_16,7,13,13","16,7","13,13",9,2
21,"e_17,21,13,20","17,21","13,20",5,1
22,"e_24,15,10,18","24,15","10,18",17,1
23,"e_11,0,13,20","11,0","13,20",22,2
24,"e_13,13,2,21","13,13","2,21",19,1
25,"e_17,0,13,20","17,0","13,20",24,1
26,"e_0,4,20,11","0,4","20,11",27,1
27,"e_20,12,21,19","20,12","21,19",8,1
28,"e_13,20,7,15","13,20","7,15",11,1
29,"e_7,15,10,18","7,15","10,18",6,1
30,"e_2,4,21,19","2,4","21,19",34,1
31,"e_20,11,7,15","20,11","7,15",17,2
32,"e_2,21,1,17","2,21","1,17",5,1
33,"e_21,19,20,11","21,19","20,11",9,2
34,"e_20,14,17,0","20,14","17,0",17,2
35,"e_10,18,21,19","10,18","21,19",12,1
