,id,demand,origin,destination
0,k_0,1,"9,6","20,9"
1,k_1,1,"22,9","8,9"
2,k_2,1,"14,12","8,9"
3,k_3,1,"10,23","8,12"
4,k_4,1,"5,14","9,6"
5,k_5,1,"5,14","8,12"
6,k_6,1,"8,11","22,14"
7,k_7,1,"5,14","22,14"
8,k_8,1,"17,0","8,9"
9,k_9,1,"6,22","3,15"
10,k_10,1,"18,2","20,20"
11,k_11,1,"8,9","24,5"
12,k_12,1,"20,9","5,14"
13,k_13,1,"18,2","8,9"
14,k_14,1,"3,15","22,14"
15,k_15,1,"8,11","20,9"
16,k_16,1,"24,5","2,16"
17,k_17,1,"18,2","24,5"
18,k_18,1,"3,15","11,9"
19,k_19,1,"10,23","20,9"
20,k_20,1,"8,11","6,22"
21,k_21,1,"10,23","8,12"
22,k_22,1,"6,22","9,6"
23,k_23,1,"19,17","8,9"
24,k_24,1,"8,12","22,14"
25,k_25,1,"3,15","24,7"
26,k_26,1,"3,15","8,12"
27,k_27,1,"6,22","24,5"
28,k_28,1,"24,7","5,14"
29,k_29,1,"3,15","24,5"
30,k_30,1,"8,9","24,5"
31,k_31,1,"2,16","20,9"
32,k_32,1,"24,5","19,17"
33,k_33,1,"6,22","20,9"
34,k_34,1,"11,9","20,9"
35,k_35,1,"8,12","6,22"
36,k_36,1,"20,9","11,9"
37,k_37,1,"3,15","20,9"
38,k_38,1,"20,9","2,16"
39,k_39,1,"20,20","8,11"
40,k_40,1,"2,16","24,5"
41,k_41,1,"11,9","22,9"
42,k_42,1,"9,6","5,14"
43,k_43,1,"14,12","20,20"
44,k_44,1,"2,16","14,12"
45,k_45,1,"6,22","2,16"
46,k_46,1,"6,22","5,14"
47,k_47,1,"9,6","24,5"
48,k_48,1,"8,11","19,17"
49,k_49,1,"22,14","20,20"
50,k_50,1,"19,17","11,9"
51,k_51,1,"22,9","5,14"
52,k_52,1,"14,12","22,9"
53,k_53,1,"2,16","24,5"
54,k_54,1,"5,14","22,14"
55,k_55,1,"9,6","24,5"
56,k_56,1,"3,15","24,5"
57,k_57,1,"22,14","9,6"
58,k_58,1,"18,2","3,15"
59,k_59,1,"17,0","5,14"
60,k_60,1,"10,23","8,11"
61,k_61,1,"22,9","9,6"
62,k_62,1,"8,11","14,12"
63,k_63,1,"18,2","2,16"
64,k_64,1,"8,11","3,15"
65,k_65,1,"18,2","5,14"
66,k_66,1,"22,9","8,12"
67,k_67,1,"20,9","10,23"
68,k_68,1,"20,9","2,16"
69,k_69,1,"20,9","5,14"
70,k_70,1,"20,20","11,9"
71,k_71,1,"20,9","5,14"
