,id,origin,destination,distance,hard_cap
0,e_0,v_16,v_3,4,1
1,e_1,v_11,v_15,3,3
2,e_2,v_4,v_11,20,3
3,e_3,v_2,v_3,18,2
4,e_4,v_5,v_4,12,3
5,e_5,v_16,v_14,6,1
6,e_6,v_6,v_4,11,1
7,e_7,v_9,v_14,4,1
8,e_8,v_18,v_16,7,2
9,e_9,v_7,v_4,10,3
10,e_10,v_15,v_16,16,2
11,e_11,v_11,v_14,17,1
12,e_12,v_1,v_18,17,3
13,e_13,v_5,v_19,14,2
14,e_14,v_2,v_5,13,1
15,e_15,v_11,v_2,4,2
16,e_16,v_16,v_15,16,3
17,e_17,v_19,v_12,25,3
18,e_18,v_13,v_16,16,3
19,e_19,v_17,v_9,9,1
20,e_20,v_16,v_10,12,1
21,e_21,v_9,v_5,12,2
22,e_22,v_12,v_15,11,2
23,e_23,v_2,v_17,22,1
24,e_24,v_7,v_6,14,2
25,e_25,v_6,v_14,5,3
26,e_26,v_12,v_20,25,3
27,e_27,v_4,v_1,11,1
28,e_28,v_10,v_8,10,2
29,e_29,v_20,v_1,1,3
