,id,origin,destination,distance,hard_cap
0,"e_13,7,14,6","13,7","14,6",2,1
1,"e_13,7,14,8","13,7","14,8",2,5
2,"e_13,7,10,7","13,7","10,7",3,5
3,"e_13,7,10,6","13,7","10,6",4,3
4,"e_0,7,0,4","0,7","0,4",3,1
5,"e_1,22,1,18","1,22","1,18",4,4
6,"e_2,1,2,2","2,1","2,2",1,1
7,"e_2,1,6,1","2,1","6,1",4,1
8,"e_2,1,4,0","2,1","4,0",3,2
9,"e_1,18,1,22","1,18","1,22",4,5
10,"e_14,6,13,7","14,6","13,7",2,3
11,"e_14,6,14,8","14,6","14,8",2,2
12,"e_14,6,10,6","14,6","10,6",4,4
13,"e_0,4,0,7","0,4","0,7",3,3
14,"e_0,4,2,2","0,4","2,2",4,2
15,"e_2,2,2,1","2,2","2,1",1,1
16,"e_2,2,0,4","2,2","0,4",4,2
17,"e_2,2,4,0","2,2","4,0",4,4
18,"e_14,8,13,7","14,8","13,7",2,3
19,"e_14,8,14,6","14,8","14,6",2,5
20,"e_6,1,2,1","6,1","2,1",4,1
21,"e_6,1,4,0","6,1","4,0",3,3
22,"e_10,7,13,7","10,7","13,7",3,5
23,"e_10,7,10,6","10,7","10,6",1,1
24,"e_4,0,2,1","4,0","2,1",3,3
25,"e_4,0,2,2","4,0","2,2",4,2
26,"e_4,0,6,1","4,0","6,1",3,3
27,"e_10,6,13,7","10,6","13,7",4,2
28,"e_10,6,14,6","10,6","14,6",4,2
29,"e_10,6,10,7","10,6","10,7",1,5
30,"e_13,7,4,0","13,7","4,0",16,3
31,"e_19,23,0,7","19,23","0,7",35,1
32,"e_19,23,10,7","19,23","10,7",25,3
33,"e_0,7,8,17","0,7","8,17",18,5
34,"e_1,22,13,15","1,22","13,15",19,4
35,"e_2,1,6,14","2,1","6,14",17,1
36,"e_2,1,10,6","2,1","10,6",13,1
37,"e_17,3,6,14","17,3","6,14",22,5
38,"e_13,24,6,14","13,24","6,14",17,1
39,"e_13,24,19,23","13,24","19,23",7,5
40,"e_1,18,16,17","1,18","16,17",16,4
41,"e_1,18,6,14","1,18","6,14",9,5
42,"e_14,6,16,17","14,6","16,17",13,2
43,"e_14,6,0,7","14,6","0,7",15,2
44,"e_0,4,6,1","0,4","6,1",9,5
45,"e_0,4,1,18","0,4","1,18",15,2
46,"e_2,2,14,8","2,2","14,8",18,2
47,"e_14,8,17,3","14,8","17,3",8,1
48,"e_14,8,13,15","14,8","13,15",8,1
49,"e_16,17,19,23","16,17","19,23",9,2
50,"e_13,15,13,7","13,15","13,7",8,2
51,"e_6,1,0,7","6,1","0,7",12,4
52,"e_6,1,8,17","6,1","8,17",18,3
53,"e_10,7,8,17","10,7","8,17",12,3
54,"e_10,7,16,17","10,7","16,17",16,3
55,"e_4,0,6,14","4,0","6,14",16,1
56,"e_6,14,2,1","6,14","2,1",17,2
57,"e_8,17,1,18","8,17","1,18",8,4
58,"e_10,6,1,18","10,6","1,18",21,5
