,id,origin,destination
0,k_0,"30,23","14,20"
1,k_1,"9,19","2,30"
2,k_2,"5,13","24,36"
3,k_3,"19,7","30,23"
4,k_4,"44,30","14,20"
5,k_5,"43,49","30,7"
6,k_6,"14,18","26,15"
7,k_7,"26,15","24,36"
8,k_8,"24,36","2,22"
9,k_9,"10,45","9,19"
10,k_10,"38,21","9,19"
11,k_11,"32,48","49,14"
12,k_12,"10,45","7,43"
13,k_13,"14,18","2,30"
14,k_14,"16,17","43,49"
15,k_15,"10,45","7,43"
16,k_16,"43,49","26,15"
17,k_17,"9,19","38,21"
18,k_18,"9,19","30,7"
19,k_19,"38,2","10,45"
20,k_20,"49,14","38,26"
21,k_21,"5,13","7,43"
22,k_22,"49,14","19,7"
23,k_23,"5,13","14,18"
24,k_24,"0,9","32,48"
25,k_25,"40,35","10,1"
26,k_26,"24,36","43,49"
27,k_27,"10,45","40,35"
28,k_28,"49,14","26,15"
29,k_29,"10,1","43,49"
30,k_30,"22,4","10,1"
31,k_31,"32,48","43,49"
32,k_32,"38,26","7,43"
33,k_33,"10,45","30,23"
34,k_34,"10,45","7,43"
35,k_35,"10,45","30,7"
36,k_36,"32,48","30,23"
37,k_37,"24,36","10,1"
38,k_38,"16,17","10,45"
39,k_39,"10,45","22,4"
40,k_40,"44,30","49,14"
41,k_41,"10,45","32,48"
42,k_42,"10,45","14,20"
43,k_43,"10,1","44,30"
44,k_44,"16,17","10,45"
45,k_45,"26,15","38,2"
46,k_46,"24,36","19,7"
47,k_47,"32,48","2,30"
48,k_48,"5,13","24,36"
49,k_49,"40,35","2,22"
50,k_50,"32,48","14,18"
51,k_51,"22,4","10,45"
52,k_52,"44,30","38,26"
53,k_53,"40,35","14,18"
54,k_54,"10,1","14,20"
55,k_55,"30,23","0,9"
56,k_56,"14,18","5,13"
57,k_57,"38,2","5,13"
58,k_58,"2,30","38,26"
59,k_59,"10,45","49,14"
60,k_60,"19,7","0,9"
61,k_61,"38,2","24,36"
62,k_62,"22,4","38,21"
63,k_63,"30,7","26,15"
64,k_64,"14,18","30,7"
65,k_65,"7,43","26,15"
66,k_66,"10,45","26,15"
67,k_67,"38,2","14,18"
68,k_68,"19,7","30,7"
69,k_69,"26,15","43,49"
70,k_70,"19,7","14,20"
71,k_71,"10,1","38,21"
72,k_72,"16,17","26,15"
73,k_73,"7,43","26,15"
74,k_74,"40,35","32,48"
75,k_75,"32,48","0,9"
76,k_76,"43,49","7,43"
77,k_77,"32,48","49,14"
78,k_78,"10,45","30,23"
79,k_79,"0,9","9,19"
80,k_80,"49,14","38,2"
81,k_81,"22,4","38,2"
82,k_82,"19,7","49,14"
83,k_83,"49,14","0,9"
84,k_84,"30,23","30,7"
85,k_85,"32,48","2,30"
86,k_86,"26,15","40,35"
87,k_87,"30,7","2,22"
88,k_88,"38,21","30,7"
89,k_89,"30,23","49,14"
90,k_90,"0,9","30,23"
91,k_91,"0,9","44,30"
92,k_92,"22,4","14,18"
93,k_93,"10,45","38,26"
94,k_94,"38,21","30,7"
95,k_95,"19,7","16,17"
96,k_96,"14,20","26,15"
97,k_97,"2,22","9,19"
98,k_98,"19,7","2,22"
99,k_99,"14,18","2,30"
100,k_100,"10,45","32,48"
101,k_101,"10,45","38,26"
102,k_102,"22,4","44,30"
103,k_103,"14,20","2,30"
104,k_104,"16,17","30,7"
105,k_105,"0,9","30,23"
106,k_106,"26,15","38,26"
107,k_107,"14,20","26,15"
108,k_108,"14,18","40,35"
109,k_109,"0,9","30,7"
110,k_110,"5,13","26,15"
111,k_111,"14,18","9,19"
112,k_112,"5,13","14,20"
113,k_113,"49,14","10,45"
114,k_114,"44,30","10,45"
115,k_115,"43,49","38,21"
116,k_116,"0,9","2,30"
117,k_117,"26,15","22,4"
118,k_118,"43,49","7,43"
119,k_119,"38,21","10,45"
120,k_120,"16,17","43,49"
121,k_121,"44,30","32,48"
122,k_122,"44,30","22,4"
123,k_123,"0,9","9,19"
124,k_124,"44,30","43,49"
125,k_125,"38,26","40,35"
126,k_126,"30,23","16,17"
127,k_127,"40,35","30,23"
128,k_128,"38,21","30,7"
129,k_129,"24,36","30,7"
130,k_130,"40,35","38,2"
131,k_131,"32,48","10,1"
132,k_132,"38,21","5,13"
133,k_133,"43,49","38,26"
134,k_134,"5,13","22,4"
135,k_135,"30,23","40,35"
136,k_136,"26,15","38,21"
137,k_137,"32,48","10,1"
138,k_138,"38,21","49,14"
139,k_139,"5,13","24,36"
140,k_140,"24,36","38,26"
141,k_141,"10,1","16,17"
142,k_142,"40,35","44,30"
143,k_143,"43,49","14,18"
144,k_144,"14,20","5,13"
145,k_145,"7,43","30,7"
146,k_146,"14,20","24,36"
147,k_147,"43,49","32,48"
148,k_148,"2,22","22,4"
149,k_149,"40,35","26,15"
