,id,origin,destination,distance,arc_cap
0,"e_16,49,7,47","16,49","7,47",11,2
1,"e_16,49,6,44","16,49","6,44",15,2
2,"e_16,49,14,45","16,49","14,45",6,1
3,"e_21,31,20,24","21,31","20,24",8,1
4,"e_21,31,30,36","21,31","30,36",14,1
5,"e_21,31,16,21","21,31","16,21",15,3
6,"e_21,31,12,33","21,31","12,33",11,1
7,"e_20,24,21,31","20,24","21,31",8,1
8,"e_20,24,16,21","20,24","16,21",7,3
9,"e_20,24,21,14","20,24","21,14",11,3
10,"e_7,47,16,49","7,47","16,49",11,3
11,"e_7,47,6,44","7,47","6,44",4,4
12,"e_7,47,3,44","7,47","3,44",7,4
13,"e_7,47,14,45","7,47","14,45",9,4
14,"e_30,36,21,31","30,36","21,31",14,2
15,"e_30,36,39,31","30,36","39,31",14,4
16,"e_30,36,36,42","30,36","36,42",12,4
17,"e_30,36,37,38","30,36","37,38",9,2
18,"e_40,28,39,31","40,28","39,31",4,1
19,"e_40,28,37,38","40,28","37,38",13,3
20,"e_40,28,46,31","40,28","46,31",9,4
21,"e_40,28,40,29","40,28","40,29",1,4
22,"e_39,31,30,36","39,31","30,36",14,1
23,"e_39,31,40,28","39,31","40,28",4,4
24,"e_39,31,36,42","39,31","36,42",14,3
25,"e_39,31,37,38","39,31","37,38",9,1
26,"e_39,31,46,31","39,31","46,31",7,2
27,"e_39,31,40,29","39,31","40,29",3,4
28,"e_16,21,21,31","16,21","21,31",15,1
29,"e_16,21,20,24","16,21","20,24",7,4
30,"e_16,21,21,14","16,21","21,14",12,3
31,"e_16,21,19,9","16,21","19,9",15,3
32,"e_36,4,44,4","36,4","44,4",8,3
33,"e_36,4,30,1","36,4","30,1",9,4
34,"e_36,4,32,7","36,4","32,7",7,2
35,"e_36,4,42,5","36,4","42,5",7,3
36,"e_6,44,16,49","6,44","16,49",15,3
37,"e_6,44,7,47","6,44","7,47",4,2
38,"e_6,44,3,44","6,44","3,44",3,2
39,"e_6,44,14,45","6,44","14,45",9,2
40,"e_3,44,7,47","3,44","7,47",7,1
41,"e_3,44,6,44","3,44","6,44",3,1
42,"e_3,44,14,45","3,44","14,45",12,4
43,"e_3,44,0,34","3,44","0,34",13,3
44,"e_36,42,30,36","36,42","30,36",12,4
45,"e_36,42,39,31","36,42","39,31",14,3
46,"e_36,42,37,38","36,42","37,38",5,4
47,"e_44,4,36,4","44,4","36,4",8,2
48,"e_44,4,32,7","44,4","32,7",15,3
49,"e_44,4,42,5","44,4","42,5",3,4
50,"e_21,14,20,24","21,14","20,24",11,3
51,"e_21,14,16,21","21,14","16,21",12,4
52,"e_21,14,19,9","21,14","19,9",7,4
53,"e_21,14,22,9","21,14","22,9",6,1
54,"e_19,9,16,21","19,9","16,21",15,2
55,"e_19,9,21,14","19,9","21,14",7,2
56,"e_19,9,22,9","19,9","22,9",3,2
57,"e_19,9,32,7","19,9","32,7",15,3
58,"e_12,33,21,31","12,33","21,31",11,2
59,"e_12,33,14,45","12,33","14,45",14,2
60,"e_12,33,0,34","12,33","0,34",13,2
61,"e_14,45,16,49","14,45","16,49",6,2
62,"e_14,45,7,47","14,45","7,47",9,2
63,"e_14,45,6,44","14,45","6,44",9,3
64,"e_14,45,3,44","14,45","3,44",12,4
65,"e_14,45,12,33","14,45","12,33",14,3
66,"e_0,34,3,44","0,34","3,44",13,2
67,"e_0,34,12,33","0,34","12,33",13,2
68,"e_30,1,36,4","30,1","36,4",9,1
69,"e_30,1,32,7","30,1","32,7",8,2
70,"e_22,9,21,14","22,9","21,14",6,3
71,"e_22,9,19,9","22,9","19,9",3,3
72,"e_22,9,32,7","22,9","32,7",12,2
73,"e_37,38,30,36","37,38","30,36",9,1
74,"e_37,38,40,28","37,38","40,28",13,2
75,"e_37,38,39,31","37,38","39,31",9,1
76,"e_37,38,36,42","37,38","36,42",5,2
77,"e_37,38,40,29","37,38","40,29",12,4
78,"e_32,7,36,4","32,7","36,4",7,4
79,"e_32,7,44,4","32,7","44,4",15,4
80,"e_32,7,19,9","32,7","19,9",15,1
81,"e_32,7,30,1","32,7","30,1",8,4
82,"e_32,7,22,9","32,7","22,9",12,1
83,"e_32,7,42,5","32,7","42,5",12,4
84,"e_42,5,36,4","42,5","36,4",7,3
85,"e_42,5,44,4","42,5","44,4",3,4
86,"e_42,5,32,7","42,5","32,7",12,3
87,"e_46,31,40,28","46,31","40,28",9,4
88,"e_46,31,39,31","46,31","39,31",7,1
89,"e_46,31,40,29","46,31","40,29",8,2
90,"e_40,29,40,28","40,29","40,28",1,4
91,"e_40,29,39,31","40,29","39,31",3,4
92,"e_40,29,37,38","40,29","37,38",12,2
93,"e_40,29,46,31","40,29","46,31",8,3
94,"e_16,49,30,1","16,49","30,1",62,4
95,"e_21,31,14,45","21,31","14,45",21,4
96,"e_20,24,16,49","20,24","16,49",29,3
97,"e_7,47,19,9","7,47","19,9",50,2
98,"e_30,36,16,21","30,36","16,21",29,1
99,"e_40,28,7,47","40,28","7,47",52,2
100,"e_39,31,12,33","39,31","12,33",29,3
101,"e_16,21,36,42","16,21","36,42",41,3
102,"e_36,4,40,28","36,4","40,28",28,2
103,"e_6,44,37,38","6,44","37,38",37,1
104,"e_3,44,20,24","3,44","20,24",37,1
105,"e_36,42,12,33","36,42","12,33",33,1
106,"e_44,4,30,1","44,4","30,1",17,4
107,"e_21,14,39,31","21,14","39,31",35,2
108,"e_19,9,36,4","19,9","36,4",22,4
109,"e_12,33,6,44","12,33","6,44",17,3
110,"e_14,45,30,36","14,45","30,36",25,3
111,"e_0,34,30,36","0,34","30,36",32,1
112,"e_30,1,36,42","30,1","36,42",47,4
113,"e_22,9,0,34","22,9","0,34",47,1
114,"e_37,38,44,4","37,38","44,4",41,3
115,"e_32,7,16,49","32,7","16,49",58,4
116,"e_42,5,40,28","42,5","40,28",25,1
117,"e_46,31,21,31","46,31","21,31",25,2
118,"e_40,29,42,5","40,29","42,5",26,3
