,id,origin,destination
0,k_0,"21,27","13,16"
1,k_1,"45,23","21,27"
2,k_2,"20,20","15,31"
3,k_3,"32,30","8,11"
4,k_4,"13,16","35,37"
5,k_5,"32,30","7,9"
6,k_6,"24,43","35,37"
7,k_7,"38,29","12,6"
8,k_8,"24,43","46,11"
9,k_9,"46,11","7,21"
10,k_10,"22,17","46,43"
11,k_11,"34,38","40,33"
12,k_12,"8,11","34,38"
13,k_13,"38,29","46,11"
14,k_14,"34,38","24,43"
15,k_15,"45,23","47,5"
16,k_16,"46,11","47,5"
17,k_17,"29,21","13,16"
18,k_18,"12,6","46,11"
19,k_19,"46,11","12,6"
20,k_20,"8,11","46,43"
21,k_21,"34,38","29,22"
22,k_22,"28,12","32,30"
23,k_23,"20,20","21,27"
24,k_24,"8,11","47,5"
25,k_25,"29,21","45,23"
26,k_26,"45,23","13,16"
27,k_27,"46,11","40,32"
28,k_28,"29,22","24,43"
29,k_29,"5,23","45,23"
30,k_30,"5,23","38,29"
31,k_31,"40,33","7,21"
32,k_32,"29,22","15,31"
33,k_33,"47,5","29,22"
34,k_34,"38,29","29,22"
35,k_35,"46,11","13,16"
36,k_36,"5,23","24,43"
37,k_37,"24,43","12,6"
38,k_38,"28,12","21,27"
39,k_39,"15,31","35,37"
40,k_40,"35,37","38,29"
41,k_41,"28,12","24,43"
42,k_42,"20,20","21,27"
43,k_43,"29,22","36,3"
44,k_44,"15,31","13,16"
45,k_45,"35,37","22,17"
46,k_46,"12,6","21,27"
47,k_47,"12,6","40,32"
48,k_48,"36,3","20,20"
49,k_49,"40,33","7,21"
50,k_50,"45,23","35,37"
51,k_51,"24,43","38,29"
52,k_52,"34,38","28,12"
53,k_53,"15,31","46,43"
54,k_54,"47,5","12,6"
55,k_55,"46,11","38,29"
56,k_56,"12,6","46,11"
57,k_57,"5,23","24,43"
58,k_58,"21,27","36,3"
59,k_59,"7,21","45,23"
60,k_60,"38,29","36,3"
61,k_61,"15,31","5,23"
62,k_62,"13,16","34,38"
63,k_63,"15,31","46,11"
64,k_64,"47,5","15,31"
65,k_65,"29,22","35,37"
66,k_66,"32,30","35,37"
67,k_67,"29,21","21,27"
68,k_68,"21,27","5,23"
69,k_69,"22,17","24,43"
70,k_70,"40,32","46,11"
71,k_71,"40,33","36,3"
72,k_72,"46,43","12,6"
73,k_73,"36,3","32,30"
74,k_74,"40,33","40,32"
75,k_75,"35,37","46,43"
76,k_76,"47,5","22,17"
77,k_77,"45,23","24,43"
78,k_78,"29,22","47,5"
79,k_79,"47,5","36,3"
80,k_80,"22,17","38,29"
81,k_81,"38,29","45,23"
82,k_82,"38,29","15,31"
83,k_83,"29,22","12,6"
84,k_84,"12,6","46,43"
85,k_85,"20,20","29,22"
86,k_86,"29,22","12,6"
87,k_87,"45,23","22,17"
88,k_88,"7,9","7,21"
89,k_89,"21,27","38,29"
90,k_90,"29,22","7,21"
91,k_91,"21,27","24,43"
92,k_92,"15,31","36,3"
93,k_93,"45,23","28,12"
94,k_94,"13,16","22,17"
95,k_95,"40,32","32,30"
96,k_96,"12,6","8,11"
97,k_97,"28,12","7,21"
98,k_98,"29,21","40,32"
99,k_99,"35,37","13,16"
