,id,origin,destination
0,k_0,"40,21","29,28"
1,k_1,"38,23","35,3"
2,k_2,"39,25","42,14"
3,k_3,"26,17","39,25"
4,k_4,"5,32","7,46"
5,k_5,"39,25","35,3"
6,k_6,"39,25","8,24"
7,k_7,"41,6","32,21"
8,k_8,"5,32","33,13"
9,k_9,"39,25","14,38"
10,k_10,"14,38","33,13"
11,k_11,"22,44","26,17"
12,k_12,"33,13","42,14"
13,k_13,"10,24","10,33"
14,k_14,"42,14","32,21"
15,k_15,"7,5","22,44"
16,k_16,"29,28","7,46"
17,k_17,"38,23","8,24"
18,k_18,"19,24","29,28"
19,k_19,"10,24","7,46"
20,k_20,"40,21","19,24"
21,k_21,"47,41","40,21"
22,k_22,"37,6","35,3"
23,k_23,"22,44","33,13"
24,k_24,"42,14","26,17"
25,k_25,"8,24","32,21"
26,k_26,"37,6","35,3"
27,k_27,"29,28","37,6"
28,k_28,"42,14","37,6"
29,k_29,"39,25","10,24"
30,k_30,"42,14","39,25"
31,k_31,"14,38","32,21"
32,k_32,"14,38","10,24"
33,k_33,"26,17","45,9"
34,k_34,"8,24","32,21"
35,k_35,"39,25","41,6"
36,k_36,"29,28","35,3"
37,k_37,"41,6","39,25"
38,k_38,"7,5","29,28"
39,k_39,"35,34","45,9"
40,k_40,"7,5","42,14"
41,k_41,"26,17","14,38"
42,k_42,"35,3","32,21"
43,k_43,"10,33","40,21"
44,k_44,"10,33","39,25"
45,k_45,"14,38","10,24"
46,k_46,"41,6","45,9"
47,k_47,"35,34","22,44"
48,k_48,"7,5","26,17"
49,k_49,"42,14","26,17"
50,k_50,"47,41","19,24"
51,k_51,"38,23","32,21"
52,k_52,"45,9","35,3"
53,k_53,"37,6","7,5"
54,k_54,"32,21","14,38"
55,k_55,"7,46","14,38"
56,k_56,"32,21","10,24"
57,k_57,"37,6","14,38"
58,k_58,"10,24","43,4"
59,k_59,"26,17","10,33"
60,k_60,"37,6","22,44"
61,k_61,"33,13","45,9"
62,k_62,"10,33","26,17"
63,k_63,"8,24","37,6"
64,k_64,"10,33","5,32"
65,k_65,"10,24","22,44"
66,k_66,"42,14","33,13"
67,k_67,"10,33","10,24"
68,k_68,"38,23","35,3"
69,k_69,"10,24","47,41"
70,k_70,"10,33","19,24"
71,k_71,"8,24","10,33"
72,k_72,"8,24","7,46"
73,k_73,"41,6","32,21"
74,k_74,"41,6","7,46"
75,k_75,"14,38","29,28"
76,k_76,"29,28","22,44"
77,k_77,"41,6","43,4"
78,k_78,"10,24","38,23"
79,k_79,"35,34","29,28"
80,k_80,"37,6","26,17"
81,k_81,"7,5","39,25"
82,k_82,"10,24","10,33"
83,k_83,"35,3","40,21"
84,k_84,"38,23","37,6"
85,k_85,"43,4","45,9"
86,k_86,"5,32","22,44"
87,k_87,"33,13","41,6"
88,k_88,"33,13","26,17"
89,k_89,"42,14","10,24"
90,k_90,"33,13","43,4"
91,k_91,"7,5","47,41"
92,k_92,"19,24","7,5"
93,k_93,"19,24","8,24"
94,k_94,"33,13","22,44"
95,k_95,"35,34","41,6"
96,k_96,"26,17","39,25"
97,k_97,"45,9","32,21"
98,k_98,"22,44","42,14"
99,k_99,"32,21","7,5"
100,k_100,"43,4","41,6"
101,k_101,"41,6","35,34"
102,k_102,"39,25","32,21"
103,k_103,"14,38","7,46"
104,k_104,"39,25","8,24"
105,k_105,"19,24","26,17"
106,k_106,"22,44","37,6"
107,k_107,"45,9","10,24"
108,k_108,"7,5","41,6"
109,k_109,"39,25","10,33"
110,k_110,"47,41","29,28"
111,k_111,"35,3","39,25"
112,k_112,"10,24","45,9"
113,k_113,"43,4","19,24"
114,k_114,"33,13","38,23"
115,k_115,"32,21","35,3"
116,k_116,"8,24","29,28"
117,k_117,"14,38","8,24"
118,k_118,"43,4","10,24"
119,k_119,"7,5","35,3"
120,k_120,"43,4","5,32"
121,k_121,"38,23","47,41"
122,k_122,"10,24","10,33"
123,k_123,"43,4","26,17"
124,k_124,"47,41","35,34"
125,k_125,"8,24","35,34"
126,k_126,"37,6","7,46"
127,k_127,"10,33","47,41"
128,k_128,"33,13","14,38"
129,k_129,"39,25","14,38"
130,k_130,"19,24","14,38"
131,k_131,"5,32","14,38"
132,k_132,"35,3","29,28"
133,k_133,"40,21","22,44"
134,k_134,"45,9","7,5"
135,k_135,"26,17","7,46"
136,k_136,"33,13","10,24"
137,k_137,"19,24","39,25"
138,k_138,"26,17","7,5"
139,k_139,"37,6","42,14"
140,k_140,"40,21","10,24"
141,k_141,"47,41","5,32"
142,k_142,"10,33","35,34"
143,k_143,"32,21","38,23"
144,k_144,"22,44","32,21"
145,k_145,"22,44","39,25"
146,k_146,"35,3","39,25"
147,k_147,"10,24","41,6"
148,k_148,"45,9","7,5"
149,k_149,"22,44","45,9"
