,id,origin,destination
0,k_0,"38,20","20,4"
1,k_1,"4,45","42,40"
2,k_2,"13,35","46,43"
3,k_3,"44,40","38,20"
4,k_4,"49,8","42,40"
5,k_5,"44,40","46,43"
6,k_6,"28,39","8,26"
7,k_7,"9,10","4,45"
8,k_8,"38,25","8,26"
9,k_9,"8,12","20,4"
10,k_10,"5,48","44,40"
11,k_11,"39,27","5,48"
12,k_12,"21,3","8,26"
13,k_13,"21,3","43,25"
14,k_14,"8,12","43,25"
15,k_15,"46,43","37,38"
16,k_16,"9,10","13,35"
17,k_17,"37,45","44,40"
18,k_18,"37,45","37,38"
19,k_19,"4,45","5,48"
20,k_20,"8,26","5,48"
21,k_21,"23,10","9,10"
22,k_22,"42,40","28,39"
23,k_23,"13,35","7,33"
24,k_24,"21,3","39,27"
25,k_25,"42,40","8,12"
26,k_26,"1,19","15,16"
27,k_27,"4,45","15,16"
28,k_28,"5,48","38,25"
29,k_29,"38,25","46,43"
30,k_30,"35,1","8,26"
31,k_31,"28,39","45,41"
32,k_32,"38,20","23,10"
33,k_33,"38,20","8,26"
34,k_34,"13,35","1,19"
35,k_35,"8,26","20,4"
36,k_36,"15,16","37,45"
37,k_37,"9,10","20,4"
38,k_38,"23,10","1,19"
39,k_39,"38,20","20,4"
40,k_40,"13,35","46,43"
41,k_41,"9,10","38,25"
42,k_42,"20,4","45,41"
43,k_43,"38,25","45,41"
44,k_44,"21,3","28,39"
45,k_45,"38,20","21,3"
46,k_46,"37,45","9,10"
47,k_47,"13,35","42,40"
48,k_48,"43,25","28,39"
49,k_49,"1,19","28,39"
50,k_50,"8,12","38,25"
51,k_51,"39,27","8,12"
52,k_52,"7,33","45,41"
53,k_53,"35,1","42,40"
54,k_54,"42,40","37,38"
55,k_55,"21,3","13,35"
56,k_56,"37,45","46,43"
57,k_57,"23,10","28,39"
58,k_58,"20,4","23,10"
59,k_59,"8,26","37,38"
60,k_60,"13,35","9,10"
61,k_61,"49,8","43,25"
62,k_62,"15,16","37,38"
63,k_63,"9,10","7,33"
64,k_64,"4,45","42,40"
65,k_65,"35,1","42,40"
66,k_66,"38,25","20,4"
67,k_67,"1,19","38,20"
68,k_68,"37,38","20,4"
69,k_69,"21,3","37,45"
70,k_70,"38,20","9,10"
71,k_71,"38,20","42,40"
72,k_72,"21,3","42,40"
73,k_73,"38,25","1,19"
74,k_74,"15,16","43,25"
75,k_75,"46,43","7,33"
76,k_76,"13,35","21,3"
77,k_77,"23,10","44,40"
78,k_78,"20,4","46,43"
79,k_79,"46,43","9,10"
80,k_80,"42,40","9,10"
81,k_81,"38,20","45,41"
82,k_82,"37,45","20,4"
83,k_83,"8,12","43,25"
84,k_84,"5,48","38,25"
85,k_85,"37,38","38,25"
86,k_86,"13,35","37,45"
87,k_87,"37,38","15,16"
88,k_88,"38,20","15,16"
89,k_89,"37,38","39,27"
90,k_90,"20,4","39,27"
91,k_91,"38,25","13,35"
92,k_92,"35,1","1,19"
93,k_93,"5,48","9,10"
94,k_94,"38,20","7,33"
95,k_95,"49,8","38,20"
96,k_96,"8,12","38,20"
97,k_97,"13,35","46,43"
98,k_98,"9,10","43,25"
99,k_99,"9,10","23,10"
100,k_100,"45,41","38,20"
101,k_101,"15,16","13,35"
102,k_102,"20,4","42,40"
103,k_103,"23,10","46,43"
104,k_104,"23,10","8,12"
105,k_105,"15,16","42,40"
106,k_106,"49,8","23,10"
107,k_107,"7,33","5,48"
108,k_108,"1,19","13,35"
109,k_109,"44,40","37,45"
110,k_110,"39,27","37,38"
111,k_111,"1,19","5,48"
112,k_112,"5,48","4,45"
113,k_113,"20,4","43,25"
114,k_114,"13,35","38,20"
115,k_115,"15,16","7,33"
116,k_116,"39,27","38,25"
117,k_117,"39,27","37,38"
118,k_118,"21,3","8,26"
119,k_119,"5,48","42,40"
120,k_120,"7,33","38,25"
121,k_121,"45,41","8,12"
122,k_122,"8,12","44,40"
123,k_123,"21,3","46,43"
124,k_124,"23,10","38,25"
125,k_125,"4,45","45,41"
126,k_126,"1,19","20,4"
127,k_127,"37,38","1,19"
128,k_128,"37,45","15,16"
129,k_129,"46,43","37,38"
130,k_130,"1,19","44,40"
131,k_131,"5,48","7,33"
132,k_132,"20,4","1,19"
133,k_133,"43,25","37,45"
134,k_134,"37,38","38,20"
135,k_135,"13,35","37,45"
136,k_136,"42,40","23,10"
137,k_137,"5,48","44,40"
138,k_138,"9,10","39,27"
139,k_139,"45,41","38,25"
140,k_140,"46,43","28,39"
141,k_141,"44,40","15,16"
142,k_142,"44,40","42,40"
143,k_143,"44,40","45,41"
144,k_144,"23,10","38,25"
145,k_145,"46,43","4,45"
146,k_146,"5,48","38,25"
147,k_147,"38,25","44,40"
148,k_148,"4,45","45,41"
149,k_149,"46,43","39,27"
