,id,origin,destination,distance,arc_cap
0,"e_6,3,0,8","6,3","0,8",11,1
1,"e_6,3,11,7","6,3","11,7",9,2
2,"e_6,3,9,1","6,3","9,1",5,2
3,"e_32,45,30,49","32,45","30,49",6,2
4,"e_32,45,42,46","32,45","42,46",11,1
5,"e_32,45,32,44","32,45","32,44",1,2
6,"e_39,12,44,8","39,12","44,8",9,2
7,"e_30,49,32,45","30,49","32,45",6,2
8,"e_30,49,32,44","30,49","32,44",7,2
9,"e_25,11,25,4","25,11","25,4",7,1
10,"e_25,11,20,10","25,11","20,10",6,2
11,"e_25,11,24,1","25,11","24,1",11,1
12,"e_25,4,25,11","25,4","25,11",7,2
13,"e_25,4,20,10","25,4","20,10",11,2
14,"e_25,4,24,1","25,4","24,1",4,2
15,"e_0,8,6,3","0,8","6,3",11,2
16,"e_0,8,2,17","0,8","2,17",11,1
17,"e_0,8,0,14","0,8","0,14",6,1
18,"e_4,22,3,25","4,22","3,25",4,2
19,"e_4,22,2,17","4,22","2,17",7,1
20,"e_4,22,8,22","4,22","8,22",4,1
21,"e_4,22,3,30","4,22","3,30",9,2
22,"e_20,19,22,22","20,19","22,22",5,1
23,"e_20,19,20,10","20,19","20,10",9,1
24,"e_46,39,42,46","46,39","42,46",11,1
25,"e_22,22,20,19","22,22","20,19",5,2
26,"e_3,25,4,22","3,25","4,22",4,2
27,"e_3,25,2,17","3,25","2,17",9,1
28,"e_3,25,8,22","3,25","8,22",8,1
29,"e_3,25,3,30","3,25","3,30",5,1
30,"e_20,10,25,11","20,10","25,11",6,2
31,"e_20,10,25,4","20,10","25,4",11,2
32,"e_20,10,20,19","20,10","20,19",9,2
33,"e_16,41,13,34","16,41","13,34",10,2
34,"e_13,34,16,41","13,34","16,41",10,1
35,"e_2,17,0,8","2,17","0,8",11,2
36,"e_2,17,4,22","2,17","4,22",7,1
37,"e_2,17,3,25","2,17","3,25",9,1
38,"e_2,17,8,22","2,17","8,22",11,1
39,"e_2,17,0,14","2,17","0,14",5,1
40,"e_42,46,32,45","42,46","32,45",11,1
41,"e_42,46,46,39","42,46","46,39",11,1
42,"e_32,44,32,45","32,44","32,45",1,1
43,"e_32,44,30,49","32,44","30,49",7,2
44,"e_11,7,6,3","11,7","6,3",9,2
45,"e_11,7,9,1","11,7","9,1",8,1
46,"e_8,22,4,22","8,22","4,22",4,2
47,"e_8,22,3,25","8,22","3,25",8,1
48,"e_8,22,2,17","8,22","2,17",11,2
49,"e_0,14,0,8","0,14","0,8",6,2
50,"e_0,14,2,17","0,14","2,17",5,2
51,"e_9,1,6,3","9,1","6,3",5,2
52,"e_9,1,11,7","9,1","11,7",8,1
53,"e_44,8,39,12","44,8","39,12",9,2
54,"e_3,30,4,22","3,30","4,22",9,2
55,"e_3,30,3,25","3,30","3,25",5,1
56,"e_24,1,25,11","24,1","25,11",11,1
57,"e_24,1,25,4","24,1","25,4",4,1
58,"e_6,3,3,25","6,3","3,25",25,2
59,"e_6,3,16,41","6,3","16,41",48,2
60,"e_6,3,39,12","6,3","39,12",42,1
61,"e_32,45,11,7","32,45","11,7",59,2
62,"e_32,45,25,4","32,45","25,4",48,2
63,"e_32,45,20,19","32,45","20,19",38,1
64,"e_39,12,11,7","39,12","11,7",33,2
65,"e_39,12,2,17","39,12","2,17",42,2
66,"e_39,12,8,22","39,12","8,22",41,2
67,"e_30,49,24,1","30,49","24,1",54,2
68,"e_30,49,0,8","30,49","0,8",71,2
69,"e_30,49,16,41","30,49","16,41",22,1
70,"e_25,11,42,46","25,11","42,46",52,2
71,"e_25,11,30,49","25,11","30,49",43,1
72,"e_25,11,3,30","25,11","3,30",41,2
73,"e_25,4,11,7","25,4","11,7",17,2
74,"e_25,4,44,8","25,4","44,8",23,1
75,"e_25,4,32,44","25,4","32,44",47,1
76,"e_0,8,4,22","0,8","4,22",18,1
