,id,origin,destination,distance,arc_cap
0,"e_13,32,14,45","13,32","14,45",14,2
1,"e_13,32,12,19","13,32","12,19",14,1
2,"e_13,32,16,42","13,32","16,42",13,2
3,"e_13,32,7,33","13,32","7,33",7,1
4,"e_13,32,8,41","13,32","8,41",14,1
5,"e_2,39,7,33","2,39","7,33",11,2
6,"e_2,39,8,41","2,39","8,41",8,2
7,"e_14,45,13,32","14,45","13,32",14,2
8,"e_14,45,16,42","14,45","16,42",5,2
9,"e_14,45,8,41","14,45","8,41",10,2
10,"e_29,13,28,23","29,13","28,23",11,2
11,"e_29,13,34,16","29,13","34,16",8,1
12,"e_29,13,35,20","29,13","35,20",13,2
13,"e_29,13,35,14","29,13","35,14",7,1
14,"e_29,13,19,16","29,13","19,16",13,2
15,"e_22,3,22,4","22,3","22,4",1,2
16,"e_28,23,29,13","28,23","29,13",11,2
17,"e_28,23,34,16","28,23","34,16",13,1
18,"e_28,23,35,20","28,23","35,20",10,2
19,"e_34,16,29,13","34,16","29,13",8,1
20,"e_34,16,28,23","34,16","28,23",13,2
21,"e_34,16,35,20","34,16","35,20",5,1
22,"e_34,16,35,14","34,16","35,14",3,1
23,"e_34,16,19,16","34,16","19,16",15,1
24,"e_35,20,29,13","35,20","29,13",13,2
25,"e_35,20,28,23","35,20","28,23",10,2
26,"e_35,20,34,16","35,20","34,16",5,1
27,"e_35,20,35,14","35,20","35,14",6,2
28,"e_35,20,44,25","35,20","44,25",14,2
29,"e_12,19,13,32","12,19","13,32",14,1
30,"e_12,19,5,21","12,19","5,21",9,1
31,"e_12,19,19,16","12,19","19,16",10,2
32,"e_16,42,13,32","16,42","13,32",13,1
33,"e_16,42,14,45","16,42","14,45",5,2
34,"e_16,42,8,41","16,42","8,41",9,2
35,"e_7,8,5,21","7,8","5,21",15,1
36,"e_35,14,29,13","35,14","29,13",7,2
37,"e_35,14,34,16","35,14","34,16",3,2
38,"e_35,14,35,20","35,14","35,20",6,1
39,"e_35,14,38,2","35,14","38,2",15,2
40,"e_5,21,12,19","5,21","12,19",9,2
41,"e_5,21,7,8","5,21","7,8",15,1
42,"e_5,21,7,33","5,21","7,33",14,2
43,"e_7,33,13,32","7,33","13,32",7,2
44,"e_7,33,2,39","7,33","2,39",11,1
45,"e_7,33,5,21","7,33","5,21",14,2
46,"e_7,33,8,41","7,33","8,41",9,1
47,"e_8,41,13,32","8,41","13,32",14,1
48,"e_8,41,2,39","8,41","2,39",8,1
49,"e_8,41,14,45","8,41","14,45",10,2
50,"e_8,41,16,42","8,41","16,42",9,2
51,"e_8,41,7,33","8,41","7,33",9,2
52,"e_47,46,49,42","47,46","49,42",6,2
53,"e_47,46,44,42","47,46","44,42",7,2
54,"e_42,4,38,2","42,4","38,2",6,2
55,"e_19,16,29,13","19,16","29,13",13,2
56,"e_19,16,34,16","19,16","34,16",15,2
57,"e_19,16,12,19","19,16","12,19",10,1
58,"e_19,16,22,4","19,16","22,4",15,2
59,"e_44,25,35,20","44,25","35,20",14,1
60,"e_38,2,35,14","38,2","35,14",15,2
61,"e_38,2,42,4","38,2","42,4",6,1
62,"e_49,42,47,46","49,42","47,46",6,1
63,"e_49,42,44,42","49,42","44,42",5,1
64,"e_44,42,47,46","44,42","47,46",7,2
65,"e_44,42,49,42","44,42","49,42",5,2
66,"e_22,4,22,3","22,4","22,3",1,2
67,"e_22,4,19,16","22,4","19,16",15,2
68,"e_13,32,2,39","13,32","2,39",18,2
69,"e_2,39,30,39","2,39","30,39",28,1
70,"e_14,45,35,20","14,45","35,20",46,1
71,"e_29,13,7,8","29,13","7,8",27,2
72,"e_22,3,16,42","22,3","16,42",45,2
73,"e_28,23,7,8","28,23","7,8",36,1
74,"e_34,16,7,8","34,16","7,8",35,1
75,"e_35,20,7,33","35,20","7,33",41,1
76,"e_12,19,14,45","12,19","14,45",28,1
77,"e_16,42,44,25","16,42","44,25",45,1
78,"e_7,8,49,42","7,8","49,42",76,1
79,"e_30,39,12,19","30,39","12,19",38,2
80,"e_35,14,44,25","35,14","44,25",20,2
81,"e_5,21,49,42","5,21","49,42",65,2
82,"e_7,33,42,4","7,33","42,4",64,2
83,"e_8,41,42,4","8,41","42,4",71,1
84,"e_47,46,2,39","47,46","2,39",52,1
85,"e_42,4,35,20","42,4","35,20",23,2
86,"e_19,16,28,23","19,16","28,23",16,2
87,"e_44,25,19,16","44,25","19,16",34,2
88,"e_38,2,8,41","38,2","8,41",69,1
89,"e_49,42,19,16","49,42","19,16",56,1
90,"e_44,42,14,45","44,42","14,45",33,1
91,"e_22,4,35,14","22,4","35,14",23,2
