,id,origin,destination
0,k_0,"44,32","12,30"
1,k_1,"39,10","32,4"
2,k_2,"13,44","33,4"
3,k_3,"27,19","39,10"
4,k_4,"39,10","12,30"
5,k_5,"22,10","12,30"
6,k_6,"22,34","35,13"
7,k_7,"14,4","12,30"
8,k_8,"32,42","14,4"
9,k_9,"11,44","32,42"
10,k_10,"33,4","27,19"
11,k_11,"14,4","39,10"
12,k_12,"11,38","44,13"
13,k_13,"23,43","11,44"
14,k_14,"11,38","21,39"
15,k_15,"22,10","23,43"
16,k_16,"33,4","27,19"
17,k_17,"12,20","11,26"
18,k_18,"10,3","23,43"
19,k_19,"11,26","23,43"
20,k_20,"32,42","11,26"
21,k_21,"27,19","42,26"
22,k_22,"23,43","12,30"
23,k_23,"14,4","35,13"
24,k_24,"44,13","27,19"
25,k_25,"21,39","42,14"
26,k_26,"35,13","22,10"
27,k_27,"11,38","42,14"
28,k_28,"14,4","7,6"
29,k_29,"32,42","19,20"
30,k_30,"44,13","10,3"
31,k_31,"19,20","14,4"
32,k_32,"35,13","42,26"
33,k_33,"7,6","21,39"
34,k_34,"11,26","21,39"
35,k_35,"13,44","39,10"
36,k_36,"21,39","34,44"
37,k_37,"19,20","11,44"
38,k_38,"44,32","11,44"
39,k_39,"11,26","22,10"
40,k_40,"19,20","23,43"
41,k_41,"39,10","13,44"
42,k_42,"27,19","22,10"
43,k_43,"11,44","27,19"
44,k_44,"19,20","39,10"
45,k_45,"12,20","34,44"
46,k_46,"27,19","35,13"
47,k_47,"32,4","21,39"
48,k_48,"11,44","32,4"
49,k_49,"39,10","14,4"
