,id,origin,destination
0,k_0,"6,3","46,39"
1,k_1,"44,8","4,22"
2,k_2,"25,11","22,22"
3,k_3,"20,10","42,46"
4,k_4,"25,4","6,3"
5,k_5,"46,39","9,1"
6,k_6,"2,17","44,8"
7,k_7,"44,8","0,8"
8,k_8,"32,44","39,12"
9,k_9,"3,30","0,8"
10,k_10,"32,44","3,30"
11,k_11,"24,1","2,17"
12,k_12,"24,1","3,25"
13,k_13,"0,14","9,1"
14,k_14,"32,44","46,39"
15,k_15,"24,1","0,14"
16,k_16,"32,45","39,12"
17,k_17,"0,8","13,34"
18,k_18,"32,45","42,46"
19,k_19,"46,39","9,1"
20,k_20,"2,17","42,46"
21,k_21,"32,44","44,8"
22,k_22,"24,1","13,34"
23,k_23,"0,8","20,10"
24,k_24,"32,44","11,7"
25,k_25,"0,14","2,17"
26,k_26,"9,1","16,41"
27,k_27,"44,8","22,22"
28,k_28,"44,8","3,30"
29,k_29,"22,22","30,49"
30,k_30,"6,3","24,1"
31,k_31,"0,14","2,17"
32,k_32,"11,7","46,39"
33,k_33,"25,11","4,22"
34,k_34,"3,25","8,22"
35,k_35,"25,11","32,44"
36,k_36,"20,10","39,12"
37,k_37,"8,22","32,45"
38,k_38,"11,7","32,45"
39,k_39,"3,30","6,3"
40,k_40,"13,34","0,14"
41,k_41,"30,49","25,4"
42,k_42,"44,8","8,22"
43,k_43,"39,12","20,10"
44,k_44,"0,8","6,3"
45,k_45,"20,10","4,22"
46,k_46,"0,14","42,46"
47,k_47,"30,49","0,8"
48,k_48,"16,41","11,7"
49,k_49,"13,34","9,1"
