,id,origin,destination
0,k_0,"18,31","48,49"
1,k_1,"15,10","8,20"
2,k_2,"24,42","29,24"
3,k_3,"26,22","36,8"
4,k_4,"12,29","36,8"
5,k_5,"34,24","18,31"
6,k_6,"29,24","26,38"
7,k_7,"20,18","26,38"
8,k_8,"0,30","34,24"
9,k_9,"8,20","24,0"
10,k_10,"24,0","26,30"
11,k_11,"11,3","42,9"
12,k_12,"4,12","26,38"
13,k_13,"4,12","12,29"
14,k_14,"8,36","18,15"
15,k_15,"20,18","8,20"
16,k_16,"11,22","40,9"
17,k_17,"40,9","8,20"
18,k_18,"34,24","26,30"
19,k_19,"42,9","26,22"
20,k_20,"12,29","15,10"
21,k_21,"26,22","24,0"
22,k_22,"8,20","18,31"
23,k_23,"20,3","42,26"
24,k_24,"40,9","18,15"
25,k_25,"18,31","20,18"
26,k_26,"11,22","4,12"
27,k_27,"8,36","42,9"
28,k_28,"29,24","24,0"
29,k_29,"24,0","0,30"
30,k_30,"8,20","23,9"
31,k_31,"18,31","26,30"
32,k_32,"29,24","24,42"
33,k_33,"8,20","26,22"
34,k_34,"26,22","23,9"
35,k_35,"8,20","4,12"
36,k_36,"24,42","48,49"
37,k_37,"26,30","48,49"
38,k_38,"8,36","11,22"
39,k_39,"29,24","24,0"
40,k_40,"48,49","24,42"
41,k_41,"18,31","26,38"
42,k_42,"18,31","11,3"
43,k_43,"24,0","18,15"
44,k_44,"11,3","42,26"
45,k_45,"24,42","48,49"
46,k_46,"8,20","20,3"
47,k_47,"42,26","20,18"
48,k_48,"15,10","12,29"
49,k_49,"48,49","26,22"
50,k_50,"4,12","24,0"
51,k_51,"4,12","12,29"
52,k_52,"42,9","26,30"
53,k_53,"18,15","26,22"
54,k_54,"42,26","24,0"
55,k_55,"18,31","34,24"
56,k_56,"42,9","29,24"
57,k_57,"24,42","26,38"
58,k_58,"34,24","12,29"
59,k_59,"4,12","26,30"
60,k_60,"48,49","29,24"
61,k_61,"26,38","26,22"
62,k_62,"24,42","18,15"
63,k_63,"48,49","26,38"
64,k_64,"23,9","42,26"
65,k_65,"29,24","24,42"
66,k_66,"12,29","4,12"
67,k_67,"26,38","23,9"
68,k_68,"24,0","42,26"
69,k_69,"42,9","29,24"
70,k_70,"48,49","42,9"
71,k_71,"15,10","11,3"
72,k_72,"23,9","42,9"
73,k_73,"42,26","26,30"
74,k_74,"40,9","18,31"
75,k_75,"42,9","34,24"
76,k_76,"8,36","26,38"
77,k_77,"40,9","20,18"
78,k_78,"29,24","34,24"
79,k_79,"34,24","26,22"
80,k_80,"12,29","26,38"
81,k_81,"26,30","0,30"
82,k_82,"34,24","29,24"
83,k_83,"11,3","26,38"
84,k_84,"11,3","18,31"
85,k_85,"20,18","26,22"
86,k_86,"34,24","26,30"
87,k_87,"23,9","0,30"
88,k_88,"26,38","34,24"
89,k_89,"26,22","0,30"
90,k_90,"26,38","48,49"
91,k_91,"11,3","12,29"
92,k_92,"4,12","8,36"
93,k_93,"40,9","8,36"
94,k_94,"26,30","34,24"
95,k_95,"42,26","18,15"
96,k_96,"24,42","11,3"
97,k_97,"23,9","34,24"
98,k_98,"24,0","29,24"
99,k_99,"26,30","12,29"
100,k_100,"0,30","8,36"
101,k_101,"11,3","20,3"
102,k_102,"24,0","8,36"
103,k_103,"18,15","23,9"
104,k_104,"24,0","11,3"
105,k_105,"26,38","8,36"
106,k_106,"18,15","15,10"
107,k_107,"26,30","20,3"
108,k_108,"20,3","8,36"
109,k_109,"12,29","42,26"
110,k_110,"24,0","40,9"
111,k_111,"48,49","18,31"
112,k_112,"8,36","26,38"
113,k_113,"8,36","11,3"
114,k_114,"48,49","8,36"
115,k_115,"40,9","36,8"
116,k_116,"11,22","15,10"
117,k_117,"36,8","40,9"
118,k_118,"26,30","36,8"
119,k_119,"18,15","23,9"
120,k_120,"24,0","26,38"
121,k_121,"42,26","18,31"
122,k_122,"48,49","12,29"
123,k_123,"18,31","34,24"
124,k_124,"36,8","8,20"
125,k_125,"18,15","20,3"
126,k_126,"23,9","0,30"
127,k_127,"8,20","8,36"
128,k_128,"0,30","26,22"
129,k_129,"40,9","36,8"
130,k_130,"8,36","24,42"
131,k_131,"26,30","18,15"
132,k_132,"8,36","40,9"
133,k_133,"26,38","11,22"
134,k_134,"34,24","26,30"
135,k_135,"24,42","8,36"
136,k_136,"34,24","18,31"
137,k_137,"24,0","15,10"
138,k_138,"18,31","48,49"
139,k_139,"8,36","0,30"
140,k_140,"11,3","36,8"
141,k_141,"8,36","8,20"
142,k_142,"40,9","18,31"
143,k_143,"42,26","0,30"
144,k_144,"18,15","36,8"
145,k_145,"36,8","18,31"
146,k_146,"48,49","34,24"
147,k_147,"42,9","8,20"
148,k_148,"11,22","40,9"
149,k_149,"12,29","11,3"
