,id,origin,destination,distance,arc_cap
0,"e_5,42,2,45","5,42","2,45",6,4
1,"e_5,42,5,28","5,42","5,28",14,2
2,"e_5,42,4,30","5,42","4,30",13,6
3,"e_2,45,5,42","2,45","5,42",6,5
4,"e_17,33,22,39","17,33","22,39",11,7
5,"e_17,33,26,28","17,33","26,28",14,2
6,"e_22,39,17,33","22,39","17,33",11,2
7,"e_22,39,26,28","22,39","26,28",15,1
8,"e_22,39,26,47","22,39","26,47",12,1
9,"e_22,39,27,44","22,39","27,44",10,1
10,"e_26,28,17,33","26,28","17,33",14,7
11,"e_26,28,22,39","26,28","22,39",15,3
12,"e_26,28,38,27","26,28","38,27",13,3
13,"e_26,28,35,23","26,28","35,23",14,10
14,"e_5,28,5,42","5,28","5,42",14,5
15,"e_5,28,4,30","5,28","4,30",3,7
16,"e_5,28,7,21","5,28","7,21",9,4
17,"e_47,37,47,29","47,37","47,29",8,3
18,"e_7,13,5,12","7,13","5,12",3,6
19,"e_7,13,9,0","7,13","9,0",15,6
20,"e_7,13,18,14","7,13","18,14",12,8
21,"e_7,13,7,21","7,13","7,21",8,1
22,"e_19,19,18,14","19,19","18,14",6,3
23,"e_19,19,7,21","19,19","7,21",14,8
24,"e_11,0,9,0","11,0","9,0",2,9
25,"e_26,47,22,39","26,47","22,39",12,8
26,"e_26,47,27,44","26,47","27,44",4,1
27,"e_38,27,26,28","38,27","26,28",13,5
28,"e_38,27,43,22","38,27","43,22",10,2
29,"e_38,27,35,23","38,27","35,23",7,7
30,"e_38,27,47,29","38,27","47,29",11,9
31,"e_28,0,42,1","28,0","42,1",15,7
32,"e_28,0,34,9","28,0","34,9",15,9
33,"e_5,12,7,13","5,12","7,13",3,7
34,"e_5,12,18,14","5,12","18,14",15,3
35,"e_5,12,7,21","5,12","7,21",11,7
36,"e_4,30,5,42","4,30","5,42",13,6
37,"e_4,30,5,28","4,30","5,28",3,3
38,"e_4,30,7,21","4,30","7,21",12,9
39,"e_9,0,7,13","9,0","7,13",15,7
40,"e_9,0,11,0","9,0","11,0",2,4
41,"e_43,22,38,27","43,22","38,27",10,7
42,"e_43,22,35,23","43,22","35,23",9,7
43,"e_43,22,47,29","43,22","47,29",11,5
44,"e_35,23,26,28","35,23","26,28",14,2
45,"e_35,23,38,27","35,23","38,27",7,3
46,"e_35,23,43,22","35,23","43,22",9,6
47,"e_35,23,35,10","35,23","35,10",13,6
48,"e_35,23,34,9","35,23","34,9",15,3
49,"e_18,14,7,13","18,14","7,13",12,1
50,"e_18,14,19,19","18,14","19,19",6,8
51,"e_18,14,5,12","18,14","5,12",15,1
52,"e_7,21,5,28","7,21","5,28",9,10
53,"e_7,21,7,13","7,21","7,13",8,9
54,"e_7,21,19,19","7,21","19,19",14,5
55,"e_7,21,5,12","7,21","5,12",11,8
56,"e_7,21,4,30","7,21","4,30",12,6
57,"e_47,29,47,37","47,29","47,37",8,5
58,"e_47,29,38,27","47,29","38,27",11,8
59,"e_47,29,43,22","47,29","43,22",11,3
60,"e_42,1,28,0","42,1","28,0",15,2
61,"e_35,10,35,23","35,10","35,23",13,3
62,"e_35,10,34,9","35,10","34,9",2,1
63,"e_34,9,28,0","34,9","28,0",15,8
64,"e_34,9,35,23","34,9","35,23",15,2
65,"e_34,9,35,10","34,9","35,10",2,1
66,"e_27,44,22,39","27,44","22,39",10,2
67,"e_27,44,26,47","27,44","26,47",4,5
68,"e_5,42,47,37","5,42","47,37",47,9
69,"e_5,42,34,9","5,42","34,9",62,4
70,"e_5,42,47,29","5,42","47,29",55,1
71,"e_2,45,5,12","2,45","5,12",36,5
72,"e_2,45,9,0","2,45","9,0",52,8
73,"e_2,45,38,27","2,45","38,27",54,7
74,"e_17,33,34,9","17,33","34,9",41,5
75,"e_17,33,11,0","17,33","11,0",39,2
76,"e_17,33,4,30","17,33","4,30",16,3
77,"e_22,39,5,42","22,39","5,42",20,10
78,"e_22,39,43,22","22,39","43,22",38,7
79,"e_22,39,47,37","22,39","47,37",27,1
80,"e_26,28,27,44","26,28","27,44",17,5
81,"e_26,28,19,19","26,28","19,19",16,1
82,"e_26,28,5,12","26,28","5,12",37,5
83,"e_5,28,26,47","5,28","26,47",40,4
84,"e_5,28,26,28","5,28","26,28",21,3
85,"e_5,28,27,44","5,28","27,44",38,2
86,"e_47,37,18,14","47,37","18,14",52,3
87,"e_47,37,38,27","47,37","38,27",19,6
88,"e_47,37,26,47","47,37","26,47",31,1
89,"e_7,13,5,42","7,13","5,42",31,5
90,"e_7,13,35,23","7,13","35,23",38,8
91,"e_7,13,27,44","7,13","27,44",51,10
92,"e_19,19,22,39","19,19","22,39",23,1
93,"e_19,19,7,13","19,19","7,13",18,6
94,"e_19,19,9,0","19,19","9,0",29,2
95,"e_11,0,19,19","11,0","19,19",27,6
96,"e_11,0,35,10","11,0","35,10",34,6
97,"e_11,0,28,0","11,0","28,0",17,7
98,"e_26,47,34,9","26,47","34,9",46,1
99,"e_26,47,47,29","26,47","47,29",39,2
100,"e_26,47,43,22","26,47","43,22",42,10
101,"e_38,27,7,13","38,27","7,13",45,1
102,"e_38,27,17,33","38,27","17,33",27,6
103,"e_38,27,22,39","38,27","22,39",28,5
104,"e_28,0,35,10","28,0","35,10",17,5
105,"e_28,0,18,14","28,0","18,14",24,7
106,"e_28,0,7,13","28,0","7,13",34,7
107,"e_5,12,35,23","5,12","35,23",41,5
108,"e_5,12,19,19","5,12","19,19",21,10
109,"e_5,12,26,28","5,12","26,28",37,1
110,"e_4,30,26,28","4,30","26,28",24,10
111,"e_4,30,42,1","4,30","42,1",67,2
112,"e_4,30,17,33","4,30","17,33",16,6
113,"e_9,0,47,29","9,0","47,29",67,9
114,"e_9,0,42,1","9,0","42,1",34,3
115,"e_9,0,5,12","9,0","5,12",16,5
116,"e_43,22,27,44","43,22","27,44",38,9
117,"e_43,22,7,21","43,22","7,21",37,9
118,"e_43,22,22,39","43,22","22,39",38,4
119,"e_35,23,47,29","35,23","47,29",18,8
120,"e_35,23,9,0","35,23","9,0",49,8
121,"e_35,23,27,44","35,23","27,44",29,7
122,"e_18,14,43,22","18,14","43,22",33,8
123,"e_18,14,34,9","18,14","34,9",21,10
124,"e_18,14,26,28","18,14","26,28",22,4
125,"e_7,21,35,23","7,21","35,23",30,6
126,"e_7,21,47,29","7,21","47,29",48,4
127,"e_7,21,11,0","7,21","11,0",25,9
128,"e_47,29,28,0","47,29","28,0",48,5
129,"e_47,29,42,1","47,29","42,1",33,1
130,"e_47,29,7,21","47,29","7,21",48,7
131,"e_42,1,47,37","42,1","47,37",41,5
132,"e_42,1,35,23","42,1","35,23",29,3
133,"e_42,1,22,39","42,1","22,39",58,1
134,"e_35,10,26,28","35,10","26,28",27,2
135,"e_35,10,38,27","35,10","38,27",20,1
136,"e_35,10,47,29","35,10","47,29",31,2
137,"e_34,9,2,45","34,9","2,45",68,3
138,"e_34,9,42,1","34,9","42,1",16,1
139,"e_34,9,18,14","34,9","18,14",21,6
140,"e_27,44,7,13","27,44","7,13",51,1
141,"e_27,44,42,1","27,44","42,1",58,8
142,"e_27,44,35,23","27,44","35,23",29,10
