,id,origin,destination,distance,arc_cap
0,"e_15,16,8,12","15,16","8,12",11,4
1,"e_13,35,7,33","13,35","7,33",8,4
2,"e_42,40,37,45","42,40","37,45",10,4
3,"e_42,40,37,38","42,40","37,38",7,1
4,"e_42,40,44,40","42,40","44,40",2,4
5,"e_42,40,45,41","42,40","45,41",4,2
6,"e_42,40,46,43","42,40","46,43",7,2
7,"e_20,4,23,10","20,4","23,10",9,1
8,"e_20,4,21,3","20,4","21,3",2,1
9,"e_8,26,7,33","8,26","7,33",8,4
10,"e_38,25,38,20","38,25","38,20",5,3
11,"e_38,25,43,25","38,25","43,25",5,2
12,"e_38,25,39,27","38,25","39,27",3,1
13,"e_37,45,42,40","37,45","42,40",10,3
14,"e_37,45,37,38","37,45","37,38",7,3
15,"e_37,45,46,43","37,45","46,43",11,1
16,"e_28,39,37,38","28,39","37,38",10,2
17,"e_5,48,4,45","5,48","4,45",4,4
18,"e_37,38,42,40","37,38","42,40",7,3
19,"e_37,38,37,45","37,38","37,45",7,2
20,"e_37,38,28,39","37,38","28,39",10,1
21,"e_37,38,44,40","37,38","44,40",9,1
22,"e_37,38,45,41","37,38","45,41",11,1
23,"e_8,12,15,16","8,12","15,16",11,2
24,"e_8,12,9,10","8,12","9,10",3,3
25,"e_38,20,38,25","38,20","38,25",5,1
26,"e_38,20,43,25","38,20","43,25",10,1
27,"e_38,20,39,27","38,20","39,27",8,1
28,"e_4,45,5,48","4,45","5,48",4,3
29,"e_7,33,13,35","7,33","13,35",8,1
30,"e_7,33,8,26","7,33","8,26",8,1
31,"e_23,10,20,4","23,10","20,4",9,3
32,"e_23,10,21,3","23,10","21,3",9,2
33,"e_44,40,42,40","44,40","42,40",2,2
34,"e_44,40,37,38","44,40","37,38",9,2
35,"e_44,40,45,41","44,40","45,41",2,4
36,"e_44,40,46,43","44,40","46,43",5,4
37,"e_21,3,20,4","21,3","20,4",2,3
38,"e_21,3,23,10","21,3","23,10",9,3
39,"e_43,25,38,25","43,25","38,25",5,3
40,"e_43,25,38,20","43,25","38,20",10,1
41,"e_43,25,39,27","43,25","39,27",6,4
42,"e_9,10,8,12","9,10","8,12",3,3
43,"e_39,27,38,25","39,27","38,25",3,3
44,"e_39,27,38,20","39,27","38,20",8,1
45,"e_39,27,43,25","39,27","43,25",6,2
46,"e_45,41,42,40","45,41","42,40",4,4
47,"e_45,41,37,38","45,41","37,38",11,3
48,"e_45,41,44,40","45,41","44,40",2,2
49,"e_45,41,46,43","45,41","46,43",3,4
50,"e_46,43,42,40","46,43","42,40",7,1
51,"e_46,43,37,45","46,43","37,45",11,4
52,"e_46,43,44,40","46,43","44,40",5,3
53,"e_46,43,45,41","46,43","45,41",3,1
54,"e_15,16,45,41","15,16","45,41",55,2
55,"e_13,35,4,45","13,35","4,45",19,3
56,"e_42,40,8,26","42,40","8,26",48,3
57,"e_1,19,7,33","1,19","7,33",20,3
58,"e_20,4,9,10","20,4","9,10",17,3
59,"e_8,26,45,41","8,26","45,41",52,3
60,"e_38,25,44,40","38,25","44,40",21,4
61,"e_37,45,45,41","37,45","45,41",12,3
62,"e_49,8,37,45","49,8","37,45",49,4
63,"e_28,39,23,10","28,39","23,10",34,3
64,"e_5,48,8,26","5,48","8,26",25,2
65,"e_37,38,46,43","37,38","46,43",14,4
66,"e_8,12,28,39","8,12","28,39",47,4
67,"e_38,20,4,45","38,20","4,45",59,2
68,"e_4,45,38,25","4,45","38,25",54,2
69,"e_7,33,45,41","7,33","45,41",46,3
70,"e_23,10,37,38","23,10","37,38",42,2
71,"e_44,40,21,3","44,40","21,3",60,1
72,"e_21,3,39,27","21,3","39,27",42,4
73,"e_43,25,28,39","43,25","28,39",29,2
74,"e_9,10,1,19","9,10","1,19",17,1
75,"e_39,27,45,41","39,27","45,41",20,2
76,"e_35,1,49,8","35,1","49,8",21,3
77,"e_45,41,23,10","45,41","23,10",53,3
78,"e_46,43,4,45","46,43","4,45",44,4
