,id,origin,destination
0,k_0,"5,44","28,5"
1,k_1,"39,15","28,5"
2,k_2,"27,8","43,47"
3,k_3,"25,7","34,49"
4,k_4,"4,27","29,26"
5,k_5,"6,25","5,44"
6,k_6,"1,7","49,23"
7,k_7,"10,30","6,25"
8,k_8,"39,15","4,22"
9,k_9,"24,15","4,27"
10,k_10,"28,5","27,8"
11,k_11,"6,20","49,23"
12,k_12,"27,33","25,7"
13,k_13,"24,18","49,23"
14,k_14,"4,27","25,7"
15,k_15,"28,5","1,7"
16,k_16,"24,15","25,33"
17,k_17,"43,47","23,4"
18,k_18,"46,23","28,5"
19,k_19,"29,26","34,49"
20,k_20,"24,18","39,15"
21,k_21,"49,23","24,18"
22,k_22,"27,8","43,47"
23,k_23,"4,22","23,4"
24,k_24,"5,44","25,7"
25,k_25,"43,47","38,29"
26,k_26,"24,15","4,27"
27,k_27,"24,15","49,23"
28,k_28,"43,47","28,5"
29,k_29,"13,29","43,47"
30,k_30,"4,22","43,47"
31,k_31,"6,20","1,7"
32,k_32,"5,44","10,30"
33,k_33,"38,29","39,15"
34,k_34,"39,15","10,30"
35,k_35,"6,25","4,22"
36,k_36,"10,30","28,5"
37,k_37,"25,7","48,16"
38,k_38,"28,5","5,44"
39,k_39,"13,29","1,7"
40,k_40,"24,18","29,26"
41,k_41,"6,25","13,29"
42,k_42,"6,20","49,23"
43,k_43,"25,33","5,44"
44,k_44,"27,33","27,8"
45,k_45,"39,15","48,16"
46,k_46,"5,44","6,25"
47,k_47,"5,44","43,47"
48,k_48,"27,33","25,7"
49,k_49,"49,23","1,7"
