,id,origin,destination,distance,arc_cap
0,"e_9,37,12,35","9,37","12,35",5,3
1,"e_9,37,5,40","9,37","5,40",7,1
2,"e_9,37,14,32","9,37","14,32",10,3
3,"e_9,37,0,40","9,37","0,40",12,3
4,"e_9,37,5,45","9,37","5,45",12,1
5,"e_37,15,45,17","37,15","45,17",10,2
6,"e_37,15,34,9","37,15","34,9",9,2
7,"e_37,15,37,9","37,15","37,9",6,3
8,"e_37,15,42,23","37,15","42,23",13,2
9,"e_37,15,27,17","37,15","27,17",12,3
10,"e_41,2,34,9","41,2","34,9",14,2
11,"e_41,2,37,9","41,2","37,9",11,2
12,"e_28,27,27,40","28,27","27,40",14,3
13,"e_28,27,25,30","28,27","25,30",6,1
14,"e_28,27,27,17","28,27","27,17",11,1
15,"e_45,17,37,15","45,17","37,15",10,1
16,"e_45,17,48,29","45,17","48,29",15,1
17,"e_45,17,42,23","45,17","42,23",9,1
18,"e_27,40,28,27","27,40","28,27",14,1
19,"e_27,40,32,48","27,40","32,48",13,2
20,"e_27,40,37,44","27,40","37,44",14,2
21,"e_27,40,25,30","27,40","25,30",12,3
22,"e_27,40,38,43","27,40","38,43",14,2
23,"e_12,35,9,37","12,35","9,37",5,1
24,"e_12,35,5,40","12,35","5,40",12,3
25,"e_12,35,14,32","12,35","14,32",5,3
26,"e_32,48,27,40","32,48","27,40",13,2
27,"e_32,48,37,44","32,48","37,44",9,1
28,"e_32,48,38,43","32,48","38,43",11,1
29,"e_19,7,24,6","19,7","24,6",6,3
30,"e_19,7,25,0","19,7","25,0",13,3
31,"e_5,40,9,37","5,40","9,37",7,3
32,"e_5,40,12,35","5,40","12,35",12,1
33,"e_5,40,0,40","5,40","0,40",5,3
34,"e_5,40,5,45","5,40","5,45",5,3
35,"e_34,9,37,15","34,9","37,15",9,3
36,"e_34,9,41,2","34,9","41,2",14,3
37,"e_34,9,37,9","34,9","37,9",3,3
38,"e_34,9,24,6","34,9","24,6",13,1
39,"e_34,9,27,17","34,9","27,17",15,1
40,"e_37,9,37,15","37,9","37,15",6,2
41,"e_37,9,41,2","37,9","41,2",11,2
42,"e_37,9,34,9","37,9","34,9",3,3
43,"e_37,44,27,40","37,44","27,40",14,3
44,"e_37,44,32,48","37,44","32,48",9,1
45,"e_37,44,38,43","37,44","38,43",2,3
46,"e_25,30,28,27","25,30","28,27",6,2
47,"e_25,30,27,40","25,30","27,40",12,1
48,"e_25,30,14,32","25,30","14,32",13,3
49,"e_25,30,27,17","25,30","27,17",15,1
50,"e_48,29,45,17","48,29","45,17",15,2
51,"e_48,29,42,23","48,29","42,23",12,1
52,"e_24,6,19,7","24,6","19,7",6,2
53,"e_24,6,34,9","24,6","34,9",13,1
54,"e_24,6,25,0","24,6","25,0",7,1
55,"e_24,6,27,17","24,6","27,17",14,3
56,"e_15,22,14,32","15,22","14,32",11,1
57,"e_15,22,8,22","15,22","8,22",7,2
58,"e_42,23,37,15","42,23","37,15",13,2
59,"e_42,23,45,17","42,23","45,17",9,1
60,"e_42,23,48,29","42,23","48,29",12,1
61,"e_25,0,19,7","25,0","19,7",13,3
62,"e_25,0,24,6","25,0","24,6",7,2
63,"e_14,32,9,37","14,32","9,37",10,3
64,"e_14,32,12,35","14,32","12,35",5,3
65,"e_14,32,25,30","14,32","25,30",13,1
66,"e_14,32,15,22","14,32","15,22",11,2
67,"e_27,17,37,15","27,17","37,15",12,3
68,"e_27,17,28,27","27,17","28,27",11,2
69,"e_27,17,34,9","27,17","34,9",15,2
70,"e_27,17,25,30","27,17","25,30",15,3
71,"e_27,17,24,6","27,17","24,6",14,2
72,"e_38,43,27,40","38,43","27,40",14,2
73,"e_38,43,32,48","38,43","32,48",11,1
74,"e_38,43,37,44","38,43","37,44",2,1
75,"e_0,40,9,37","0,40","9,37",12,3
76,"e_0,40,5,40","0,40","5,40",5,3
77,"e_0,40,5,45","0,40","5,45",10,3
78,"e_5,45,9,37","5,45","9,37",12,2
79,"e_5,45,5,40","5,45","5,40",5,3
80,"e_5,45,0,40","5,45","0,40",10,1
81,"e_8,22,15,22","8,22","15,22",7,3
82,"e_9,37,45,17","9,37","45,17",56,3
83,"e_37,15,12,35","37,15","12,35",45,3
84,"e_41,2,27,17","41,2","27,17",29,1
85,"e_28,27,14,32","28,27","14,32",19,3
86,"e_45,17,25,30","45,17","25,30",33,3
87,"e_27,40,24,6","27,40","24,6",37,2
88,"e_12,35,28,27","12,35","28,27",24,2
89,"e_32,48,37,9","32,48","37,9",44,2
90,"e_19,7,25,30","19,7","25,30",29,2
91,"e_5,40,42,23","5,40","42,23",54,1
92,"e_34,9,28,27","34,9","28,27",24,1
93,"e_37,9,19,7","37,9","19,7",20,3
94,"e_37,44,41,2","37,44","41,2",46,1
95,"e_25,30,48,29","25,30","48,29",24,2
96,"e_48,29,41,2","48,29","41,2",34,3
97,"e_24,6,37,15","24,6","37,15",22,3
98,"e_15,22,0,40","15,22","0,40",33,1
99,"e_42,23,9,37","42,23","9,37",47,2
100,"e_25,0,14,32","25,0","14,32",43,1
101,"e_14,32,37,44","14,32","37,44",35,2
102,"e_27,17,25,0","27,17","25,0",19,2
103,"e_38,43,5,45","38,43","5,45",35,2
104,"e_0,40,34,9","0,40","34,9",65,2
105,"e_5,45,27,17","5,45","27,17",50,2
106,"e_8,22,12,35","8,22","12,35",17,3
