,id,origin,destination
0,k_0,"10,7","43,1"
1,k_1,"26,22","31,49"
2,k_2,"31,49","24,48"
3,k_3,"30,41","36,43"
4,k_4,"16,10","27,27"
5,k_5,"13,17","24,48"
6,k_6,"24,48","31,49"
7,k_7,"7,43","26,22"
8,k_8,"37,0","33,8"
9,k_9,"47,25","33,8"
10,k_10,"16,10","7,43"
11,k_11,"24,48","30,41"
12,k_12,"33,8","24,48"
13,k_13,"31,49","2,31"
14,k_14,"23,19","48,48"
15,k_15,"26,22","7,43"
16,k_16,"43,1","24,48"
17,k_17,"36,43","23,19"
18,k_18,"37,0","25,42"
19,k_19,"27,27","30,41"
20,k_20,"47,25","36,43"
21,k_21,"24,48","37,0"
22,k_22,"16,10","13,17"
23,k_23,"36,43","1,22"
24,k_24,"7,43","13,17"
25,k_25,"13,17","26,22"
26,k_26,"16,46","24,48"
27,k_27,"2,31","18,7"
28,k_28,"23,19","2,23"
29,k_29,"6,25","27,27"
30,k_30,"25,42","2,23"
31,k_31,"5,44","6,25"
32,k_32,"27,27","10,7"
33,k_33,"47,25","25,42"
34,k_34,"10,7","6,25"
35,k_35,"6,25","16,10"
36,k_36,"43,1","36,43"
37,k_37,"48,48","18,7"
38,k_38,"25,42","6,25"
39,k_39,"33,8","36,43"
40,k_40,"31,49","10,7"
41,k_41,"1,22","13,17"
42,k_42,"1,22","43,1"
43,k_43,"18,7","25,42"
44,k_44,"43,1","1,22"
45,k_45,"43,1","13,17"
46,k_46,"16,46","26,22"
47,k_47,"16,10","23,19"
48,k_48,"2,31","24,48"
49,k_49,"37,0","27,27"
