,id,origin,destination
0,k_0,"33,38","10,12"
1,k_1,"27,47","30,44"
2,k_2,"1,6","27,47"
3,k_3,"33,38","12,40"
4,k_4,"45,44","16,44"
5,k_5,"47,13","10,12"
6,k_6,"47,13","40,2"
7,k_7,"6,12","45,30"
8,k_8,"27,47","4,41"
9,k_9,"49,37","27,47"
10,k_10,"33,38","30,44"
11,k_11,"15,43","47,13"
12,k_12,"5,48","27,47"
13,k_13,"0,12","15,35"
14,k_14,"15,35","8,8"
15,k_15,"10,12","39,12"
16,k_16,"45,44","30,44"
17,k_17,"33,38","15,35"
18,k_18,"45,44","6,12"
19,k_19,"4,41","29,29"
20,k_20,"0,12","5,48"
21,k_21,"33,38","15,35"
22,k_22,"10,12","28,9"
23,k_23,"40,2","49,37"
24,k_24,"30,44","33,38"
25,k_25,"5,48","32,24"
26,k_26,"45,30","47,13"
27,k_27,"1,6","30,44"
28,k_28,"16,44","39,12"
29,k_29,"4,41","30,44"
30,k_30,"26,37","39,12"
31,k_31,"28,9","33,38"
32,k_32,"47,13","12,40"
33,k_33,"10,12","8,8"
34,k_34,"49,37","29,29"
35,k_35,"27,47","44,38"
36,k_36,"6,12","44,38"
37,k_37,"40,2","28,9"
38,k_38,"47,13","27,47"
39,k_39,"4,41","40,2"
40,k_40,"4,41","29,29"
41,k_41,"16,44","15,43"
42,k_42,"4,41","32,24"
43,k_43,"47,13","44,38"
44,k_44,"1,6","27,47"
45,k_45,"45,30","10,12"
46,k_46,"29,29","10,12"
47,k_47,"10,12","8,8"
48,k_48,"4,41","0,12"
49,k_49,"39,12","0,12"
