,id,origin,destination,distance,arc_cap
0,"e_27,9,21,1","27,9","21,1",14,4
1,"e_27,9,29,5","27,9","29,5",6,2
2,"e_27,9,36,8","27,9","36,8",10,3
3,"e_38,28,43,25","38,28","43,25",8,5
4,"e_38,28,42,21","38,28","42,21",11,5
5,"e_38,28,44,29","38,28","44,29",7,5
6,"e_38,28,37,37","38,28","37,37",10,1
7,"e_21,1,27,9","21,1","27,9",14,3
8,"e_21,1,29,5","21,1","29,5",12,4
9,"e_43,0,39,0","43,0","39,0",4,3
10,"e_43,0,36,8","43,0","36,8",15,1
11,"e_43,25,38,28","43,25","38,28",8,5
12,"e_43,25,43,17","43,25","43,17",8,5
13,"e_43,25,42,21","43,25","42,21",5,3
14,"e_43,25,44,29","43,25","44,29",5,1
15,"e_6,11,10,9","6,11","10,9",6,2
16,"e_6,11,4,17","6,11","4,17",8,2
17,"e_43,17,43,25","43,17","43,25",8,1
18,"e_43,17,42,21","43,17","42,21",5,3
19,"e_43,17,44,29","43,17","44,29",13,4
20,"e_43,17,48,14","43,17","48,14",8,4
21,"e_5,30,6,31","5,30","6,31",2,2
22,"e_5,30,9,41","5,30","9,41",15,3
23,"e_5,30,4,17","5,30","4,17",14,5
24,"e_5,30,5,34","5,30","5,34",4,5
25,"e_5,30,2,26","5,30","2,26",7,4
26,"e_5,30,17,31","5,30","17,31",13,4
27,"e_5,30,18,32","5,30","18,32",15,1
28,"e_6,31,5,30","6,31","5,30",2,2
29,"e_6,31,9,41","6,31","9,41",13,4
30,"e_6,31,5,34","6,31","5,34",4,3
31,"e_6,31,2,26","6,31","2,26",9,3
32,"e_6,31,17,31","6,31","17,31",11,4
33,"e_6,31,18,32","6,31","18,32",13,2
34,"e_42,21,38,28","42,21","38,28",11,5
35,"e_42,21,43,25","42,21","43,25",5,5
36,"e_42,21,43,17","42,21","43,17",5,1
37,"e_42,21,44,29","42,21","44,29",10,5
38,"e_42,21,48,14","42,21","48,14",13,4
39,"e_10,9,6,11","10,9","6,11",6,5
40,"e_10,9,4,17","10,9","4,17",14,3
41,"e_10,9,16,18","10,9","16,18",15,1
42,"e_9,41,5,30","9,41","5,30",15,2
43,"e_9,41,6,31","9,41","6,31",13,5
44,"e_9,41,11,44","9,41","11,44",5,2
45,"e_9,41,5,34","9,41","5,34",11,2
46,"e_11,44,9,41","11,44","9,41",5,2
47,"e_44,29,38,28","44,29","38,28",7,3
48,"e_44,29,43,25","44,29","43,25",5,2
49,"e_44,29,43,17","44,29","43,17",13,5
50,"e_44,29,42,21","44,29","42,21",10,1
51,"e_44,29,37,37","44,29","37,37",15,5
52,"e_4,17,6,11","4,17","6,11",8,3
53,"e_4,17,5,30","4,17","5,30",14,4
54,"e_4,17,10,9","4,17","10,9",14,3
55,"e_4,17,16,18","4,17","16,18",13,3
56,"e_4,17,2,26","4,17","2,26",11,4
57,"e_5,34,5,30","5,34","5,30",4,4
58,"e_5,34,6,31","5,34","6,31",4,3
59,"e_5,34,9,41","5,34","9,41",11,3
60,"e_5,34,2,26","5,34","2,26",11,1
61,"e_5,34,17,31","5,34","17,31",15,3
62,"e_5,34,18,32","5,34","18,32",15,1
63,"e_16,18,10,9","16,18","10,9",15,4
64,"e_16,18,4,17","16,18","4,17",13,2
65,"e_16,18,17,31","16,18","17,31",14,2
66,"e_48,14,43,17","48,14","43,17",8,1
67,"e_48,14,42,21","48,14","42,21",13,2
68,"e_2,26,5,30","2,26","5,30",7,2
69,"e_2,26,6,31","2,26","6,31",9,5
70,"e_2,26,4,17","2,26","4,17",11,3
71,"e_2,26,5,34","2,26","5,34",11,1
72,"e_37,37,38,28","37,37","38,28",10,5
73,"e_37,37,44,29","37,37","44,29",15,4
74,"e_39,0,43,0","39,0","43,0",4,2
75,"e_39,0,29,5","39,0","29,5",15,1
76,"e_39,0,36,8","39,0","36,8",11,5
77,"e_29,5,27,9","29,5","27,9",6,4
78,"e_29,5,21,1","29,5","21,1",12,2
79,"e_29,5,39,0","29,5","39,0",15,4
80,"e_29,5,36,8","29,5","36,8",10,5
81,"e_17,31,5,30","17,31","5,30",13,5
82,"e_17,31,6,31","17,31","6,31",11,2
83,"e_17,31,5,34","17,31","5,34",15,4
84,"e_17,31,16,18","17,31","16,18",14,3
85,"e_17,31,18,32","17,31","18,32",2,5
86,"e_18,32,5,30","18,32","5,30",15,4
87,"e_18,32,6,31","18,32","6,31",13,2
88,"e_18,32,5,34","18,32","5,34",15,2
89,"e_18,32,17,31","18,32","17,31",2,4
90,"e_36,8,27,9","36,8","27,9",10,3
91,"e_36,8,43,0","36,8","43,0",15,2
92,"e_36,8,39,0","36,8","39,0",11,3
93,"e_36,8,29,5","36,8","29,5",10,1
94,"e_27,9,10,9","27,9","10,9",17,1
95,"e_27,9,2,26","27,9","2,26",42,5
96,"e_27,9,42,21","27,9","42,21",27,4
97,"e_38,28,36,8","38,28","36,8",22,3
98,"e_38,28,27,9","38,28","27,9",30,3
99,"e_38,28,5,30","38,28","5,30",35,4
100,"e_21,1,17,31","21,1","17,31",34,1
101,"e_21,1,38,28","21,1","38,28",44,1
102,"e_21,1,4,17","21,1","4,17",33,1
103,"e_43,0,21,1","43,0","21,1",23,2
104,"e_43,0,43,25","43,0","43,25",25,2
105,"e_43,0,27,9","43,0","27,9",25,1
106,"e_43,25,36,8","43,25","36,8",24,5
107,"e_43,25,4,17","43,25","4,17",47,5
108,"e_43,25,17,31","43,25","17,31",32,3
109,"e_6,11,6,31","6,11","6,31",20,2
110,"e_6,11,38,28","6,11","38,28",49,1
111,"e_6,11,29,5","6,11","29,5",29,4
112,"e_43,17,43,0","43,17","43,0",17,5
113,"e_43,17,10,9","43,17","10,9",41,2
114,"e_43,17,27,9","43,17","27,9",24,1
115,"e_5,30,43,17","5,30","43,17",51,4
116,"e_5,30,6,11","5,30","6,11",20,4
117,"e_5,30,21,1","5,30","21,1",45,5
118,"e_6,31,42,21","6,31","42,21",46,4
119,"e_6,31,48,14","6,31","48,14",59,3
120,"e_6,31,37,37","6,31","37,37",37,4
121,"e_42,21,2,26","42,21","2,26",45,4
122,"e_42,21,39,0","42,21","39,0",24,3
123,"e_42,21,18,32","42,21","18,32",35,5
124,"e_10,9,27,9","10,9","27,9",17,4
125,"e_10,9,6,31","10,9","6,31",26,3
126,"e_10,9,38,28","10,9","38,28",47,4
127,"e_9,41,4,17","9,41","4,17",29,4
128,"e_9,41,38,28","9,41","38,28",42,5
129,"e_9,41,27,9","9,41","27,9",50,2
130,"e_11,44,27,9","11,44","27,9",51,5
131,"e_11,44,6,31","11,44","6,31",18,3
