,id,origin,destination
0,k_0,"24,33","35,8"
1,k_1,"11,17","40,28"
2,k_2,"39,40","12,18"
3,k_3,"24,33","35,8"
4,k_4,"40,47","18,37"
5,k_5,"12,22","40,28"
6,k_6,"9,1","35,8"
7,k_7,"18,32","40,28"
8,k_8,"18,37","23,37"
9,k_9,"24,20","5,27"
10,k_10,"18,32","38,25"
11,k_11,"38,0","40,47"
12,k_12,"34,31","7,3"
13,k_13,"38,0","33,2"
14,k_14,"9,14","34,31"
15,k_15,"24,20","35,24"
16,k_16,"9,14","40,47"
17,k_17,"38,25","2,49"
18,k_18,"9,1","24,20"
19,k_19,"38,25","7,3"
20,k_20,"2,49","39,40"
21,k_21,"35,24","35,8"
22,k_22,"40,28","12,18"
23,k_23,"18,37","24,33"
24,k_24,"19,25","40,47"
25,k_25,"12,22","33,2"
26,k_26,"39,40","4,31"
27,k_27,"38,0","18,32"
28,k_28,"19,25","39,40"
29,k_29,"7,3","12,22"
30,k_30,"35,8","4,31"
31,k_31,"4,31","40,28"
32,k_32,"35,24","38,0"
33,k_33,"24,20","18,32"
34,k_34,"18,37","43,40"
35,k_35,"35,24","5,27"
36,k_36,"2,49","7,3"
37,k_37,"18,37","18,32"
38,k_38,"38,25","9,1"
39,k_39,"40,47","5,27"
40,k_40,"11,17","9,14"
41,k_41,"12,18","39,40"
42,k_42,"43,40","5,27"
43,k_43,"35,24","40,28"
44,k_44,"38,0","24,33"
45,k_45,"9,14","2,49"
46,k_46,"18,32","18,37"
47,k_47,"40,47","35,8"
48,k_48,"12,18","23,37"
49,k_49,"33,2","39,40"
50,k_50,"40,28","11,17"
51,k_51,"38,0","40,47"
52,k_52,"34,31","43,40"
53,k_53,"35,24","24,33"
54,k_54,"38,25","9,14"
55,k_55,"4,31","9,14"
56,k_56,"33,2","9,14"
57,k_57,"19,25","24,20"
58,k_58,"24,20","9,14"
59,k_59,"12,18","18,37"
60,k_60,"7,3","38,25"
61,k_61,"38,25","18,32"
62,k_62,"33,2","40,47"
63,k_63,"40,28","4,31"
64,k_64,"2,49","19,25"
65,k_65,"23,37","35,8"
66,k_66,"12,22","19,25"
67,k_67,"19,25","24,33"
68,k_68,"24,33","38,0"
69,k_69,"4,31","35,8"
70,k_70,"2,49","5,27"
71,k_71,"40,47","35,24"
72,k_72,"35,24","12,22"
73,k_73,"12,18","38,0"
74,k_74,"39,40","35,8"
75,k_75,"9,1","24,33"
76,k_76,"24,33","23,37"
77,k_77,"39,40","33,2"
78,k_78,"38,0","11,17"
79,k_79,"9,1","18,32"
80,k_80,"18,32","24,20"
81,k_81,"5,27","24,33"
82,k_82,"9,1","2,49"
83,k_83,"33,2","24,20"
84,k_84,"7,3","40,28"
85,k_85,"40,47","2,49"
86,k_86,"43,40","18,37"
87,k_87,"9,14","18,37"
88,k_88,"7,3","12,22"
89,k_89,"24,20","33,2"
90,k_90,"38,25","40,47"
91,k_91,"43,40","11,17"
92,k_92,"19,25","23,37"
93,k_93,"24,33","35,24"
94,k_94,"35,24","18,37"
95,k_95,"9,14","24,33"
96,k_96,"18,37","35,8"
97,k_97,"38,0","43,40"
98,k_98,"4,31","9,1"
99,k_99,"35,24","4,31"
100,k_100,"38,0","24,33"
101,k_101,"2,49","5,27"
102,k_102,"2,49","35,24"
103,k_103,"39,40","12,18"
104,k_104,"9,1","7,3"
105,k_105,"5,27","24,20"
106,k_106,"9,1","4,31"
107,k_107,"35,24","12,18"
108,k_108,"18,37","38,25"
109,k_109,"9,1","33,2"
110,k_110,"11,17","35,8"
111,k_111,"19,25","35,24"
112,k_112,"19,25","11,17"
113,k_113,"18,32","40,47"
114,k_114,"38,0","19,25"
115,k_115,"18,32","40,28"
116,k_116,"9,1","18,37"
117,k_117,"23,37","24,33"
118,k_118,"19,25","2,49"
119,k_119,"18,37","33,2"
120,k_120,"2,49","34,31"
121,k_121,"2,49","9,14"
122,k_122,"11,17","38,25"
123,k_123,"18,32","24,33"
124,k_124,"39,40","11,17"
125,k_125,"35,8","9,1"
126,k_126,"24,20","43,40"
127,k_127,"2,49","4,31"
128,k_128,"12,18","18,37"
129,k_129,"23,37","18,32"
130,k_130,"18,37","11,17"
131,k_131,"38,25","24,33"
132,k_132,"9,1","11,17"
133,k_133,"35,8","11,17"
134,k_134,"40,28","19,25"
135,k_135,"4,31","11,17"
136,k_136,"11,17","5,27"
137,k_137,"24,33","7,3"
138,k_138,"4,31","24,33"
139,k_139,"24,33","40,47"
140,k_140,"2,49","4,31"
141,k_141,"23,37","2,49"
142,k_142,"35,24","9,1"
143,k_143,"33,2","24,33"
144,k_144,"35,8","4,31"
145,k_145,"9,1","19,25"
146,k_146,"12,18","24,20"
147,k_147,"35,8","4,31"
148,k_148,"12,18","2,49"
149,k_149,"4,31","38,0"
