,id,origin,destination,distance,arc_cap
0,"e_46,7,43,9","46,7","43,9",5,10
1,"e_29,48,34,49","29,48","34,49",6,8
2,"e_29,48,21,45","29,48","21,45",11,7
3,"e_29,48,31,43","29,48","31,43",7,7
4,"e_29,48,28,45","29,48","28,45",4,2
5,"e_46,48,34,49","46,48","34,49",13,7
6,"e_46,48,42,39","46,48","42,39",13,4
7,"e_46,48,45,34","46,48","45,34",15,1
8,"e_47,24,43,22","47,24","43,22",6,6
9,"e_47,24,45,34","47,24","45,34",12,9
10,"e_34,49,29,48","34,49","29,48",6,4
11,"e_34,49,46,48","34,49","46,48",13,6
12,"e_34,49,31,43","34,49","31,43",9,4
13,"e_34,49,28,45","34,49","28,45",10,2
14,"e_21,45,29,48","21,45","29,48",11,5
15,"e_21,45,31,43","21,45","31,43",12,1
16,"e_21,45,22,36","21,45","22,36",10,6
17,"e_21,45,28,45","21,45","28,45",7,6
18,"e_42,39,46,48","42,39","46,48",13,7
19,"e_42,39,31,43","42,39","31,43",15,10
20,"e_42,39,45,34","42,39","45,34",8,4
21,"e_8,34,7,20","8,34","7,20",15,3
22,"e_8,34,5,28","8,34","5,28",9,9
23,"e_33,15,29,10","33,15","29,10",9,9
24,"e_33,15,34,28","33,15","34,28",14,2
25,"e_33,15,33,1","33,15","33,1",14,10
26,"e_31,43,29,48","31,43","29,48",7,4
27,"e_31,43,34,49","31,43","34,49",9,4
28,"e_31,43,21,45","31,43","21,45",12,2
29,"e_31,43,42,39","31,43","42,39",15,1
30,"e_31,43,28,45","31,43","28,45",5,5
31,"e_22,36,21,45","22,36","21,45",10,5
32,"e_22,36,27,27","22,36","27,27",14,8
33,"e_22,36,28,45","22,36","28,45",15,10
34,"e_27,27,22,36","27,27","22,36",14,7
35,"e_27,27,15,25","27,27","15,25",14,2
36,"e_27,27,30,28","27,27","30,28",4,5
37,"e_27,27,34,28","27,27","34,28",8,10
38,"e_15,25,27,27","15,25","27,27",14,8
39,"e_15,25,7,20","15,25","7,20",13,10
40,"e_15,25,5,28","15,25","5,28",13,5
41,"e_29,10,33,15","29,10","33,15",9,6
42,"e_29,10,24,8","29,10","24,8",7,9
43,"e_29,10,33,1","29,10","33,1",13,9
44,"e_29,10,43,9","29,10","43,9",15,4
45,"e_7,20,8,34","7,20","8,34",15,1
46,"e_7,20,15,25","7,20","15,25",13,6
47,"e_7,20,2,15","7,20","2,15",10,4
48,"e_7,20,5,28","7,20","5,28",10,7
49,"e_30,28,27,27","30,28","27,27",4,9
50,"e_30,28,34,28","30,28","34,28",4,1
51,"e_2,15,7,20","2,15","7,20",10,2
52,"e_28,45,29,48","28,45","29,48",4,9
53,"e_28,45,34,49","28,45","34,49",10,9
54,"e_28,45,21,45","28,45","21,45",7,7
55,"e_28,45,31,43","28,45","31,43",5,1
56,"e_28,45,22,36","28,45","22,36",15,6
57,"e_34,28,33,15","34,28","33,15",14,2
58,"e_34,28,27,27","34,28","27,27",8,4
59,"e_34,28,30,28","34,28","30,28",4,6
60,"e_34,28,43,22","34,28","43,22",15,3
61,"e_5,28,8,34","5,28","8,34",9,8
62,"e_5,28,15,25","5,28","15,25",13,8
63,"e_5,28,7,20","5,28","7,20",10,4
64,"e_24,8,29,10","24,8","29,10",7,2
65,"e_43,22,47,24","43,22","47,24",6,5
66,"e_43,22,34,28","43,22","34,28",15,7
67,"e_43,22,43,9","43,22","43,9",13,5
68,"e_43,22,45,34","43,22","45,34",14,9
69,"e_33,1,33,15","33,1","33,15",14,6
70,"e_33,1,29,10","33,1","29,10",13,5
71,"e_43,9,46,7","43,9","46,7",5,6
72,"e_43,9,29,10","43,9","29,10",15,1
73,"e_43,9,43,22","43,9","43,22",13,2
74,"e_45,34,46,48","45,34","46,48",15,2
75,"e_45,34,47,24","45,34","47,24",12,9
76,"e_45,34,42,39","45,34","42,39",8,1
77,"e_45,34,43,22","45,34","43,22",14,10
78,"e_46,7,46,48","46,7","46,48",41,3
79,"e_29,48,42,39","29,48","42,39",22,7
80,"e_46,48,31,43","46,48","31,43",20,2
81,"e_47,24,5,28","47,24","5,28",46,8
82,"e_34,49,7,20","34,49","7,20",56,4
83,"e_21,45,42,39","21,45","42,39",27,3
84,"e_42,39,27,27","42,39","27,27",27,5
85,"e_8,34,46,48","8,34","46,48",52,3
86,"e_33,15,31,43","33,15","31,43",30,6
87,"e_31,43,34,28","31,43","34,28",18,5
88,"e_22,36,46,7","22,36","46,7",53,7
89,"e_27,27,33,1","27,27","33,1",32,3
90,"e_15,25,43,9","15,25","43,9",44,5
91,"e_29,10,5,28","29,10","5,28",42,1
92,"e_7,20,46,7","7,20","46,7",52,8
93,"e_30,28,22,36","30,28","22,36",16,2
94,"e_2,15,42,39","2,15","42,39",64,3
95,"e_28,45,8,34","28,45","8,34",31,2
96,"e_34,28,34,49","34,28","34,49",21,7
97,"e_5,28,28,45","5,28","28,45",40,9
98,"e_24,8,22,36","24,8","22,36",30,7
99,"e_43,22,46,7","43,22","46,7",18,4
100,"e_33,1,7,20","33,1","7,20",45,9
101,"e_43,9,45,34","43,9","45,34",27,9
102,"e_45,34,22,36","45,34","22,36",25,5
