,id,origin,destination,distance,arc_cap
0,"e_17,2,19,4","17,2","19,4",4,10
1,"e_17,2,14,4","17,2","14,4",5,7
2,"e_17,2,15,8","17,2","15,8",8,12
3,"e_34,0,43,4","34,0","43,4",13,4
4,"e_47,43,47,31","47,43","47,31",12,12
5,"e_47,43,36,46","47,43","36,46",14,5
6,"e_47,43,46,47","47,43","46,47",5,2
7,"e_40,28,47,31","40,28","47,31",10,9
8,"e_25,11,29,17","25,11","29,17",10,12
9,"e_25,11,19,4","25,11","19,4",13,5
10,"e_25,11,15,8","25,11","15,8",13,8
11,"e_25,11,29,14","25,11","29,14",7,3
12,"e_29,17,25,11","29,17","25,11",10,5
13,"e_29,17,29,14","29,17","29,14",3,8
14,"e_43,4,34,0","43,4","34,0",13,13
15,"e_43,4,46,11","43,4","46,11",10,2
16,"e_8,12,14,4","8,12","14,4",14,12
17,"e_8,12,10,25","8,12","10,25",15,9
18,"e_8,12,15,8","8,12","15,8",11,6
19,"e_9,46,17,48","9,46","17,48",10,4
20,"e_9,46,5,45","9,46","5,45",5,7
21,"e_9,46,6,38","9,46","6,38",11,11
22,"e_19,4,17,2","19,4","17,2",4,15
23,"e_19,4,25,11","19,4","25,11",13,12
24,"e_19,4,14,4","19,4","14,4",5,1
25,"e_19,4,15,8","19,4","15,8",8,15
26,"e_14,4,17,2","14,4","17,2",5,7
27,"e_14,4,8,12","14,4","8,12",14,10
28,"e_14,4,19,4","14,4","19,4",5,6
29,"e_14,4,15,8","14,4","15,8",5,14
30,"e_47,31,47,43","47,31","47,43",12,3
31,"e_47,31,40,28","47,31","40,28",10,9
32,"e_17,48,9,46","17,48","9,46",10,2
33,"e_17,48,5,45","17,48","5,45",15,6
34,"e_5,45,9,46","5,45","9,46",5,11
35,"e_5,45,17,48","5,45","17,48",15,7
36,"e_5,45,6,38","5,45","6,38",8,10
37,"e_36,46,47,43","36,46","47,43",14,11
38,"e_36,46,33,46","36,46","33,46",3,5
39,"e_36,46,32,49","36,46","32,49",7,11
40,"e_36,46,46,47","36,46","46,47",11,14
41,"e_36,46,32,45","36,46","32,45",5,6
42,"e_33,46,36,46","33,46","36,46",3,12
43,"e_33,46,32,49","33,46","32,49",4,2
44,"e_33,46,46,47","33,46","46,47",14,1
45,"e_33,46,32,45","33,46","32,45",2,3
46,"e_10,25,8,12","10,25","8,12",15,2
47,"e_6,38,9,46","6,38","9,46",11,9
48,"e_6,38,5,45","6,38","5,45",8,4
49,"e_32,49,36,46","32,49","36,46",7,12
50,"e_32,49,33,46","32,49","33,46",4,10
51,"e_32,49,32,45","32,49","32,45",4,5
52,"e_46,47,47,43","46,47","47,43",5,11
53,"e_46,47,36,46","46,47","36,46",11,7
54,"e_46,47,33,46","46,47","33,46",14,9
55,"e_46,11,43,4","46,11","43,4",10,11
56,"e_15,8,17,2","15,8","17,2",8,5
57,"e_15,8,25,11","15,8","25,11",13,10
58,"e_15,8,8,12","15,8","8,12",11,2
59,"e_15,8,19,4","15,8","19,4",8,13
60,"e_15,8,14,4","15,8","14,4",5,7
61,"e_29,14,25,11","29,14","25,11",7,11
62,"e_29,14,29,17","29,14","29,17",3,9
63,"e_32,45,36,46","32,45","36,46",5,12
64,"e_32,45,33,46","32,45","33,46",2,5
65,"e_32,45,32,49","32,45","32,49",4,12
66,"e_17,2,43,4","17,2","43,4",28,3
67,"e_17,2,17,48","17,2","17,48",46,15
68,"e_17,2,9,46","17,2","9,46",52,9
69,"e_25,30,29,17","25,30","29,17",17,13
70,"e_25,30,46,47","25,30","46,47",38,1
71,"e_25,30,46,11","25,30","46,11",40,13
72,"e_34,0,15,8","34,0","15,8",27,10
73,"e_34,0,25,11","34,0","25,11",20,8
74,"e_34,0,17,48","34,0","17,48",65,2
75,"e_47,43,14,4","47,43","14,4",72,4
76,"e_47,43,17,2","47,43","17,2",71,13
77,"e_47,43,10,25","47,43","10,25",55,9
78,"e_40,28,15,8","40,28","15,8",45,10
79,"e_40,28,29,14","40,28","29,14",25,14
80,"e_40,28,32,49","40,28","32,49",29,8
81,"e_25,11,33,46","25,11","33,46",43,14
82,"e_25,11,36,46","25,11","36,46",46,11
83,"e_25,11,9,46","25,11","9,46",51,14
84,"e_29,17,47,43","29,17","47,43",44,12
85,"e_29,17,43,4","29,17","43,4",27,4
86,"e_29,17,25,30","29,17","25,30",17,10
87,"e_43,4,46,47","43,4","46,47",46,2
88,"e_43,4,29,17","43,4","29,17",27,1
89,"e_43,4,47,31","43,4","47,31",31,2
90,"e_8,12,36,46","8,12","36,46",62,7
91,"e_8,12,33,46","8,12","33,46",59,12
92,"e_8,12,47,31","8,12","47,31",58,11
93,"e_9,46,36,46","9,46","36,46",27,4
94,"e_9,46,40,28","9,46","40,28",49,13
95,"e_9,46,10,25","9,46","10,25",22,13
96,"e_19,4,25,30","19,4","25,30",32,9
97,"e_19,4,29,17","19,4","29,17",23,14
98,"e_19,4,6,38","19,4","6,38",47,3
99,"e_14,4,46,47","14,4","46,47",75,4
100,"e_14,4,17,48","14,4","17,48",47,9
101,"e_14,4,47,43","14,4","47,43",72,6
102,"e_47,31,25,11","47,31","25,11",42,6
103,"e_47,31,17,48","47,31","17,48",47,5
104,"e_47,31,25,30","47,31","25,30",23,13
105,"e_17,48,46,47","17,48","46,47",30,3
106,"e_17,48,29,17","17,48","29,17",43,13
107,"e_17,48,29,14","17,48","29,14",46,14
108,"e_5,45,36,46","5,45","36,46",32,6
109,"e_5,45,43,4","5,45","43,4",79,10
110,"e_5,45,29,17","5,45","29,17",52,15
111,"e_36,46,29,17","36,46","29,17",36,6
112,"e_36,46,15,8","36,46","15,8",59,6
113,"e_36,46,47,31","36,46","47,31",26,11
114,"e_33,46,15,8","33,46","15,8",56,5
115,"e_33,46,29,14","33,46","29,14",36,3
116,"e_33,46,5,45","33,46","5,45",29,7
117,"e_10,25,9,46","10,25","9,46",22,7
118,"e_10,25,29,17","10,25","29,17",27,14
119,"e_10,25,6,38","10,25","6,38",17,3
120,"e_6,38,46,47","6,38","46,47",49,5
121,"e_6,38,43,4","6,38","43,4",71,1
122,"e_6,38,25,11","6,38","25,11",46,13
123,"e_32,49,15,8","32,49","15,8",58,8
124,"e_32,49,46,47","32,49","46,47",16,1
125,"e_32,49,25,11","32,49","25,11",45,14
126,"e_46,47,32,49","46,47","32,49",16,11
127,"e_46,47,15,8","46,47","15,8",70,5
128,"e_46,47,5,45","46,47","5,45",43,8
129,"e_46,11,14,4","46,11","14,4",39,13
130,"e_46,11,6,38","46,11","6,38",67,15
131,"e_46,11,47,43","46,11","47,43",33,10
132,"e_15,8,10,25","15,8","10,25",22,3
133,"e_15,8,34,0","15,8","34,0",27,14
134,"e_15,8,17,48","15,8","17,48",42,5
135,"e_29,14,32,45","29,14","32,45",34,13
136,"e_29,14,17,2","29,14","17,2",24,5
137,"e_29,14,19,4","29,14","19,4",20,15
138,"e_32,45,46,47","32,45","46,47",16,3
139,"e_32,45,29,17","32,45","29,17",31,12
140,"e_32,45,19,4","32,45","19,4",54,2
