,id,origin,destination
0,k_0,"44,48","28,8"
1,k_1,"6,4","21,20"
2,k_2,"48,46","41,32"
3,k_3,"3,7","33,14"
4,k_4,"3,22","16,23"
5,k_5,"36,16","33,14"
6,k_6,"36,16","14,4"
7,k_7,"6,30","36,16"
8,k_8,"47,30","16,23"
9,k_9,"48,46","37,21"
10,k_10,"2,48","3,7"
11,k_11,"6,4","42,28"
12,k_12,"21,3","48,2"
13,k_13,"16,23","48,46"
14,k_14,"40,30","41,32"
15,k_15,"37,21","36,16"
16,k_16,"6,8","44,48"
17,k_17,"21,3","3,7"
18,k_18,"36,16","28,8"
19,k_19,"37,21","21,20"
20,k_20,"37,21","47,30"
21,k_21,"28,8","42,28"
22,k_22,"9,24","41,32"
23,k_23,"41,32","48,2"
24,k_24,"6,4","21,3"
25,k_25,"16,23","2,48"
26,k_26,"44,48","41,32"
27,k_27,"21,20","44,48"
28,k_28,"21,20","44,48"
29,k_29,"41,18","6,8"
30,k_30,"46,35","40,41"
31,k_31,"6,8","37,21"
32,k_32,"3,7","46,35"
33,k_33,"21,3","14,4"
34,k_34,"40,41","42,28"
35,k_35,"40,30","37,21"
36,k_36,"40,30","3,22"
37,k_37,"40,41","28,8"
38,k_38,"41,18","44,48"
39,k_39,"16,23","41,18"
40,k_40,"33,14","41,32"
41,k_41,"2,48","3,22"
42,k_42,"41,32","21,20"
43,k_43,"33,14","3,22"
44,k_44,"41,18","48,46"
45,k_45,"14,4","42,28"
46,k_46,"6,4","9,24"
47,k_47,"42,28","41,32"
48,k_48,"37,21","28,8"
49,k_49,"33,14","6,30"
50,k_50,"6,4","48,2"
51,k_51,"6,30","6,8"
52,k_52,"21,20","28,8"
53,k_53,"47,30","28,8"
54,k_54,"21,3","42,28"
55,k_55,"47,30","41,32"
56,k_56,"33,14","47,30"
57,k_57,"42,28","40,41"
58,k_58,"16,23","44,48"
59,k_59,"6,4","6,8"
60,k_60,"44,48","6,8"
61,k_61,"44,48","3,7"
62,k_62,"42,28","9,24"
63,k_63,"44,48","48,46"
64,k_64,"16,23","47,30"
65,k_65,"40,41","33,14"
66,k_66,"47,30","21,20"
67,k_67,"6,4","44,48"
68,k_68,"2,48","40,30"
69,k_69,"9,24","6,30"
70,k_70,"14,4","28,8"
71,k_71,"48,2","6,8"
72,k_72,"41,18","47,30"
73,k_73,"9,24","2,48"
74,k_74,"47,30","37,21"
75,k_75,"33,14","41,18"
76,k_76,"3,7","48,2"
77,k_77,"9,24","48,2"
78,k_78,"41,32","9,24"
79,k_79,"42,28","36,16"
80,k_80,"41,18","48,2"
81,k_81,"6,8","40,41"
82,k_82,"48,2","37,21"
83,k_83,"48,2","6,4"
84,k_84,"28,8","41,32"
85,k_85,"47,30","6,8"
86,k_86,"21,20","36,16"
87,k_87,"42,28","16,23"
88,k_88,"44,48","48,46"
89,k_89,"41,18","48,46"
90,k_90,"3,22","14,4"
91,k_91,"47,30","21,3"
92,k_92,"36,16","3,22"
93,k_93,"33,14","3,22"
94,k_94,"21,20","40,41"
95,k_95,"48,46","46,35"
96,k_96,"3,22","21,3"
97,k_97,"36,16","6,8"
98,k_98,"6,30","44,48"
99,k_99,"41,32","16,23"
