,id,origin,destination
0,k_0,"17,31","27,9"
1,k_1,"43,17","18,32"
2,k_2,"9,41","39,0"
3,k_3,"43,0","38,28"
4,k_4,"44,29","2,26"
5,k_5,"43,17","6,11"
6,k_6,"6,31","4,17"
7,k_7,"43,0","29,5"
8,k_8,"11,44","2,26"
9,k_9,"36,8","10,9"
10,k_10,"44,29","5,34"
11,k_11,"18,32","6,31"
12,k_12,"17,31","21,1"
13,k_13,"27,9","5,30"
14,k_14,"36,8","43,17"
15,k_15,"29,5","43,25"
16,k_16,"42,21","17,31"
17,k_17,"9,41","29,5"
18,k_18,"27,9","16,18"
19,k_19,"5,30","21,1"
20,k_20,"6,11","39,0"
21,k_21,"39,0","17,31"
22,k_22,"42,21","5,30"
23,k_23,"6,11","37,37"
24,k_24,"5,30","16,18"
25,k_25,"37,37","48,14"
26,k_26,"5,30","36,8"
27,k_27,"6,31","6,11"
28,k_28,"16,18","42,21"
29,k_29,"43,25","5,30"
30,k_30,"16,18","21,1"
31,k_31,"5,30","43,17"
32,k_32,"21,1","43,25"
33,k_33,"27,9","5,34"
34,k_34,"17,31","43,17"
35,k_35,"39,0","16,18"
36,k_36,"43,17","43,0"
37,k_37,"29,5","5,30"
38,k_38,"48,14","5,34"
39,k_39,"17,31","27,9"
40,k_40,"39,0","5,30"
41,k_41,"38,28","36,8"
42,k_42,"39,0","21,1"
43,k_43,"16,18","27,9"
44,k_44,"16,18","10,9"
45,k_45,"18,32","29,5"
46,k_46,"9,41","11,44"
47,k_47,"44,29","39,0"
48,k_48,"21,1","6,11"
49,k_49,"6,11","16,18"
