,id,origin,destination
0,k_0,"38,14","20,4"
1,k_1,"20,10","31,23"
2,k_2,"39,43","12,45"
3,k_3,"39,45","16,31"
4,k_4,"2,0","33,28"
5,k_5,"38,14","41,26"
6,k_6,"12,45","5,42"
7,k_7,"45,3","25,37"
8,k_8,"20,4","11,25"
9,k_9,"5,43","39,25"
10,k_10,"38,14","10,33"
11,k_11,"31,16","36,43"
12,k_12,"20,4","36,43"
13,k_13,"39,43","39,25"
14,k_14,"18,9","27,38"
15,k_15,"17,15","45,3"
16,k_16,"36,43","39,45"
17,k_17,"31,16","22,30"
18,k_18,"39,43","17,15"
19,k_19,"17,15","5,42"
20,k_20,"39,43","20,10"
21,k_21,"38,40","5,43"
22,k_22,"22,30","38,14"
23,k_23,"31,16","20,10"
24,k_24,"20,10","38,14"
25,k_25,"22,30","33,28"
26,k_26,"22,30","36,43"
27,k_27,"11,25","22,30"
28,k_28,"36,43","38,40"
29,k_29,"25,37","41,26"
30,k_30,"5,43","33,28"
31,k_31,"31,16","20,4"
32,k_32,"17,15","11,25"
33,k_33,"36,43","31,23"
34,k_34,"38,40","31,23"
35,k_35,"31,23","20,10"
36,k_36,"5,42","2,0"
37,k_37,"38,40","20,10"
38,k_38,"39,45","11,25"
39,k_39,"39,43","5,43"
40,k_40,"2,0","5,42"
41,k_41,"25,37","31,16"
42,k_42,"41,26","11,25"
43,k_43,"31,23","31,16"
44,k_44,"12,45","11,25"
45,k_45,"2,0","10,33"
46,k_46,"17,15","2,0"
47,k_47,"22,30","10,33"
48,k_48,"18,9","22,30"
49,k_49,"31,16","45,3"
50,k_50,"25,37","22,30"
51,k_51,"11,25","38,40"
52,k_52,"25,37","22,30"
53,k_53,"45,3","5,43"
54,k_54,"38,40","31,23"
55,k_55,"11,25","31,16"
56,k_56,"31,16","22,30"
57,k_57,"38,14","25,37"
58,k_58,"11,25","33,28"
59,k_59,"39,45","31,16"
60,k_60,"16,31","20,10"
61,k_61,"25,37","17,15"
62,k_62,"12,45","36,43"
63,k_63,"16,31","20,10"
64,k_64,"25,37","17,15"
65,k_65,"38,14","38,40"
66,k_66,"33,28","31,23"
67,k_67,"27,38","39,25"
68,k_68,"11,25","2,0"
69,k_69,"38,14","39,43"
70,k_70,"10,33","20,4"
71,k_71,"41,26","31,16"
72,k_72,"31,23","39,43"
73,k_73,"5,43","25,37"
74,k_74,"38,40","11,25"
75,k_75,"27,38","18,9"
76,k_76,"39,45","33,28"
77,k_77,"31,16","38,40"
78,k_78,"11,25","16,31"
79,k_79,"5,42","11,25"
80,k_80,"5,42","31,23"
81,k_81,"31,23","39,43"
82,k_82,"33,28","31,23"
83,k_83,"38,14","10,33"
84,k_84,"45,3","5,43"
85,k_85,"12,45","41,26"
86,k_86,"5,42","11,25"
87,k_87,"18,9","31,23"
88,k_88,"31,16","22,30"
89,k_89,"39,43","38,14"
90,k_90,"31,23","5,43"
91,k_91,"20,4","33,28"
92,k_92,"36,43","39,45"
93,k_93,"31,23","36,43"
94,k_94,"17,15","12,45"
95,k_95,"45,3","22,30"
96,k_96,"17,15","36,43"
97,k_97,"31,23","20,10"
98,k_98,"25,37","45,3"
99,k_99,"10,33","17,15"
100,k_100,"45,3","18,9"
101,k_101,"22,30","12,45"
102,k_102,"20,10","39,25"
103,k_103,"38,14","31,16"
104,k_104,"5,43","2,0"
105,k_105,"25,37","5,42"
106,k_106,"25,37","5,42"
107,k_107,"20,4","27,38"
108,k_108,"41,26","25,37"
109,k_109,"2,0","31,16"
110,k_110,"31,23","39,43"
111,k_111,"39,43","38,40"
112,k_112,"33,28","22,30"
113,k_113,"10,33","31,16"
114,k_114,"11,25","25,37"
115,k_115,"20,4","12,45"
116,k_116,"36,43","45,3"
117,k_117,"31,23","10,33"
118,k_118,"39,43","25,37"
119,k_119,"39,25","18,9"
120,k_120,"39,25","5,42"
121,k_121,"33,28","20,4"
122,k_122,"20,10","38,40"
123,k_123,"10,33","39,43"
124,k_124,"22,30","36,43"
125,k_125,"20,10","36,43"
126,k_126,"31,16","10,33"
127,k_127,"12,45","25,37"
128,k_128,"17,15","27,38"
129,k_129,"45,3","39,45"
130,k_130,"39,45","17,15"
131,k_131,"41,26","27,38"
132,k_132,"10,33","20,10"
133,k_133,"16,31","20,4"
134,k_134,"10,33","18,9"
135,k_135,"20,10","31,23"
136,k_136,"33,28","11,25"
137,k_137,"41,26","12,45"
138,k_138,"22,30","27,38"
139,k_139,"20,10","36,43"
140,k_140,"39,43","12,45"
141,k_141,"18,9","27,38"
142,k_142,"12,45","31,16"
143,k_143,"20,4","31,16"
144,k_144,"41,26","39,43"
145,k_145,"2,0","22,30"
146,k_146,"45,3","36,43"
147,k_147,"20,4","18,9"
148,k_148,"27,38","41,26"
149,k_149,"31,16","16,31"
