,id,origin,destination
0,k_0,"38,5","48,33"
1,k_1,"36,49","12,18"
2,k_2,"12,18","47,0"
3,k_3,"33,29","43,26"
4,k_4,"48,17","46,9"
5,k_5,"27,23","26,15"
6,k_6,"7,26","48,17"
7,k_7,"48,33","27,23"
8,k_8,"7,26","43,26"
9,k_9,"35,29","48,45"
10,k_10,"7,26","21,2"
11,k_11,"46,9","7,26"
12,k_12,"48,45","46,9"
13,k_13,"17,46","43,26"
14,k_14,"35,29","12,22"
15,k_15,"7,26","34,5"
16,k_16,"12,22","17,46"
17,k_17,"12,18","6,29"
18,k_18,"47,0","48,45"
19,k_19,"12,22","43,26"
20,k_20,"48,45","17,46"
21,k_21,"35,29","27,23"
22,k_22,"48,33","7,26"
23,k_23,"6,29","34,5"
24,k_24,"17,46","28,3"
25,k_25,"7,26","39,36"
26,k_26,"36,49","12,22"
27,k_27,"34,5","48,33"
28,k_28,"47,0","23,35"
29,k_29,"36,49","35,29"
30,k_30,"48,17","34,5"
31,k_31,"36,49","21,2"
32,k_32,"38,5","39,36"
33,k_33,"12,22","48,17"
34,k_34,"28,46","43,26"
35,k_35,"39,36","6,29"
36,k_36,"28,46","36,49"
37,k_37,"12,18","48,33"
38,k_38,"39,36","12,18"
39,k_39,"48,33","18,0"
40,k_40,"17,46","27,23"
41,k_41,"28,46","27,23"
42,k_42,"48,33","28,46"
43,k_43,"22,42","36,49"
44,k_44,"48,45","21,2"
45,k_45,"22,42","34,5"
46,k_46,"12,22","38,5"
47,k_47,"17,46","47,0"
48,k_48,"12,22","39,36"
49,k_49,"22,42","48,17"
50,k_50,"43,26","38,5"
51,k_51,"36,49","23,35"
52,k_52,"26,15","12,22"
53,k_53,"48,17","12,18"
54,k_54,"34,5","12,18"
55,k_55,"47,0","22,42"
56,k_56,"35,29","21,2"
57,k_57,"33,29","48,45"
58,k_58,"12,18","21,2"
59,k_59,"46,9","6,29"
60,k_60,"34,5","26,15"
61,k_61,"26,15","34,5"
62,k_62,"17,46","38,5"
63,k_63,"18,0","48,33"
64,k_64,"36,49","12,22"
65,k_65,"43,26","38,5"
66,k_66,"43,26","46,9"
67,k_67,"35,29","39,36"
68,k_68,"48,33","38,5"
69,k_69,"17,46","38,5"
70,k_70,"48,17","48,45"
71,k_71,"47,0","48,33"
72,k_72,"43,26","39,36"
73,k_73,"35,29","12,22"
74,k_74,"35,29","39,36"
75,k_75,"12,22","47,0"
76,k_76,"17,46","28,3"
77,k_77,"22,42","28,3"
78,k_78,"36,49","46,9"
79,k_79,"12,18","36,49"
80,k_80,"34,5","17,46"
81,k_81,"48,17","23,35"
82,k_82,"27,23","28,3"
83,k_83,"46,9","48,17"
84,k_84,"48,45","26,15"
85,k_85,"22,42","34,5"
86,k_86,"12,18","27,23"
87,k_87,"18,0","47,0"
88,k_88,"47,0","33,29"
89,k_89,"6,29","7,26"
90,k_90,"23,35","28,46"
91,k_91,"21,2","39,36"
92,k_92,"39,36","47,0"
93,k_93,"47,0","36,49"
94,k_94,"6,29","34,5"
95,k_95,"17,46","22,42"
96,k_96,"6,29","34,5"
97,k_97,"48,17","12,18"
98,k_98,"22,42","43,26"
99,k_99,"18,0","17,46"
