,id,origin,destination,distance,arc_cap
0,"e_38,39,37,38","38,39","37,38",2,9
1,"e_38,39,34,43","38,39","34,43",8,2
2,"e_27,18,34,15","27,18","34,15",10,15
3,"e_27,18,21,22","27,18","21,22",10,7
4,"e_27,18,31,17","27,18","31,17",5,14
5,"e_32,47,31,49","32,47","31,49",3,14
6,"e_32,47,34,43","32,47","34,43",6,11
7,"e_14,35,14,32","14,35","14,32",3,5
8,"e_14,35,17,27","14,35","17,27",11,8
9,"e_14,35,22,37","14,35","22,37",10,8
10,"e_13,23,14,32","13,23","14,32",10,15
11,"e_13,23,17,27","13,23","17,27",8,8
12,"e_13,23,19,24","13,23","19,24",7,5
13,"e_13,23,21,22","13,23","21,22",9,13
14,"e_13,23,12,16","13,23","12,16",8,12
15,"e_13,23,17,16","13,23","17,16",11,1
16,"e_31,49,32,47","31,49","32,47",3,7
17,"e_31,49,34,43","31,49","34,43",9,9
18,"e_14,32,14,35","14,32","14,35",3,5
19,"e_14,32,13,23","14,32","13,23",10,3
20,"e_14,32,17,27","14,32","17,27",8,12
21,"e_17,27,14,35","17,27","14,35",11,4
22,"e_17,27,13,23","17,27","13,23",8,15
23,"e_17,27,14,32","17,27","14,32",8,1
24,"e_17,27,19,24","17,27","19,24",5,3
25,"e_17,27,21,22","17,27","21,22",9,9
26,"e_17,27,17,16","17,27","17,16",11,7
27,"e_19,24,13,23","19,24","13,23",7,3
28,"e_19,24,17,27","19,24","17,27",5,4
29,"e_19,24,21,22","19,24","21,22",4,3
30,"e_19,24,17,16","19,24","17,16",10,1
31,"e_22,37,14,35","22,37","14,35",10,15
32,"e_39,17,34,15","39,17","34,15",7,10
33,"e_39,17,39,12","39,17","39,12",5,3
34,"e_39,17,39,27","39,17","39,27",10,11
35,"e_39,17,31,17","39,17","31,17",8,2
36,"e_19,11,17,16","19,11","17,16",7,13
37,"e_34,15,27,18","34,15","27,18",10,7
38,"e_34,15,39,17","34,15","39,17",7,4
39,"e_34,15,39,12","34,15","39,12",8,4
40,"e_34,15,31,17","34,15","31,17",5,1
41,"e_37,38,38,39","37,38","38,39",2,3
42,"e_37,38,34,43","37,38","34,43",8,4
43,"e_39,12,39,17","39,12","39,17",5,2
44,"e_39,12,34,15","39,12","34,15",8,11
45,"e_39,27,39,17","39,27","39,17",10,10
46,"e_21,22,27,18","21,22","27,18",10,10
47,"e_21,22,13,23","21,22","13,23",9,3
48,"e_21,22,17,27","21,22","17,27",9,3
49,"e_21,22,19,24","21,22","19,24",4,10
50,"e_21,22,17,16","21,22","17,16",10,7
51,"e_34,43,38,39","34,43","38,39",8,13
52,"e_34,43,32,47","34,43","32,47",6,6
53,"e_34,43,31,49","34,43","31,49",9,11
54,"e_34,43,37,38","34,43","37,38",8,7
55,"e_12,16,13,23","12,16","13,23",8,13
56,"e_12,16,17,16","12,16","17,16",5,13
57,"e_17,16,13,23","17,16","13,23",11,7
58,"e_17,16,17,27","17,16","17,27",11,10
59,"e_17,16,19,24","17,16","19,24",10,9
60,"e_17,16,19,11","17,16","19,11",7,5
61,"e_17,16,21,22","17,16","21,22",10,11
62,"e_17,16,12,16","17,16","12,16",5,7
63,"e_31,17,27,18","31,17","27,18",5,11
64,"e_31,17,39,17","31,17","39,17",8,15
65,"e_31,17,34,15","31,17","34,15",5,1
66,"e_38,39,13,23","38,39","13,23",41,4
67,"e_38,39,14,35","38,39","14,35",28,7
68,"e_38,39,17,27","38,39","17,27",33,14
69,"e_27,18,17,16","27,18","17,16",12,12
70,"e_27,18,49,21","27,18","49,21",25,9
71,"e_27,18,19,24","27,18","19,24",14,4
72,"e_32,47,12,16","32,47","12,16",51,8
73,"e_32,47,21,22","32,47","21,22",36,8
74,"e_32,47,39,0","32,47","39,0",54,2
75,"e_14,35,2,35","14,35","2,35",12,2
