,id,origin,destination
0,k_0,"25,24","37,12"
1,k_1,"0,23","6,35"
2,k_2,"28,40","11,48"
3,k_3,"6,35","12,35"
4,k_4,"30,3","0,23"
5,k_5,"30,3","1,2"
6,k_6,"33,14","30,3"
7,k_7,"39,0","9,41"
8,k_8,"40,2","3,17"
9,k_9,"12,35","44,24"
10,k_10,"13,2","11,20"
11,k_11,"0,23","9,41"
12,k_12,"1,2","12,23"
13,k_13,"40,38","37,12"
14,k_14,"1,2","37,12"
15,k_15,"39,0","31,26"
16,k_16,"11,20","12,23"
17,k_17,"44,24","11,48"
18,k_18,"39,0","12,23"
19,k_19,"28,40","0,23"
20,k_20,"0,23","30,3"
21,k_21,"25,2","39,0"
22,k_22,"0,23","25,24"
23,k_23,"6,35","12,23"
24,k_24,"25,24","25,2"
25,k_25,"37,12","27,21"
26,k_26,"3,17","25,2"
27,k_27,"25,24","1,2"
28,k_28,"0,23","41,49"
29,k_29,"33,14","3,17"
30,k_30,"12,35","39,0"
31,k_31,"30,18","40,0"
32,k_32,"0,23","9,41"
33,k_33,"30,18","3,17"
34,k_34,"40,2","40,38"
35,k_35,"12,23","31,26"
36,k_36,"30,3","31,26"
37,k_37,"3,17","39,0"
38,k_38,"41,49","39,0"
39,k_39,"25,24","30,18"
40,k_40,"3,17","1,2"
41,k_41,"30,18","25,24"
42,k_42,"40,0","41,49"
43,k_43,"31,26","37,12"
44,k_44,"13,2","31,26"
45,k_45,"40,2","11,20"
46,k_46,"9,41","28,40"
47,k_47,"39,0","9,41"
48,k_48,"25,24","11,20"
49,k_49,"39,0","0,23"
50,k_50,"27,21","3,17"
51,k_51,"30,3","12,35"
52,k_52,"40,2","0,23"
53,k_53,"40,0","33,14"
54,k_54,"40,0","1,2"
55,k_55,"41,49","11,20"
56,k_56,"1,2","37,12"
57,k_57,"0,23","30,3"
58,k_58,"28,40","30,3"
59,k_59,"9,41","31,26"
60,k_60,"6,35","25,2"
61,k_61,"31,26","6,35"
62,k_62,"1,2","11,20"
63,k_63,"12,35","6,35"
64,k_64,"33,14","12,23"
65,k_65,"25,24","40,0"
66,k_66,"1,2","27,21"
67,k_67,"9,41","27,21"
68,k_68,"41,49","39,0"
69,k_69,"6,35","40,0"
70,k_70,"33,14","13,2"
71,k_71,"37,12","30,18"
72,k_72,"13,2","11,20"
73,k_73,"12,35","40,38"
74,k_74,"11,20","40,38"
75,k_75,"30,3","6,35"
76,k_76,"0,23","37,12"
77,k_77,"6,35","37,12"
78,k_78,"0,23","31,26"
79,k_79,"6,35","12,23"
80,k_80,"0,23","44,24"
81,k_81,"40,38","40,2"
82,k_82,"25,2","6,35"
83,k_83,"33,14","12,35"
84,k_84,"31,26","33,14"
85,k_85,"12,35","39,0"
86,k_86,"6,35","40,38"
87,k_87,"31,26","12,23"
88,k_88,"13,2","3,17"
89,k_89,"44,24","28,40"
90,k_90,"30,18","40,2"
91,k_91,"0,23","11,20"
92,k_92,"6,35","11,48"
93,k_93,"39,0","3,17"
94,k_94,"11,20","40,2"
95,k_95,"44,24","39,0"
96,k_96,"28,40","0,23"
97,k_97,"40,2","25,2"
98,k_98,"6,35","13,2"
99,k_99,"3,17","9,41"
