,id,origin,destination,distance,arc_cap
0,"e_33,41,31,40","33,41","31,40",3,1
1,"e_29,18,38,16","29,18","38,16",11,1
2,"e_29,18,25,22","29,18","25,22",8,2
3,"e_29,18,30,17","29,18","30,17",2,1
4,"e_29,18,33,25","29,18","33,25",11,4
5,"e_49,4,45,4","49,4","45,4",4,2
6,"e_24,7,14,7","24,7","14,7",10,4
7,"e_42,10,38,16","42,10","38,16",10,1
8,"e_42,10,45,4","42,10","45,4",9,3
9,"e_4,33,1,37","4,33","1,37",7,2
10,"e_4,33,7,35","4,33","7,35",5,1
11,"e_1,37,4,33","1,37","4,33",7,1
12,"e_1,37,7,35","1,37","7,35",8,1
13,"e_1,37,2,45","1,37","2,45",9,1
14,"e_7,35,4,33","7,35","4,33",5,3
15,"e_7,35,1,37","7,35","1,37",8,1
16,"e_39,31,44,36","39,31","44,36",10,4
17,"e_38,16,29,18","38,16","29,18",11,3
18,"e_38,16,42,10","38,16","42,10",10,1
19,"e_38,16,30,17","38,16","30,17",9,3
20,"e_7,10,4,6","7,10","4,6",7,1
21,"e_7,10,14,7","7,10","14,7",10,1
22,"e_10,0,14,7","10,0","14,7",11,3
23,"e_4,6,7,10","4,6","7,10",7,3
24,"e_4,6,14,7","4,6","14,7",11,3
25,"e_25,22,29,18","25,22","29,18",8,3
26,"e_25,22,30,17","25,22","30,17",10,2
27,"e_25,22,19,25","25,22","19,25",9,4
28,"e_25,22,33,25","25,22","33,25",11,4
29,"e_30,17,29,18","30,17","29,18",2,2
30,"e_30,17,38,16","30,17","38,16",9,4
31,"e_30,17,25,22","30,17","25,22",10,2
32,"e_30,17,33,25","30,17","33,25",11,2
33,"e_19,25,25,22","19,25","25,22",9,4
34,"e_19,25,21,31","19,25","21,31",8,1
35,"e_2,45,1,37","2,45","1,37",9,3
36,"e_45,4,49,4","45,4","49,4",4,4
37,"e_45,4,42,10","45,4","42,10",9,4
38,"e_21,31,19,25","21,31","19,25",8,3
39,"e_33,25,29,18","33,25","29,18",11,4
40,"e_33,25,25,22","33,25","25,22",11,2
41,"e_33,25,30,17","33,25","30,17",11,1
42,"e_44,36,39,31","44,36","39,31",10,3
43,"e_31,40,33,41","31,40","33,41",3,4
44,"e_14,7,24,7","14,7","24,7",10,4
45,"e_14,7,7,10","14,7","7,10",10,4
46,"e_14,7,10,0","14,7","10,0",11,2
47,"e_14,7,4,6","14,7","4,6",11,2
48,"e_33,41,1,37","33,41","1,37",36,2
49,"e_33,41,39,31","33,41","39,31",16,3
50,"e_33,41,44,36","33,41","44,36",16,4
51,"e_29,18,4,33","29,18","4,33",40,3
52,"e_29,18,2,45","29,18","2,45",54,4
53,"e_29,18,21,31","29,18","21,31",21,3
54,"e_49,4,14,7","49,4","14,7",38,1
55,"e_49,4,38,16","49,4","38,16",23,4
56,"e_49,4,2,18","49,4","2,18",61,3
57,"e_24,7,49,4","24,7","49,4",28,4
58,"e_24,7,7,35","24,7","7,35",45,2
59,"e_24,7,4,33","24,7","4,33",46,4
60,"e_42,10,24,7","42,10","24,7",21,4
61,"e_42,10,49,4","42,10","49,4",13,2
62,"e_42,10,31,40","42,10","31,40",41,1
63,"e_4,33,2,45","4,33","2,45",14,2
64,"e_4,33,31,40","4,33","31,40",34,3
65,"e_4,33,4,6","4,33","4,6",27,3
66,"e_1,37,33,41","1,37","33,41",36,3
67,"e_1,37,38,16","1,37","38,16",58,1
68,"e_1,37,10,0","1,37","10,0",46,2
69,"e_7,35,30,17","7,35","30,17",41,3
70,"e_7,35,2,18","7,35","2,18",22,3
71,"e_7,35,44,36","7,35","44,36",38,2
72,"e_39,31,29,18","39,31","29,18",23,4
73,"e_39,31,33,41","39,31","33,41",16,2
74,"e_39,31,1,37","39,31","1,37",44,1
75,"e_38,16,21,31","38,16","21,31",32,1
76,"e_38,16,7,35","38,16","7,35",50,3
77,"e_38,16,7,10","38,16","7,10",37,1
78,"e_7,10,20,43","7,10","20,43",46,3
79,"e_7,10,45,4","7,10","45,4",44,3
80,"e_7,10,25,22","7,10","25,22",30,1
81,"e_10,0,39,31","10,0","39,31",60,4
82,"e_10,0,42,10","10,0","42,10",42,1
83,"e_10,0,25,22","10,0","25,22",37,1
84,"e_20,43,19,25","20,43","19,25",19,2
85,"e_20,43,21,31","20,43","21,31",13,1
86,"e_20,43,2,45","20,43","2,45",20,3
87,"e_4,6,10,0","4,6","10,0",12,1
88,"e_4,6,30,17","4,6","30,17",37,2
89,"e_4,6,2,18","4,6","2,18",14,2
90,"e_25,22,10,0","25,22","10,0",37,4
91,"e_25,22,7,35","25,22","7,35",31,3
92,"e_25,22,14,7","25,22","14,7",26,3
93,"e_30,17,20,43","30,17","20,43",36,4
94,"e_30,17,19,25","30,17","19,25",19,4
95,"e_30,17,21,31","30,17","21,31",23,3
96,"e_2,18,2,45","2,18","2,45",27,2
97,"e_2,18,4,33","2,18","4,33",17,1
98,"e_2,18,14,7","2,18","14,7",23,2
99,"e_19,25,4,33","19,25","4,33",23,1
100,"e_19,25,39,31","19,25","39,31",26,3
101,"e_19,25,29,18","19,25","29,18",17,1
102,"e_2,45,4,33","2,45","4,33",14,3
103,"e_2,45,21,31","2,45","21,31",33,1
104,"e_2,45,19,25","2,45","19,25",37,3
105,"e_45,4,14,7","45,4","14,7",34,2
106,"e_45,4,2,18","45,4","2,18",57,3
107,"e_45,4,33,41","45,4","33,41",49,2
108,"e_21,31,4,33","21,31","4,33",19,4
109,"e_21,31,30,17","21,31","30,17",23,3
110,"e_21,31,2,45","21,31","2,45",33,4
111,"e_33,25,1,37","33,25","1,37",44,2
112,"e_33,25,7,10","33,25","7,10",41,2
113,"e_33,25,14,7","33,25","14,7",37,1
114,"e_44,36,38,16","44,36","38,16",26,1
115,"e_44,36,25,22","44,36","25,22",33,1
116,"e_44,36,24,7","44,36","24,7",49,2
117,"e_31,40,21,31","31,40","21,31",19,2
118,"e_31,40,42,10","31,40","42,10",41,4
119,"e_31,40,7,35","31,40","7,35",29,2
120,"e_14,7,4,33","14,7","4,33",36,3
121,"e_14,7,33,25","14,7","33,25",37,3
122,"e_14,7,20,43","14,7","20,43",42,1
