,id,origin,destination
0,k_0,"31,45","13,33"
1,k_1,"35,4","13,33"
2,k_2,"48,26","38,0"
3,k_3,"9,20","21,29"
4,k_4,"46,7","20,17"
5,k_5,"31,45","38,0"
6,k_6,"9,20","48,26"
7,k_7,"44,1","26,12"
8,k_8,"10,10","26,12"
9,k_9,"35,4","31,45"
10,k_10,"4,46","34,31"
11,k_11,"14,25","38,0"
12,k_12,"14,25","43,18"
13,k_13,"11,28","10,10"
14,k_14,"9,20","28,22"
15,k_15,"21,29","1,19"
16,k_16,"22,21","1,19"
17,k_17,"28,22","35,21"
18,k_18,"10,10","25,4"
19,k_19,"10,10","35,4"
20,k_20,"31,45","13,33"
21,k_21,"31,45","4,46"
22,k_22,"25,4","13,33"
23,k_23,"26,12","25,4"
24,k_24,"20,17","29,38"
25,k_25,"28,22","14,25"
26,k_26,"25,4","11,28"
27,k_27,"35,21","38,0"
28,k_28,"35,21","21,29"
29,k_29,"4,9","38,0"
30,k_30,"9,20","35,4"
31,k_31,"38,0","34,31"
32,k_32,"38,0","11,28"
33,k_33,"1,19","35,21"
34,k_34,"9,20","4,9"
35,k_35,"4,9","26,12"
36,k_36,"13,33","28,33"
37,k_37,"43,18","20,17"
38,k_38,"48,26","28,22"
39,k_39,"48,26","29,38"
40,k_40,"14,25","44,1"
41,k_41,"43,18","35,4"
42,k_42,"20,17","26,12"
43,k_43,"26,12","28,22"
44,k_44,"43,18","48,26"
45,k_45,"28,22","44,1"
46,k_46,"48,26","13,33"
47,k_47,"10,10","1,19"
48,k_48,"25,4","10,10"
49,k_49,"26,12","28,33"
