,id,origin,destination
0,k_0,"46,3","1,38"
1,k_1,"46,3","12,3"
2,k_2,"35,6","44,13"
3,k_3,"9,28","15,47"
4,k_4,"46,3","1,38"
5,k_5,"40,8","44,37"
6,k_6,"40,8","41,47"
7,k_7,"16,28","40,8"
8,k_8,"46,3","8,33"
9,k_9,"8,33","44,13"
10,k_10,"48,35","15,47"
11,k_11,"0,22","11,42"
12,k_12,"46,3","18,0"
13,k_13,"40,11","12,9"
14,k_14,"11,42","44,37"
15,k_15,"35,6","41,47"
16,k_16,"15,47","0,22"
17,k_17,"21,26","40,8"
18,k_18,"11,42","15,47"
19,k_19,"42,4","21,26"
20,k_20,"42,4","12,9"
21,k_21,"16,28","11,42"
22,k_22,"12,3","9,28"
23,k_23,"8,33","44,37"
24,k_24,"47,8","18,0"
25,k_25,"11,42","1,38"
26,k_26,"22,42","0,22"
27,k_27,"8,33","21,26"
28,k_28,"40,11","29,43"
29,k_29,"42,4","48,35"
30,k_30,"47,8","18,0"
31,k_31,"48,35","44,37"
32,k_32,"42,4","21,26"
33,k_33,"44,13","18,0"
34,k_34,"44,13","28,11"
35,k_35,"48,35","41,47"
36,k_36,"11,42","28,11"
37,k_37,"22,42","44,13"
38,k_38,"8,33","40,8"
39,k_39,"21,26","1,38"
40,k_40,"48,35","35,6"
41,k_41,"46,3","12,9"
42,k_42,"40,11","47,8"
43,k_43,"44,13","46,3"
44,k_44,"18,0","41,47"
45,k_45,"21,26","48,35"
46,k_46,"15,47","18,0"
47,k_47,"13,13","15,47"
48,k_48,"9,28","35,6"
49,k_49,"16,28","35,6"
50,k_50,"15,47","44,13"
51,k_51,"21,26","44,37"
52,k_52,"8,33","15,47"
53,k_53,"46,3","40,8"
54,k_54,"11,42","9,28"
55,k_55,"48,35","44,13"
56,k_56,"44,13","16,28"
57,k_57,"21,26","22,42"
58,k_58,"46,3","29,43"
59,k_59,"11,42","29,43"
60,k_60,"11,42","12,9"
61,k_61,"0,22","1,38"
62,k_62,"15,47","44,13"
63,k_63,"35,6","29,43"
64,k_64,"13,13","11,42"
65,k_65,"35,6","48,35"
66,k_66,"29,43","40,8"
67,k_67,"18,0","1,38"
68,k_68,"48,35","8,33"
69,k_69,"12,9","18,0"
70,k_70,"48,35","15,47"
71,k_71,"46,3","1,38"
72,k_72,"12,9","12,3"
73,k_73,"40,8","8,33"
74,k_74,"28,11","12,9"
75,k_75,"44,37","47,8"
76,k_76,"29,43","1,38"
77,k_77,"35,6","41,47"
78,k_78,"18,0","48,35"
79,k_79,"44,37","0,22"
80,k_80,"8,33","42,4"
81,k_81,"41,47","35,6"
82,k_82,"12,3","44,13"
83,k_83,"48,35","9,28"
84,k_84,"16,28","42,4"
85,k_85,"16,28","13,13"
86,k_86,"29,43","44,37"
87,k_87,"40,8","8,33"
88,k_88,"12,3","46,3"
89,k_89,"42,4","21,26"
90,k_90,"41,47","35,6"
91,k_91,"42,4","28,11"
92,k_92,"48,35","15,47"
93,k_93,"47,8","8,33"
94,k_94,"28,11","40,8"
95,k_95,"46,3","47,8"
96,k_96,"29,43","44,13"
97,k_97,"29,43","40,8"
98,k_98,"8,33","12,9"
99,k_99,"0,22","1,38"
