,id,origin,destination,distance,arc_cap
0,"e_42,14,44,13","42,14","44,13",3,2
1,"e_42,14,39,10","42,14","39,10",7,3
2,"e_42,14,35,13","42,14","35,13",8,5
3,"e_32,42,23,43","32,42","23,43",10,5
4,"e_32,42,34,44","32,42","34,44",4,2
5,"e_7,6,14,4","7,6","14,4",9,1
6,"e_7,6,10,3","7,6","10,3",6,1
7,"e_23,43,32,42","23,43","32,42",10,3
8,"e_23,43,21,39","23,43","21,39",6,4
9,"e_23,43,13,44","23,43","13,44",11,5
10,"e_23,43,22,34","23,43","22,34",10,5
11,"e_33,4,35,13","33,4","35,13",11,3
12,"e_33,4,32,4","33,4","32,4",1,1
13,"e_44,13,42,14","44,13","42,14",3,2
14,"e_44,13,39,10","44,13","39,10",8,5
15,"e_44,13,35,13","44,13","35,13",9,2
16,"e_14,4,7,6","14,4","7,6",9,5
17,"e_14,4,10,3","14,4","10,3",5,3
18,"e_11,26,12,30","11,26","12,30",5,5
19,"e_11,26,12,20","11,26","12,20",7,5
20,"e_10,3,7,6","10,3","7,6",6,2
21,"e_10,3,14,4","10,3","14,4",5,5
22,"e_21,39,23,43","21,39","23,43",6,5
23,"e_21,39,22,34","21,39","22,34",6,4
24,"e_21,39,11,38","21,39","11,38",11,4
25,"e_13,44,23,43","13,44","23,43",11,3
26,"e_13,44,11,44","13,44","11,44",2,3
27,"e_13,44,11,38","13,44","11,38",8,1
28,"e_34,44,32,42","34,44","32,42",4,2
29,"e_11,44,13,44","11,44","13,44",2,4
30,"e_11,44,11,38","11,44","11,38",6,4
31,"e_44,32,42,26","44,32","42,26",8,4
32,"e_22,34,23,43","22,34","23,43",10,1
33,"e_22,34,21,39","22,34","21,39",6,5
34,"e_39,10,42,14","39,10","42,14",7,3
35,"e_39,10,44,13","39,10","44,13",8,4
36,"e_39,10,35,13","39,10","35,13",7,5
37,"e_11,38,21,39","11,38","21,39",11,3
38,"e_11,38,13,44","11,38","13,44",8,2
39,"e_11,38,11,44","11,38","11,44",6,2
40,"e_11,38,12,30","11,38","12,30",9,1
41,"e_19,20,27,19","19,20","27,19",9,1
42,"e_19,20,12,20","19,20","12,20",7,5
43,"e_35,13,42,14","35,13","42,14",8,3
44,"e_35,13,33,4","35,13","33,4",11,3
45,"e_35,13,44,13","35,13","44,13",9,5
46,"e_35,13,39,10","35,13","39,10",7,5
47,"e_27,19,19,20","27,19","19,20",9,1
48,"e_12,30,11,26","12,30","11,26",5,3
49,"e_12,30,11,38","12,30","11,38",9,4
50,"e_12,30,12,20","12,30","12,20",10,1
51,"e_32,4,33,4","32,4","33,4",1,4
52,"e_12,20,11,26","12,20","11,26",7,5
53,"e_12,20,19,20","12,20","19,20",7,2
54,"e_12,20,12,30","12,20","12,30",10,5
55,"e_42,26,44,32","42,26","44,32",8,2
56,"e_42,14,22,34","42,14","22,34",40,1
57,"e_42,14,12,20","42,14","12,20",36,3
58,"e_42,14,11,38","42,14","11,38",55,2
59,"e_32,42,13,44","32,42","13,44",21,1
60,"e_32,42,27,19","32,42","27,19",28,4
61,"e_32,42,22,10","32,42","22,10",42,1
62,"e_7,6,22,10","7,6","22,10",19,1
