,id,origin,destination
0,k_0,"4,11","32,9"
1,k_1,"31,21","31,18"
2,k_2,"21,27","25,11"
3,k_3,"40,40","25,11"
4,k_4,"49,46","31,18"
5,k_5,"28,48","37,18"
6,k_6,"11,5","32,9"
7,k_7,"25,11","31,21"
8,k_8,"3,13","28,48"
9,k_9,"11,5","40,40"
10,k_10,"48,11","28,48"
11,k_11,"30,4","49,0"
12,k_12,"3,13","37,18"
13,k_13,"34,45","16,37"
14,k_14,"49,46","48,11"
15,k_15,"48,11","4,11"
16,k_16,"16,37","40,34"
17,k_17,"8,42","18,2"
18,k_18,"37,18","16,37"
19,k_19,"49,46","32,9"
20,k_20,"31,21","25,11"
21,k_21,"25,11","21,27"
22,k_22,"31,21","16,37"
23,k_23,"4,11","31,18"
24,k_24,"40,40","45,17"
25,k_25,"49,46","37,18"
26,k_26,"49,0","3,13"
27,k_27,"48,11","16,37"
28,k_28,"25,11","14,1"
29,k_29,"16,37","40,40"
30,k_30,"49,0","32,9"
31,k_31,"21,27","4,18"
32,k_32,"49,46","40,40"
33,k_33,"30,4","25,11"
34,k_34,"45,17","4,11"
35,k_35,"37,18","31,21"
36,k_36,"40,34","40,40"
37,k_37,"11,5","45,17"
38,k_38,"4,18","30,4"
39,k_39,"3,13","11,5"
40,k_40,"28,48","14,1"
41,k_41,"40,40","3,13"
42,k_42,"16,37","14,1"
43,k_43,"49,0","30,4"
44,k_44,"34,45","4,11"
45,k_45,"40,34","31,18"
46,k_46,"49,46","40,40"
47,k_47,"21,27","1,25"
48,k_48,"40,34","1,25"
49,k_49,"30,4","37,18"
