,id,origin,destination
0,k_0,"29,14","25,11"
1,k_1,"34,0","17,48"
2,k_2,"40,28","5,45"
3,k_3,"46,47","40,28"
4,k_4,"25,11","47,31"
5,k_5,"6,38","40,28"
6,k_6,"32,49","6,38"
7,k_7,"32,45","6,38"
8,k_8,"10,25","8,12"
9,k_9,"14,4","6,38"
10,k_10,"17,48","32,49"
11,k_11,"8,12","9,46"
12,k_12,"9,46","47,43"
13,k_13,"32,45","40,28"
14,k_14,"14,4","47,43"
15,k_15,"25,30","10,25"
16,k_16,"19,4","5,45"
17,k_17,"17,2","43,4"
18,k_18,"10,25","36,46"
19,k_19,"10,25","40,28"
20,k_20,"32,49","17,2"
21,k_21,"15,8","33,46"
22,k_22,"40,28","36,46"
23,k_23,"8,12","29,17"
24,k_24,"40,28","15,8"
25,k_25,"36,46","43,4"
26,k_26,"29,14","15,8"
27,k_27,"29,17","33,46"
28,k_28,"32,49","29,17"
29,k_29,"25,11","14,4"
30,k_30,"17,2","34,0"
31,k_31,"8,12","5,45"
32,k_32,"33,46","40,28"
33,k_33,"32,45","36,46"
34,k_34,"32,49","47,31"
35,k_35,"10,25","25,30"
36,k_36,"8,12","47,43"
37,k_37,"19,4","14,4"
38,k_38,"29,14","33,46"
39,k_39,"43,4","8,12"
40,k_40,"25,11","43,4"
41,k_41,"29,14","19,4"
42,k_42,"25,30","29,14"
43,k_43,"46,47","10,25"
44,k_44,"40,28","34,0"
45,k_45,"47,43","25,30"
46,k_46,"25,11","6,38"
47,k_47,"46,11","32,49"
48,k_48,"29,14","43,4"
49,k_49,"5,45","32,45"
50,k_50,"47,43","40,28"
51,k_51,"40,28","17,48"
52,k_52,"6,38","10,25"
53,k_53,"47,31","29,17"
54,k_54,"25,30","8,12"
55,k_55,"6,38","43,4"
56,k_56,"46,11","43,4"
57,k_57,"46,11","36,46"
58,k_58,"19,4","43,4"
59,k_59,"47,43","47,31"
60,k_60,"17,2","43,4"
61,k_61,"25,30","33,46"
62,k_62,"29,14","32,45"
63,k_63,"32,49","46,47"
64,k_64,"5,45","17,2"
65,k_65,"17,48","19,4"
66,k_66,"17,2","33,46"
67,k_67,"10,25","15,8"
68,k_68,"43,4","29,14"
69,k_69,"47,31","25,11"
70,k_70,"40,28","17,2"
71,k_71,"25,11","17,2"
72,k_72,"29,14","25,11"
73,k_73,"40,28","36,46"
74,k_74,"15,8","17,48"
75,k_75,"10,25","8,12"
76,k_76,"25,30","9,46"
77,k_77,"47,31","15,8"
78,k_78,"6,38","5,45"
79,k_79,"34,0","32,45"
80,k_80,"34,0","36,46"
81,k_81,"19,4","32,45"
82,k_82,"9,46","6,38"
83,k_83,"25,30","40,28"
84,k_84,"25,11","19,4"
85,k_85,"40,28","46,47"
86,k_86,"25,30","40,28"
87,k_87,"25,30","15,8"
88,k_88,"17,2","9,46"
89,k_89,"32,45","34,0"
90,k_90,"8,12","6,38"
91,k_91,"25,11","36,46"
92,k_92,"33,46","34,0"
93,k_93,"5,45","9,46"
94,k_94,"10,25","29,17"
95,k_95,"6,38","32,49"
96,k_96,"25,30","14,4"
97,k_97,"15,8","46,47"
98,k_98,"25,30","15,8"
99,k_99,"46,47","5,45"
100,k_100,"43,4","19,4"
101,k_101,"25,11","46,11"
102,k_102,"9,46","43,4"
103,k_103,"6,38","47,43"
104,k_104,"25,11","29,14"
105,k_105,"8,12","32,49"
106,k_106,"32,49","33,46"
107,k_107,"36,46","14,4"
108,k_108,"46,47","32,49"
109,k_109,"17,2","6,38"
110,k_110,"5,45","17,48"
111,k_111,"29,14","17,48"
112,k_112,"46,47","25,11"
113,k_113,"8,12","33,46"
114,k_114,"17,2","40,28"
115,k_115,"46,47","32,49"
116,k_116,"33,46","8,12"
117,k_117,"32,45","17,48"
118,k_118,"40,28","32,45"
119,k_119,"43,4","15,8"
120,k_120,"46,47","32,45"
121,k_121,"29,17","17,48"
122,k_122,"17,2","29,14"
123,k_123,"5,45","19,4"
124,k_124,"8,12","10,25"
125,k_125,"25,30","32,49"
126,k_126,"15,8","32,49"
127,k_127,"47,43","40,28"
128,k_128,"6,38","47,31"
129,k_129,"8,12","34,0"
130,k_130,"36,46","32,49"
131,k_131,"5,45","40,28"
132,k_132,"47,31","46,47"
133,k_133,"47,43","32,49"
134,k_134,"14,4","32,49"
135,k_135,"17,2","10,25"
136,k_136,"8,12","6,38"
137,k_137,"25,30","34,0"
138,k_138,"6,38","40,28"
139,k_139,"17,48","9,46"
140,k_140,"6,38","17,48"
141,k_141,"8,12","17,2"
142,k_142,"25,30","32,45"
143,k_143,"40,28","9,46"
144,k_144,"19,4","33,46"
145,k_145,"43,4","32,45"
146,k_146,"19,4","47,31"
147,k_147,"46,11","14,4"
148,k_148,"46,11","25,30"
149,k_149,"25,30","46,47"
