,id,origin,destination
0,k_0,"4,8","48,13"
1,k_1,"4,20","34,0"
2,k_2,"25,40","10,31"
3,k_3,"2,49","22,17"
4,k_4,"4,20","44,6"
5,k_5,"25,40","41,24"
6,k_6,"4,20","25,40"
7,k_7,"41,24","0,25"
8,k_8,"0,25","31,12"
9,k_9,"37,47","39,28"
10,k_10,"1,2","10,31"
11,k_11,"22,17","37,47"
12,k_12,"39,28","25,40"
13,k_13,"10,31","23,10"
14,k_14,"31,12","41,24"
15,k_15,"0,25","48,13"
16,k_16,"4,20","23,10"
17,k_17,"2,49","24,36"
18,k_18,"44,6","31,12"
19,k_19,"24,36","33,48"
20,k_20,"49,7","33,48"
21,k_21,"42,33","1,2"
22,k_22,"1,2","2,49"
23,k_23,"4,20","41,24"
24,k_24,"4,35","4,8"
25,k_25,"39,28","31,12"
26,k_26,"1,2","15,14"
27,k_27,"37,47","22,17"
28,k_28,"22,17","10,31"
29,k_29,"42,33","25,32"
30,k_30,"31,12","33,48"
31,k_31,"22,17","4,20"
32,k_32,"31,12","49,7"
33,k_33,"37,47","41,24"
34,k_34,"0,25","39,28"
35,k_35,"0,25","10,31"
36,k_36,"48,13","37,47"
37,k_37,"22,17","37,47"
38,k_38,"12,7","33,48"
39,k_39,"13,34","41,24"
40,k_40,"25,32","4,8"
41,k_41,"1,2","41,24"
42,k_42,"15,14","33,48"
43,k_43,"48,13","2,49"
44,k_44,"33,48","4,35"
45,k_45,"24,36","33,48"
46,k_46,"2,49","0,25"
47,k_47,"24,36","37,47"
48,k_48,"25,40","41,24"
49,k_49,"22,17","49,7"
