,id,origin,destination,distance,arc_cap
0,"e_19,24,8,24","19,24","8,24",11,4
1,"e_19,24,26,17","19,24","26,17",14,3
2,"e_19,24,29,28","19,24","29,28",14,1
3,"e_19,24,10,24","19,24","10,24",9,2
4,"e_38,23,35,34","38,23","35,34",14,2
5,"e_38,23,33,13","38,23","33,13",15,2
6,"e_38,23,39,25","38,23","39,25",3,2
7,"e_38,23,29,28","38,23","29,28",14,2
8,"e_38,23,42,14","38,23","42,14",13,3
9,"e_38,23,32,21","38,23","32,21",8,1
10,"e_38,23,40,21","38,23","40,21",4,3
11,"e_8,24,19,24","8,24","19,24",11,1
12,"e_8,24,5,32","8,24","5,32",11,4
13,"e_8,24,10,33","8,24","10,33",11,1
14,"e_8,24,10,24","8,24","10,24",2,3
15,"e_22,44,14,38","22,44","14,38",14,1
16,"e_35,34,38,23","35,34","38,23",14,3
17,"e_35,34,39,25","35,34","39,25",13,4
18,"e_35,34,29,28","35,34","29,28",12,1
19,"e_35,3,33,13","35,3","33,13",12,2
20,"e_35,3,37,6","35,3","37,6",5,4
21,"e_35,3,43,4","35,3","43,4",9,4
22,"e_35,3,41,6","35,3","41,6",9,2
23,"e_5,32,8,24","5,32","8,24",11,2
24,"e_5,32,10,33","5,32","10,33",6,1
25,"e_5,32,14,38","5,32","14,38",15,1
26,"e_5,32,10,24","5,32","10,24",13,3
27,"e_7,46,14,38","7,46","14,38",15,2
28,"e_33,13,38,23","33,13","38,23",15,1
29,"e_33,13,35,3","33,13","35,3",12,4
30,"e_33,13,37,6","33,13","37,6",11,1
31,"e_33,13,26,17","33,13","26,17",11,2
32,"e_33,13,42,14","33,13","42,14",10,1
33,"e_33,13,32,21","33,13","32,21",9,2
34,"e_33,13,40,21","33,13","40,21",15,3
35,"e_33,13,41,6","33,13","41,6",15,2
36,"e_10,33,8,24","10,33","8,24",11,4
37,"e_10,33,5,32","10,33","5,32",6,1
38,"e_10,33,14,38","10,33","14,38",9,1
39,"e_10,33,10,24","10,33","10,24",9,1
40,"e_39,25,38,23","39,25","38,23",3,1
41,"e_39,25,35,34","39,25","35,34",13,3
42,"e_39,25,29,28","39,25","29,28",13,2
43,"e_39,25,42,14","39,25","42,14",14,4
44,"e_39,25,32,21","39,25","32,21",11,2
45,"e_39,25,40,21","39,25","40,21",5,3
46,"e_37,6,35,3","37,6","35,3",5,1
47,"e_37,6,33,13","37,6","33,13",11,1
48,"e_37,6,45,9","37,6","45,9",11,3
49,"e_37,6,42,14","37,6","42,14",13,1
50,"e_37,6,43,4","37,6","43,4",8,4
51,"e_37,6,41,6","37,6","41,6",4,1
52,"e_26,17,19,24","26,17","19,24",14,1
53,"e_26,17,33,13","26,17","33,13",11,1
54,"e_26,17,29,28","26,17","29,28",14,1
55,"e_26,17,32,21","26,17","32,21",10,4
56,"e_29,28,19,24","29,28","19,24",14,1
57,"e_29,28,38,23","29,28","38,23",14,2
58,"e_29,28,35,34","29,28","35,34",12,4
59,"e_29,28,39,25","29,28","39,25",13,3
60,"e_29,28,26,17","29,28","26,17",14,1
61,"e_29,28,32,21","29,28","32,21",10,4
62,"e_45,9,37,6","45,9","37,6",11,1
63,"e_45,9,42,14","45,9","42,14",8,3
64,"e_45,9,43,4","45,9","43,4",7,2
65,"e_45,9,41,6","45,9","41,6",7,1
66,"e_42,14,38,23","42,14","38,23",13,4
67,"e_42,14,33,13","42,14","33,13",10,1
68,"e_42,14,39,25","42,14","39,25",14,3
69,"e_42,14,37,6","42,14","37,6",13,1
70,"e_42,14,45,9","42,14","45,9",8,1
71,"e_42,14,43,4","42,14","43,4",11,4
72,"e_42,14,40,21","42,14","40,21",9,4
73,"e_42,14,41,6","42,14","41,6",9,4
74,"e_32,21,38,23","32,21","38,23",8,2
75,"e_32,21,33,13","32,21","33,13",9,1
76,"e_32,21,39,25","32,21","39,25",11,2
77,"e_32,21,26,17","32,21","26,17",10,4
78,"e_32,21,29,28","32,21","29,28",10,2
79,"e_32,21,40,21","32,21","40,21",8,2
80,"e_43,4,35,3","43,4","35,3",9,4
81,"e_43,4,37,6","43,4","37,6",8,2
82,"e_43,4,45,9","43,4","45,9",7,3
83,"e_43,4,42,14","43,4","42,14",11,4
84,"e_43,4,41,6","43,4","41,6",4,3
85,"e_14,38,22,44","14,38","22,44",14,2
86,"e_14,38,5,32","14,38","5,32",15,1
87,"e_14,38,7,46","14,38","7,46",15,1
88,"e_14,38,10,33","14,38","10,33",9,4
89,"e_40,21,38,23","40,21","38,23",4,2
90,"e_40,21,33,13","40,21","33,13",15,1
91,"e_40,21,39,25","40,21","39,25",5,3
92,"e_40,21,42,14","40,21","42,14",9,1
93,"e_40,21,32,21","40,21","32,21",8,4
94,"e_41,6,35,3","41,6","35,3",9,1
95,"e_41,6,33,13","41,6","33,13",15,2
96,"e_41,6,37,6","41,6","37,6",4,3
97,"e_41,6,45,9","41,6","45,9",7,3
98,"e_41,6,42,14","41,6","42,14",9,2
99,"e_41,6,43,4","41,6","43,4",4,3
100,"e_10,24,19,24","10,24","19,24",9,1
101,"e_10,24,8,24","10,24","8,24",2,4
102,"e_10,24,5,32","10,24","5,32",13,1
103,"e_10,24,10,33","10,24","10,33",9,1
104,"e_19,24,37,6","19,24","37,6",36,1
105,"e_19,24,38,23","19,24","38,23",20,3
106,"e_19,24,39,25","19,24","39,25",21,3
107,"e_38,23,19,24","38,23","19,24",20,3
108,"e_38,23,45,9","38,23","45,9",21,2
109,"e_38,23,8,24","38,23","8,24",31,4
110,"e_8,24,7,5","8,24","7,5",20,4
111,"e_8,24,22,44","8,24","22,44",34,3
