,id,origin,destination
0,k_0,"28,8","14,32"
1,k_1,"12,27","4,32"
2,k_2,"14,16","26,11"
3,k_3,"4,32","19,42"
4,k_4,"26,16","8,22"
5,k_5,"8,22","18,8"
6,k_6,"38,3","20,1"
7,k_7,"19,42","40,30"
8,k_8,"32,27","14,32"
9,k_9,"14,16","19,44"
10,k_10,"9,4","19,44"
11,k_11,"4,48","12,27"
12,k_12,"26,11","26,16"
13,k_13,"20,1","44,40"
14,k_14,"4,32","12,27"
15,k_15,"44,8","14,16"
16,k_16,"38,3","9,4"
17,k_17,"32,27","20,1"
18,k_18,"20,1","48,37"
19,k_19,"38,3","46,33"
20,k_20,"19,42","40,30"
21,k_21,"48,37","20,1"
22,k_22,"44,8","18,0"
23,k_23,"28,8","26,11"
24,k_24,"5,14","18,0"
25,k_25,"8,22","44,40"
26,k_26,"4,48","44,40"
27,k_27,"19,42","12,27"
28,k_28,"14,32","18,0"
29,k_29,"14,32","8,22"
30,k_30,"26,16","44,40"
31,k_31,"4,48","32,27"
32,k_32,"46,33","4,32"
33,k_33,"26,11","44,40"
34,k_34,"5,14","12,27"
35,k_35,"32,27","28,8"
36,k_36,"4,32","8,22"
37,k_37,"19,44","32,27"
38,k_38,"20,1","44,8"
39,k_39,"18,0","14,16"
40,k_40,"12,27","26,11"
41,k_41,"46,33","18,0"
42,k_42,"19,42","4,32"
43,k_43,"0,41","44,8"
44,k_44,"18,8","38,3"
45,k_45,"18,8","44,8"
46,k_46,"48,37","12,27"
47,k_47,"28,8","32,27"
48,k_48,"44,40","5,14"
49,k_49,"32,27","3,7"
