,id,origin,destination,distance,arc_cap
0,"e_47,5,36,3","47,5","36,3",13,3
1,"e_47,5,46,11","47,5","46,11",7,1
2,"e_24,43,34,38","24,43","34,38",15,1
3,"e_29,22,21,27","29,22","21,27",13,1
4,"e_29,22,22,17","29,22","22,17",12,3
5,"e_29,22,20,20","29,22","20,20",11,2
6,"e_29,22,29,21","29,22","29,21",1,1
7,"e_29,22,32,30","29,22","32,30",11,2
8,"e_29,22,28,12","29,22","28,12",11,1
9,"e_36,3,47,5","36,3","47,5",13,2
10,"e_13,16,7,21","13,16","7,21",11,3
11,"e_13,16,5,23","13,16","5,23",15,1
12,"e_13,16,8,11","13,16","8,11",10,3
13,"e_13,16,12,6","13,16","12,6",11,2
14,"e_13,16,22,17","13,16","22,17",10,1
15,"e_13,16,20,20","13,16","20,20",11,1
16,"e_13,16,7,9","13,16","7,9",13,2
17,"e_7,21,13,16","7,21","13,16",11,1
18,"e_7,21,5,23","7,21","5,23",4,2
19,"e_7,21,8,11","7,21","8,11",11,2
20,"e_7,21,20,20","7,21","20,20",14,2
21,"e_7,21,7,9","7,21","7,9",12,1
22,"e_34,38,24,43","34,38","24,43",15,3
23,"e_34,38,38,29","34,38","38,29",13,3
24,"e_34,38,40,32","34,38","40,32",12,1
25,"e_34,38,40,33","34,38","40,33",11,1
26,"e_34,38,35,37","34,38","35,37",2,3
27,"e_34,38,32,30","34,38","32,30",10,3
28,"e_38,29,34,38","38,29","34,38",13,1
29,"e_38,29,40,32","38,29","40,32",5,2
30,"e_38,29,40,33","38,29","40,33",6,1
31,"e_38,29,45,23","38,29","45,23",13,2
32,"e_38,29,35,37","38,29","35,37",11,3
33,"e_38,29,32,30","38,29","32,30",7,2
34,"e_5,23,13,16","5,23","13,16",15,1
35,"e_5,23,7,21","5,23","7,21",4,1
36,"e_5,23,8,11","5,23","8,11",15,1
37,"e_40,32,34,38","40,32","34,38",12,1
38,"e_40,32,38,29","40,32","38,29",5,2
39,"e_40,32,40,33","40,32","40,33",1,2
40,"e_40,32,45,23","40,32","45,23",14,2
41,"e_40,32,35,37","40,32","35,37",10,1
42,"e_40,32,32,30","40,32","32,30",10,2
43,"e_21,27,29,22","21,27","29,22",13,2
44,"e_21,27,15,31","21,27","15,31",10,2
