,id,origin,destination
0,k_0,"45,21","3,24"
1,k_1,"33,48","3,31"
2,k_2,"13,21","20,27"
3,k_3,"12,44","34,20"
4,k_4,"16,19","31,4"
5,k_5,"7,6","16,42"
6,k_6,"20,27","12,49"
7,k_7,"16,16","12,49"
8,k_8,"19,18","29,3"
9,k_9,"7,6","42,39"
10,k_10,"45,21","47,1"
11,k_11,"45,21","16,42"
12,k_12,"16,42","3,24"
13,k_13,"8,44","13,21"
14,k_14,"7,6","34,12"
15,k_15,"33,48","12,44"
16,k_16,"8,44","33,48"
17,k_17,"20,27","12,44"
18,k_18,"16,19","12,49"
19,k_19,"7,6","8,44"
20,k_20,"39,16","13,21"
21,k_21,"16,42","20,27"
22,k_22,"39,16","16,19"
23,k_23,"45,21","39,16"
24,k_24,"13,21","3,24"
25,k_25,"13,21","3,31"
26,k_26,"34,20","33,48"
27,k_27,"13,21","20,27"
28,k_28,"7,6","12,49"
29,k_29,"20,27","12,44"
30,k_30,"29,3","22,41"
31,k_31,"12,44","29,3"
32,k_32,"12,49","8,44"
33,k_33,"7,6","3,24"
34,k_34,"3,24","33,48"
35,k_35,"16,19","16,42"
36,k_36,"45,21","7,6"
37,k_37,"39,16","47,1"
38,k_38,"16,42","45,21"
39,k_39,"3,31","16,16"
40,k_40,"22,41","47,1"
41,k_41,"31,4","12,49"
42,k_42,"22,41","34,12"
43,k_43,"34,12","3,24"
44,k_44,"43,2","16,19"
45,k_45,"16,42","16,16"
46,k_46,"29,3","42,39"
47,k_47,"43,2","3,31"
48,k_48,"22,41","20,27"
49,k_49,"42,39","33,48"
50,k_50,"22,41","3,24"
51,k_51,"19,18","13,21"
52,k_52,"8,44","19,18"
53,k_53,"16,42","7,6"
54,k_54,"12,44","31,4"
55,k_55,"12,44","39,16"
56,k_56,"45,21","19,18"
57,k_57,"13,21","16,16"
58,k_58,"12,49","20,27"
59,k_59,"29,3","3,31"
60,k_60,"16,16","45,21"
61,k_61,"43,2","16,19"
62,k_62,"34,20","22,41"
63,k_63,"39,16","34,12"
64,k_64,"12,49","31,4"
65,k_65,"13,21","8,44"
66,k_66,"16,42","16,19"
67,k_67,"3,24","16,19"
68,k_68,"12,49","19,18"
69,k_69,"8,44","13,21"
70,k_70,"33,48","8,44"
71,k_71,"34,20","45,21"
72,k_72,"13,21","19,18"
73,k_73,"43,2","13,21"
74,k_74,"34,12","42,39"
75,k_75,"12,44","16,42"
76,k_76,"16,19","12,49"
77,k_77,"42,39","3,31"
78,k_78,"7,6","34,12"
79,k_79,"29,3","22,41"
80,k_80,"29,3","20,27"
81,k_81,"16,42","47,1"
82,k_82,"3,24","42,39"
83,k_83,"8,44","3,31"
84,k_84,"8,44","19,18"
85,k_85,"8,44","47,1"
86,k_86,"47,1","29,3"
87,k_87,"29,3","47,1"
88,k_88,"33,48","31,4"
89,k_89,"7,6","34,12"
90,k_90,"29,3","39,16"
91,k_91,"22,41","12,44"
92,k_92,"19,18","3,24"
93,k_93,"20,27","3,31"
94,k_94,"34,20","43,2"
95,k_95,"43,2","8,44"
96,k_96,"34,12","42,39"
97,k_97,"3,24","3,31"
98,k_98,"22,41","16,16"
99,k_99,"19,18","43,2"
