,id,origin,destination
0,k_0,"12,19","49,42"
1,k_1,"34,16","7,8"
2,k_2,"2,39","42,4"
3,k_3,"22,4","35,20"
4,k_4,"34,16","16,42"
5,k_5,"35,14","44,42"
6,k_6,"13,32","22,4"
7,k_7,"44,42","35,20"
8,k_8,"8,41","35,14"
9,k_9,"19,16","14,45"
10,k_10,"13,32","14,45"
11,k_11,"14,45","38,2"
12,k_12,"42,4","5,21"
13,k_13,"22,3","35,14"
14,k_14,"19,16","42,4"
15,k_15,"42,4","44,42"
16,k_16,"2,39","29,13"
17,k_17,"38,2","13,32"
18,k_18,"13,32","19,16"
19,k_19,"49,42","22,3"
20,k_20,"22,4","16,42"
21,k_21,"44,25","28,23"
22,k_22,"44,42","30,39"
23,k_23,"14,45","44,25"
24,k_24,"13,32","8,41"
25,k_25,"8,41","2,39"
26,k_26,"19,16","14,45"
27,k_27,"44,42","12,19"
28,k_28,"44,42","28,23"
29,k_29,"5,21","29,13"
30,k_30,"47,46","8,41"
31,k_31,"34,16","12,19"
32,k_32,"34,16","7,33"
33,k_33,"49,42","22,3"
34,k_34,"44,25","44,42"
35,k_35,"22,4","13,32"
36,k_36,"49,42","22,4"
37,k_37,"44,42","16,42"
38,k_38,"38,2","22,3"
39,k_39,"19,16","5,21"
40,k_40,"2,39","8,41"
41,k_41,"44,25","35,20"
42,k_42,"19,16","44,25"
43,k_43,"30,39","35,20"
44,k_44,"44,42","19,16"
45,k_45,"7,8","5,21"
46,k_46,"5,21","14,45"
47,k_47,"8,41","22,3"
48,k_48,"47,46","28,23"
49,k_49,"35,14","12,19"
