,id,origin,destination,distance,arc_cap
0,"e_22,30,27,38","22,30","27,38",13,3
1,"e_22,30,33,28","22,30","33,28",13,2
2,"e_22,30,25,37","22,30","25,37",10,1
3,"e_22,30,16,31","22,30","16,31",7,1
4,"e_22,30,10,33","22,30","10,33",15,3
5,"e_11,25,16,31","11,25","16,31",11,1
6,"e_11,25,10,33","11,25","10,33",9,4
7,"e_17,15,20,10","17,15","20,10",8,4
8,"e_17,15,31,16","17,15","31,16",15,2
9,"e_17,15,18,9","17,15","18,9",7,4
10,"e_17,15,20,4","17,15","20,4",14,3
11,"e_27,38,22,30","27,38","22,30",13,4
12,"e_27,38,36,43","27,38","36,43",14,3
13,"e_27,38,25,37","27,38","25,37",3,2
14,"e_27,38,38,40","27,38","38,40",13,4
15,"e_20,10,17,15","20,10","17,15",8,3
16,"e_20,10,18,9","20,10","18,9",3,3
17,"e_20,10,20,4","20,10","20,4",6,1
18,"e_31,16,17,15","31,16","17,15",15,3
19,"e_31,16,33,28","31,16","33,28",14,3
20,"e_31,16,31,23","31,16","31,23",7,4
21,"e_31,16,38,14","31,16","38,14",9,3
22,"e_39,45,36,43","39,45","36,43",5,3
23,"e_39,45,39,43","39,45","39,43",2,4
24,"e_39,45,38,40","39,45","38,40",6,4
25,"e_36,43,27,38","36,43","27,38",14,4
26,"e_36,43,39,45","36,43","39,45",5,1
27,"e_36,43,39,43","36,43","39,43",3,4
28,"e_36,43,38,40","36,43","38,40",5,3
29,"e_33,28,22,30","33,28","22,30",13,3
30,"e_33,28,31,16","33,28","31,16",14,3
31,"e_33,28,31,23","33,28","31,23",7,2
32,"e_33,28,41,26","33,28","41,26",10,4
33,"e_33,28,39,25","33,28","39,25",9,4
34,"e_25,37,22,30","25,37","22,30",10,2
35,"e_25,37,27,38","25,37","27,38",3,4
36,"e_25,37,16,31","25,37","16,31",15,4
37,"e_31,23,31,16","31,23","31,16",7,4
38,"e_31,23,33,28","31,23","33,28",7,3
39,"e_31,23,41,26","31,23","41,26",13,3
40,"e_31,23,39,25","31,23","39,25",10,2
41,"e_5,42,5,43","5,42","5,43",1,3
42,"e_5,42,10,33","5,42","10,33",14,4
43,"e_5,42,12,45","5,42","12,45",10,1
44,"e_41,26,33,28","41,26","33,28",10,4
45,"e_41,26,31,23","41,26","31,23",13,2
46,"e_41,26,38,14","41,26","38,14",15,4
47,"e_41,26,39,25","41,26","39,25",3,3
48,"e_16,31,22,30","16,31","22,30",7,1
49,"e_16,31,11,25","16,31","11,25",11,1
50,"e_16,31,25,37","16,31","25,37",15,3
51,"e_16,31,10,33","16,31","10,33",8,3
52,"e_5,43,5,42","5,43","5,42",1,1
53,"e_5,43,10,33","5,43","10,33",15,3
54,"e_5,43,12,45","5,43","12,45",9,4
55,"e_10,33,22,30","10,33","22,30",15,1
56,"e_10,33,11,25","10,33","11,25",9,4
57,"e_10,33,5,42","10,33","5,42",14,1
58,"e_10,33,16,31","10,33","16,31",8,1
59,"e_10,33,5,43","10,33","5,43",15,2
60,"e_10,33,12,45","10,33","12,45",14,2
61,"e_39,43,39,45","39,43","39,45",2,4
62,"e_39,43,36,43","39,43","36,43",3,3
63,"e_39,43,38,40","39,43","38,40",4,3
64,"e_18,9,17,15","18,9","17,15",7,4
65,"e_18,9,20,10","18,9","20,10",3,3
66,"e_18,9,20,4","18,9","20,4",7,4
67,"e_38,14,31,16","38,14","31,16",9,1
68,"e_38,14,41,26","38,14","41,26",15,3
69,"e_38,14,39,25","38,14","39,25",12,4
70,"e_38,40,27,38","38,40","27,38",13,4
71,"e_38,40,39,45","38,40","39,45",6,1
72,"e_38,40,36,43","38,40","36,43",5,1
73,"e_38,40,39,43","38,40","39,43",4,2
74,"e_20,4,17,15","20,4","17,15",14,2
75,"e_20,4,20,10","20,4","20,10",6,2
76,"e_20,4,18,9","20,4","18,9",7,1
77,"e_12,45,5,42","12,45","5,42",10,3
78,"e_12,45,5,43","12,45","5,43",9,1
79,"e_12,45,10,33","12,45","10,33",14,4
80,"e_39,25,33,28","39,25","33,28",9,1
81,"e_39,25,31,23","39,25","31,23",10,3
82,"e_39,25,41,26","39,25","41,26",3,1
83,"e_39,25,38,14","39,25","38,14",12,1
84,"e_22,30,45,3","22,30","45,3",50,4
85,"e_22,30,20,4","22,30","20,4",28,4
86,"e_22,30,18,9","22,30","18,9",25,1
87,"e_11,25,31,23","11,25","31,23",22,3
88,"e_11,25,39,43","11,25","39,43",46,2
89,"e_11,25,27,38","11,25","27,38",29,4
90,"e_17,15,39,45","17,15","39,45",52,4
91,"e_17,15,2,0","17,15","2,0",30,3
92,"e_17,15,16,31","17,15","16,31",17,1
93,"e_27,38,10,33","27,38","10,33",22,4
94,"e_27,38,5,42","27,38","5,42",26,1
95,"e_27,38,41,26","27,38","41,26",26,4
96,"e_20,10,38,14","20,10","38,14",22,3
97,"e_20,10,31,16","20,10","31,16",17,1
98,"e_20,10,5,42","20,10","5,42",47,3
99,"e_2,0,22,30","2,0","22,30",50,2
100,"e_2,0,10,33","2,0","10,33",41,3
101,"e_2,0,39,43","2,0","39,43",80,2
102,"e_31,16,27,38","31,16","27,38",26,4
103,"e_31,16,20,10","31,16","20,10",17,3
104,"e_31,16,38,40","31,16","38,40",31,1
105,"e_39,45,27,38","39,45","27,38",19,1
106,"e_39,45,45,3","39,45","45,3",48,3
107,"e_39,45,38,14","39,45","38,14",32,1
108,"e_36,43,2,0","36,43","2,0",77,3
109,"e_36,43,17,15","36,43","17,15",47,2
110,"e_36,43,33,28","36,43","33,28",18,4
111,"e_33,28,5,42","33,28","5,42",42,2
112,"e_33,28,38,40","33,28","38,40",17,2
113,"e_33,28,36,43","33,28","36,43",18,4
114,"e_25,37,38,40","25,37","38,40",16,1
115,"e_25,37,10,33","25,37","10,33",19,3
116,"e_25,37,39,25","25,37","39,25",26,4
117,"e_31,23,11,25","31,23","11,25",22,3
118,"e_31,23,27,38","31,23","27,38",19,4
119,"e_31,23,22,30","31,23","22,30",16,2
120,"e_5,42,11,25","5,42","11,25",23,4
121,"e_5,42,41,26","5,42","41,26",52,4
122,"e_5,42,22,30","5,42","22,30",29,2
123,"e_41,26,39,43","41,26","39,43",19,2
124,"e_41,26,11,25","41,26","11,25",31,1
125,"e_41,26,22,30","41,26","22,30",23,1
126,"e_16,31,38,40","16,31","38,40",31,3
127,"e_16,31,20,4","16,31","20,4",31,4
128,"e_16,31,12,45","16,31","12,45",18,2
129,"e_5,43,25,37","5,43","25,37",26,2
130,"e_5,43,39,43","5,43","39,43",34,1
131,"e_5,43,22,30","5,43","22,30",30,2
132,"e_10,33,39,43","10,33","39,43",39,3
133,"e_10,33,20,10","10,33","20,10",33,1
134,"e_10,33,31,16","10,33","31,16",38,1
135,"e_45,3,18,9","45,3","18,9",33,3
136,"e_45,3,25,37","45,3","25,37",54,3
137,"e_45,3,39,43","45,3","39,43",46,2
138,"e_39,43,10,33","39,43","10,33",39,4
