,id,origin,destination
0,k_0,"40,31","8,36"
1,k_1,"44,19","33,32"
2,k_2,"5,13","5,41"
3,k_3,"29,3","4,43"
4,k_4,"16,15","44,19"
5,k_5,"9,23","44,19"
6,k_6,"13,43","5,41"
7,k_7,"31,7","48,17"
8,k_8,"4,43","48,17"
9,k_9,"21,22","40,31"
10,k_10,"5,13","13,43"
11,k_11,"31,7","40,31"
12,k_12,"44,19","4,43"
13,k_13,"40,31","5,41"
14,k_14,"32,3","7,28"
15,k_15,"21,22","42,25"
16,k_16,"21,22","29,3"
17,k_17,"13,43","4,43"
18,k_18,"7,28","31,7"
19,k_19,"14,22","4,43"
20,k_20,"20,9","7,28"
21,k_21,"20,9","13,43"
22,k_22,"45,29","7,28"
23,k_23,"7,28","40,31"
24,k_24,"7,9","32,10"
25,k_25,"5,13","29,3"
26,k_26,"7,28","48,17"
27,k_27,"48,17","9,23"
28,k_28,"5,13","31,7"
29,k_29,"14,22","42,25"
30,k_30,"5,13","14,22"
31,k_31,"45,29","42,25"
32,k_32,"13,43","41,13"
33,k_33,"44,19","45,29"
34,k_34,"44,19","5,41"
35,k_35,"32,10","41,13"
36,k_36,"8,5","32,3"
37,k_37,"7,9","7,28"
38,k_38,"45,29","42,25"
39,k_39,"21,22","13,43"
40,k_40,"7,9","8,5"
41,k_41,"31,7","13,43"
42,k_42,"4,43","42,25"
43,k_43,"13,43","40,31"
44,k_44,"8,5","33,32"
45,k_45,"40,31","16,15"
46,k_46,"32,10","31,7"
47,k_47,"41,13","20,9"
48,k_48,"29,3","45,29"
49,k_49,"32,3","14,22"
