,id,origin,destination
0,k_0,"28,41","30,19"
1,k_1,"49,16","17,10"
2,k_2,"11,16","37,21"
3,k_3,"28,41","39,28"
4,k_4,"22,32","12,15"
5,k_5,"24,3","22,32"
6,k_6,"46,5","28,41"
7,k_7,"24,3","31,40"
8,k_8,"24,30","49,16"
9,k_9,"9,18","12,3"
10,k_10,"0,35","47,49"
11,k_11,"33,12","17,10"
12,k_12,"46,42","3,26"
13,k_13,"30,19","46,9"
14,k_14,"46,9","24,30"
15,k_15,"3,26","31,40"
16,k_16,"11,16","3,26"
17,k_17,"46,42","24,30"
18,k_18,"33,12","47,18"
19,k_19,"46,5","46,42"
20,k_20,"46,5","12,15"
21,k_21,"12,3","30,19"
22,k_22,"12,15","47,49"
23,k_23,"24,3","37,21"
24,k_24,"47,49","30,19"
25,k_25,"46,5","24,30"
26,k_26,"22,32","46,9"
27,k_27,"24,3","22,32"
28,k_28,"47,18","9,18"
29,k_29,"12,15","46,9"
30,k_30,"24,30","33,12"
31,k_31,"37,21","45,46"
32,k_32,"49,16","3,26"
33,k_33,"7,5","46,42"
34,k_34,"46,42","47,49"
35,k_35,"12,3","30,19"
36,k_36,"47,49","12,3"
37,k_37,"24,30","47,18"
38,k_38,"12,15","11,16"
39,k_39,"31,40","37,21"
40,k_40,"30,19","22,32"
41,k_41,"35,7","12,3"
42,k_42,"35,7","9,18"
43,k_43,"30,19","46,42"
44,k_44,"31,40","37,21"
45,k_45,"37,21","39,28"
46,k_46,"46,42","47,49"
47,k_47,"24,3","35,7"
48,k_48,"30,19","7,5"
49,k_49,"28,41","45,46"
50,k_50,"33,12","37,21"
51,k_51,"3,26","46,9"
52,k_52,"47,49","33,12"
53,k_53,"49,16","12,15"
54,k_54,"7,5","47,49"
55,k_55,"47,49","45,46"
56,k_56,"30,19","17,10"
57,k_57,"9,18","0,35"
58,k_58,"24,3","12,15"
59,k_59,"37,21","33,12"
60,k_60,"24,3","11,16"
61,k_61,"46,42","47,18"
62,k_62,"45,46","7,5"
63,k_63,"45,46","24,30"
64,k_64,"49,16","11,16"
65,k_65,"28,41","12,3"
66,k_66,"28,41","12,3"
67,k_67,"12,3","49,16"
68,k_68,"11,16","49,16"
69,k_69,"12,3","33,12"
70,k_70,"12,3","24,30"
71,k_71,"35,7","47,18"
72,k_72,"47,18","46,9"
73,k_73,"49,16","30,19"
74,k_74,"33,12","22,32"
75,k_75,"46,9","47,18"
76,k_76,"46,42","17,10"
77,k_77,"37,21","35,7"
78,k_78,"49,16","31,40"
79,k_79,"30,19","9,18"
80,k_80,"46,42","17,10"
81,k_81,"46,9","31,40"
82,k_82,"46,42","37,21"
83,k_83,"37,21","0,35"
84,k_84,"35,7","45,46"
85,k_85,"17,10","39,28"
86,k_86,"28,41","30,19"
87,k_87,"30,19","12,15"
88,k_88,"37,21","0,35"
89,k_89,"46,42","46,9"
90,k_90,"24,3","0,35"
91,k_91,"12,3","49,16"
92,k_92,"39,28","35,7"
93,k_93,"46,9","28,41"
94,k_94,"35,7","17,10"
95,k_95,"47,18","47,49"
96,k_96,"0,35","12,3"
97,k_97,"47,18","47,49"
98,k_98,"7,5","30,19"
99,k_99,"47,18","37,21"
