,id,origin,destination,distance,hard_cap
0,e_0,v_15,v_1,25,4
1,e_1,v_19,v_18,17,3
2,e_2,v_7,v_4,10,4
3,e_3,v_20,v_2,25,5
4,e_4,v_18,v_7,9,4
5,e_5,v_11,v_8,16,5
6,e_6,v_6,v_3,7,4
7,e_7,v_3,v_18,10,2
8,e_8,v_13,v_5,15,5
9,e_9,v_6,v_12,24,3
10,e_10,v_17,v_15,21,3
11,e_11,v_14,v_11,17,1
12,e_12,v_15,v_12,11,1
13,e_13,v_18,v_20,17,2
14,e_14,v_3,v_17,10,4
15,e_15,v_20,v_16,11,2
16,e_16,v_7,v_17,8,4
17,e_17,v_4,v_3,12,5
18,e_18,v_13,v_12,7,4
19,e_19,v_18,v_8,13,2
20,e_20,v_19,v_14,5,3
21,e_21,v_6,v_11,21,1
22,e_22,v_14,v_12,20,2
23,e_23,v_11,v_10,23,4
24,e_24,v_20,v_10,2,2
25,e_25,v_8,v_13,22,3
26,e_26,v_10,v_16,12,2
27,e_27,v_7,v_14,12,4
28,e_28,v_15,v_5,12,5
29,e_29,v_18,v_2,9,5
30,e_30,v_17,v_11,18,4
31,e_31,v_19,v_6,1,2
32,e_32,v_12,v_3,18,2
33,e_33,v_16,v_7,11,3
34,e_34,v_4,v_16,16,1
35,e_35,v_6,v_20,1,4
36,e_36,v_20,v_17,11,4
37,e_37,v_20,v_8,8,2
38,e_38,v_13,v_3,19,5
39,e_39,v_10,v_11,23,5
40,e_40,v_12,v_9,24,1
41,e_41,v_5,v_17,10,4
42,e_42,v_18,v_13,10,5
43,e_43,v_20,v_9,3,1
44,e_44,v_9,v_13,25,3
