,id,origin,destination,distance,hard_cap
0,e_0,v_8,v_11,16,4
1,e_1,v_8,v_15,19,3
2,e_2,v_2,v_16,16,2
3,e_3,v_3,v_9,6,2
4,e_4,v_1,v_17,11,6
5,e_5,v_7,v_8,8,5
6,e_6,v_5,v_10,16,2
7,e_7,v_16,v_19,11,6
8,e_8,v_10,v_7,17,6
9,e_9,v_11,v_19,22,3
10,e_10,v_6,v_7,14,5
11,e_11,v_10,v_8,10,2
12,e_12,v_15,v_6,24,2
13,e_13,v_4,v_8,7,5
14,e_14,v_16,v_10,12,3
15,e_15,v_9,v_20,3,2
16,e_16,v_6,v_14,5,2
17,e_17,v_9,v_17,9,2
18,e_18,v_18,v_12,11,6
19,e_19,v_17,v_7,8,3
20,e_20,v_14,v_7,12,3
21,e_21,v_6,v_1,1,4
22,e_22,v_10,v_3,9,3
23,e_23,v_8,v_18,13,6
24,e_24,v_10,v_19,2,5
25,e_25,v_15,v_12,11,4
26,e_26,v_11,v_16,13,1
27,e_27,v_18,v_7,9,5
28,e_28,v_19,v_8,8,5
29,e_29,v_1,v_15,25,1
30,e_30,v_3,v_18,10,6
31,e_31,v_4,v_10,13,3
32,e_32,v_16,v_11,13,4
33,e_33,v_18,v_9,15,3
34,e_34,v_5,v_2,13,5
35,e_35,v_20,v_15,25,2
36,e_36,v_15,v_11,3,4
37,e_37,v_20,v_12,25,1
38,e_38,v_11,v_6,21,1
39,e_39,v_8,v_4,7,5
40,e_40,v_18,v_2,9,5
41,e_41,v_7,v_16,11,1
42,e_42,v_19,v_4,11,3
43,e_43,v_4,v_3,12,4
44,e_44,v_12,v_8,22,6
45,e_45,v_3,v_8,6,5
46,e_46,v_4,v_1,11,3
47,e_47,v_18,v_19,17,1
48,e_48,v_20,v_7,15,4
49,e_49,v_15,v_17,21,1
50,e_50,v_20,v_6,1,6
51,e_51,v_20,v_1,1,1
52,e_52,v_9,v_2,24,6
53,e_53,v_6,v_4,11,5
54,e_54,v_10,v_15,26,3
55,e_55,v_6,v_17,10,1
56,e_56,v_9,v_19,3,6
57,e_57,v_13,v_3,19,6
58,e_58,v_15,v_3,18,2
59,e_59,v_17,v_19,10,4
