,id,origin,destination,distance,hard_cap
0,"e_9,15,9,14","9,15","9,14",1,3
1,"e_9,15,9,16","9,15","9,16",1,1
2,"e_3,17,5,18","3,17","5,18",3,2
3,"e_7,18,5,18","7,18","5,18",2,4
4,"e_14,10,15,10","14,10","15,10",1,1
5,"e_15,10,14,10","15,10","14,10",1,1
6,"e_9,14,9,15","9,14","9,15",1,3
7,"e_9,14,9,16","9,14","9,16",2,4
8,"e_9,16,9,15","9,16","9,15",1,3
9,"e_9,16,9,14","9,16","9,14",2,2
10,"e_5,18,3,17","5,18","3,17",3,1
11,"e_5,18,7,18","5,18","7,18",2,4
12,"e_16,20,17,19","16,20","17,19",2,2
13,"e_17,19,16,20","17,19","16,20",2,3
14,"e_17,7,8,8","17,7","8,8",10,1
15,"e_9,15,14,17","9,15","14,17",7,4
16,"e_3,17,17,19","3,17","17,19",16,1
17,"e_3,17,9,16","3,17","9,16",7,2
18,"e_3,6,9,15","3,6","9,15",15,2
19,"e_7,18,9,15","7,18","9,15",5,1
20,"e_7,18,9,14","7,18","9,14",6,1
21,"e_14,10,9,16","14,10","9,16",11,2
22,"e_15,10,19,11","15,10","19,11",5,2
23,"e_12,8,8,8","12,8","8,8",4,3
24,"e_9,14,5,18","9,14","5,18",8,3
25,"e_0,19,5,18","0,19","5,18",6,3
26,"e_0,19,17,19","0,19","17,19",17,1
27,"e_9,16,3,6","9,16","3,6",16,1
28,"e_9,16,4,13","9,16","4,13",8,2
29,"e_14,17,8,8","14,17","8,8",15,1
30,"e_14,17,12,8","14,17","12,8",11,3
31,"e_4,13,17,7","4,13","17,7",19,3
32,"e_4,13,8,21","4,13","8,21",12,1
33,"e_8,21,16,20","8,21","16,20",9,1
34,"e_5,18,16,20","5,18","16,20",13,1
35,"e_5,18,8,21","5,18","8,21",6,1
36,"e_16,20,3,17","16,20","3,17",16,4
37,"e_19,11,17,19","19,11","17,19",10,3
38,"e_19,11,16,20","19,11","16,20",12,2
39,"e_8,8,9,15","8,8","9,15",8,1
40,"e_8,8,14,17","8,8","14,17",15,2
41,"e_0,14,9,14","0,14","9,14",9,4
42,"e_0,14,15,10","0,14","15,10",19,1
43,"e_17,19,15,10","17,19","15,10",11,4
44,"e_17,19,5,18","17,19","5,18",13,3
