,id,origin,destination,distance,hard_cap
0,"e_15,18,16,18","15,18","16,18",1,1
1,"e_15,18,13,16","15,18","13,16",4,2
2,"e_15,13,15,12","15,13","15,12",1,1
3,"e_15,13,16,10","15,13","16,10",4,1
4,"e_9,6,9,2","9,6","9,2",4,1
5,"e_23,3,23,2","23,3","23,2",1,1
6,"e_23,3,22,3","23,3","22,3",1,5
7,"e_23,2,23,3","23,2","23,3",1,2
8,"e_23,2,22,3","23,2","22,3",2,2
9,"e_22,3,23,3","22,3","23,3",1,3
10,"e_22,3,23,2","22,3","23,2",2,1
11,"e_0,18,2,19","0,18","2,19",3,3
12,"e_9,2,9,6","9,2","9,6",4,4
13,"e_16,18,15,18","16,18","15,18",1,4
14,"e_15,12,15,13","15,12","15,13",1,5
15,"e_15,12,13,10","15,12","13,10",4,2
16,"e_15,12,16,10","15,12","16,10",3,4
17,"e_13,10,15,12","13,10","15,12",4,3
18,"e_13,10,16,10","13,10","16,10",3,5
19,"e_13,16,15,18","13,16","15,18",4,2
20,"e_2,19,0,18","2,19","0,18",3,3
21,"e_16,10,15,13","16,10","15,13",4,4
22,"e_16,10,15,12","16,10","15,12",3,5
23,"e_16,10,13,10","16,10","13,10",3,1
24,"e_15,18,4,4","15,18","4,4",25,2
25,"e_15,13,23,19","15,13","23,19",14,3
26,"e_6,14,2,13","6,14","2,13",5,4
27,"e_9,6,23,19","9,6","23,19",27,3
28,"e_23,3,23,19","23,3","23,19",16,2
29,"e_23,2,18,0","23,2","18,0",7,1
30,"e_22,3,18,0","22,3","18,0",7,1
31,"e_0,18,23,2","0,18","23,2",39,5
32,"e_9,2,22,3","9,2","22,3",14,3
33,"e_16,18,4,4","16,18","4,4",26,3
34,"e_15,12,23,19","15,12","23,19",15,1
35,"e_13,10,2,19","13,10","2,19",20,2
36,"e_23,13,13,10","23,13","13,10",13,2
37,"e_23,19,16,18","23,19","16,18",8,5
38,"e_13,16,16,18","13,16","16,18",5,1
39,"e_2,13,13,16","2,13","13,16",14,4
40,"e_2,19,6,14","2,19","6,14",9,1
41,"e_16,10,13,16","16,10","13,16",9,5
42,"e_4,4,2,19","4,4","2,19",17,2
43,"e_18,0,0,18","18,0","0,18",36,5
