,id,origin,destination,distance,hard_cap
0,"e_13,10,12,8","13,10","12,8",3,1
1,"e_12,8,13,10","12,8","13,10",3,1
2,"e_12,8,12,5","12,8","12,5",3,1
3,"e_12,5,12,8","12,5","12,8",3,1
4,"e_19,8,19,0","19,8","19,0",8,3
5,"e_24,7,11,12","24,7","11,12",18,3
6,"e_3,0,4,4","3,0","4,4",5,2
7,"e_20,13,19,8","20,13","19,8",6,2
8,"e_11,12,15,0","11,12","15,0",16,3
9,"e_2,17,8,4","2,17","8,4",19,1
10,"e_13,10,2,6","13,10","2,6",15,3
11,"e_12,8,10,20","12,8","10,20",14,3
12,"e_15,0,19,8","15,0","19,8",12,1
13,"e_12,5,8,4","12,5","8,4",5,2
14,"e_10,15,12,8","10,15","12,8",9,3
15,"e_0,11,10,20","0,11","10,20",19,2
16,"e_2,6,15,0","2,6","15,0",19,3
17,"e_19,0,15,0","19,0","15,0",4,2
18,"e_10,20,22,5","10,20","22,5",27,1
19,"e_22,5,3,24","22,5","3,24",38,2
20,"e_3,20,13,10","3,20","13,10",20,1
21,"e_4,4,13,10","4,4","13,10",15,1
22,"e_8,4,11,12","8,4","11,12",11,2
23,"e_3,24,8,4","3,24","8,4",25,3
