,id,origin,destination,distance,hard_cap
0,"e_4,6,5,9","4,6","5,9",4,1
1,"e_4,6,5,7","4,6","5,7",2,5
2,"e_4,12,5,9","4,12","5,9",4,4
3,"e_3,21,4,19","3,21","4,19",3,3
4,"e_3,21,1,22","3,21","1,22",3,5
5,"e_12,3,9,4","12,3","9,4",4,4
6,"e_4,19,3,21","4,19","3,21",3,1
7,"e_5,9,4,6","5,9","4,6",4,2
8,"e_5,9,4,12","5,9","4,12",4,4
9,"e_5,9,5,7","5,9","5,7",2,3
10,"e_1,22,3,21","1,22","3,21",3,4
11,"e_9,4,12,3","9,4","12,3",4,2
12,"e_5,7,4,6","5,7","4,6",2,3
13,"e_5,7,5,9","5,7","5,9",2,1
14,"e_4,6,4,19","4,6","4,19",13,1
15,"e_0,17,1,22","0,17","1,22",6,2
16,"e_0,17,5,9","0,17","5,9",13,1
17,"e_8,17,24,7","8,17","24,7",26,3
18,"e_21,24,24,7","21,24","24,7",20,4
19,"e_4,12,3,21","4,12","3,21",10,3
20,"e_17,21,16,1","17,21","16,1",21,5
21,"e_3,21,5,9","3,21","5,9",14,3
22,"e_4,0,8,17","4,0","8,17",21,4
23,"e_4,0,4,19","4,0","4,19",19,3
24,"e_12,3,3,21","12,3","3,21",27,2
25,"e_12,3,16,1","12,3","16,1",6,2
26,"e_23,15,15,5","23,15","15,5",18,4
27,"e_4,19,16,1","4,19","16,1",30,5
28,"e_4,19,23,15","4,19","23,15",23,1
29,"e_24,7,1,22","24,7","1,22",38,5
30,"e_5,9,9,4","5,9","9,4",9,1
31,"e_5,9,8,17","5,9","8,17",11,4
32,"e_16,1,5,7","16,1","5,7",17,2
33,"e_1,22,17,21","1,22","17,21",17,3
34,"e_19,14,0,17","19,14","0,17",22,5
35,"e_19,14,3,21","19,14","3,21",23,3
36,"e_2,3,1,22","2,3","1,22",20,3
37,"e_2,3,16,1","2,3","16,1",16,1
38,"e_9,4,16,1","9,4","16,1",10,2
39,"e_9,4,21,24","9,4","21,24",32,3
40,"e_5,7,15,5","5,7","15,5",12,2
41,"e_15,5,21,24","15,5","21,24",25,5
42,"e_15,5,9,4","15,5","9,4",7,3
