,id,demand,origin,destination
0,k_0,1,"7,6","21,21"
1,k_1,1,"4,2","21,21"
2,k_2,1,"8,22","12,6"
3,k_3,1,"17,2","21,23"
4,k_4,1,"18,18","10,2"
5,k_5,1,"13,0","21,21"
6,k_6,1,"6,21","12,6"
7,k_7,1,"12,20","9,14"
8,k_8,1,"9,14","10,2"
9,k_9,1,"12,24","9,14"
10,k_10,1,"18,18","21,23"
11,k_11,1,"12,24","9,14"
12,k_12,1,"6,21","12,24"
13,k_13,1,"21,21","10,2"
14,k_14,1,"7,6","10,2"
15,k_15,1,"7,6","21,23"
16,k_16,1,"6,1","21,23"
17,k_17,1,"18,18","21,21"
18,k_18,1,"6,1","9,14"
19,k_19,1,"10,2","9,14"
20,k_20,1,"23,3","12,6"
21,k_21,1,"23,3","15,6"
22,k_22,1,"2,5","6,21"
23,k_23,1,"9,18","8,22"
24,k_24,1,"12,24","15,6"
25,k_25,1,"7,6","21,23"
26,k_26,1,"17,2","2,5"
27,k_27,1,"6,1","21,21"
28,k_28,1,"6,1","8,22"
29,k_29,1,"12,6","21,23"
30,k_30,1,"4,2","6,21"
31,k_31,1,"9,18","12,24"
32,k_32,1,"9,14","12,6"
33,k_33,1,"8,22","12,6"
34,k_34,1,"10,2","9,14"
35,k_35,1,"18,18","12,6"
36,k_36,1,"10,2","21,21"
37,k_37,1,"13,0","21,21"
38,k_38,1,"4,2","10,2"
39,k_39,1,"21,21","10,2"
40,k_40,1,"17,2","21,23"
41,k_41,1,"6,1","21,23"
42,k_42,1,"21,21","15,6"
43,k_43,1,"18,18","12,6"
44,k_44,1,"6,1","21,21"
45,k_45,1,"12,6","21,21"
46,k_46,1,"6,1","12,24"
47,k_47,1,"17,2","6,21"
48,k_48,1,"4,2","10,2"
49,k_49,1,"17,2","8,22"
50,k_50,1,"12,20","15,6"
51,k_51,1,"8,22","12,6"
52,k_52,1,"6,1","21,23"
53,k_53,1,"7,6","21,21"
54,k_54,1,"18,18","12,6"
55,k_55,1,"9,18","9,14"
56,k_56,1,"18,18","21,21"
57,k_57,1,"23,3","15,6"
58,k_58,1,"12,6","21,23"
59,k_59,1,"8,22","12,6"
60,k_60,1,"12,24","9,14"
61,k_61,1,"10,2","21,21"
62,k_62,1,"10,2","9,14"
63,k_63,1,"17,2","9,22"
64,k_64,1,"6,1","21,21"
65,k_65,1,"23,3","10,2"
66,k_66,1,"4,2","21,23"
67,k_67,1,"13,0","21,23"
68,k_68,1,"9,22","15,6"
69,k_69,1,"2,5","21,23"
70,k_70,1,"4,2","9,22"
71,k_71,1,"18,18","21,23"
72,k_72,1,"2,5","6,21"
73,k_73,1,"9,18","17,2"
74,k_74,1,"2,5","6,21"
75,k_75,1,"12,20","9,14"
76,k_76,1,"2,5","21,23"
77,k_77,1,"12,6","21,21"
78,k_78,1,"2,5","21,21"
79,k_79,1,"4,2","21,23"
80,k_80,1,"6,21","10,2"
81,k_81,1,"17,2","8,22"
82,k_82,1,"18,18","21,21"
83,k_83,1,"6,1","6,21"
84,k_84,1,"2,5","10,2"
85,k_85,1,"6,1","6,21"
86,k_86,1,"21,21","10,2"
87,k_87,1,"9,18","12,24"
88,k_88,1,"17,2","12,24"
89,k_89,1,"6,1","6,21"
90,k_90,1,"21,21","10,2"
91,k_91,1,"12,24","21,21"
92,k_92,1,"9,14","10,2"
93,k_93,1,"6,21","12,24"
94,k_94,1,"10,2","21,21"
95,k_95,1,"2,5","21,23"
96,k_96,1,"12,20","12,6"
97,k_97,1,"17,2","6,21"
98,k_98,1,"4,2","21,21"
99,k_99,1,"12,20","9,14"
100,k_100,1,"15,6","21,23"
101,k_101,1,"9,18","9,14"
102,k_102,1,"2,5","6,21"
103,k_103,1,"9,22","12,6"
104,k_104,1,"6,1","21,21"
105,k_105,1,"6,21","21,21"
106,k_106,1,"2,5","6,21"
107,k_107,1,"6,21","12,6"
108,k_108,1,"2,5","21,21"
109,k_109,1,"12,24","15,6"
110,k_110,1,"10,2","9,14"
111,k_111,1,"6,1","10,2"
112,k_112,1,"17,2","21,21"
113,k_113,1,"6,1","21,21"
114,k_114,1,"2,5","12,6"
115,k_115,1,"7,6","21,23"
116,k_116,1,"12,24","15,6"
117,k_117,1,"17,2","6,21"
118,k_118,1,"17,2","21,21"
119,k_119,1,"9,14","15,6"
120,k_120,1,"4,2","21,23"
121,k_121,1,"12,24","21,21"
122,k_122,1,"9,22","21,21"
123,k_123,1,"6,1","12,24"
124,k_124,1,"2,5","21,23"
125,k_125,1,"23,3","15,6"
126,k_126,1,"15,6","21,23"
127,k_127,1,"12,20","9,14"
128,k_128,1,"12,6","21,21"
129,k_129,1,"12,20","12,6"
130,k_130,1,"10,2","21,21"
131,k_131,1,"12,20","15,6"
132,k_132,1,"9,18","17,2"
