,id,origin,destination,distance,hard_cap
0,e_0,v_20,v_5,14,4
1,e_1,v_16,v_15,16,5
2,e_2,v_5,v_17,10,7
3,e_3,v_1,v_9,3,7
4,e_4,v_7,v_3,10,3
5,e_5,v_20,v_16,11,6
6,e_6,v_4,v_12,28,6
7,e_7,v_7,v_20,15,5
8,e_8,v_14,v_13,21,4
9,e_9,v_11,v_18,6,5
10,e_10,v_1,v_12,25,7
11,e_11,v_18,v_9,15,1
12,e_12,v_15,v_13,5,8
13,e_13,v_6,v_10,3,8
14,e_14,v_2,v_17,22,7
15,e_15,v_19,v_5,14,7
16,e_16,v_19,v_17,10,3
17,e_17,v_1,v_20,1,4
18,e_18,v_12,v_19,25,5
19,e_19,v_20,v_12,25,2
20,e_20,v_10,v_19,2,3
21,e_21,v_19,v_1,1,8
22,e_22,v_10,v_4,13,3
23,e_23,v_4,v_13,26,5
24,e_24,v_9,v_8,6,4
25,e_25,v_10,v_7,17,4
26,e_26,v_1,v_7,15,1
27,e_27,v_17,v_5,10,3
28,e_28,v_9,v_13,25,1
29,e_29,v_17,v_18,16,4
