,id,origin,destination,distance,hard_cap
0,e_0,v_18,v_2,9,2
1,e_1,v_7,v_3,10,2
2,e_2,v_2,v_7,14,1
3,e_3,v_3,v_2,18,2
4,e_4,v_8,v_5,8,2
5,e_5,v_17,v_16,14,1
6,e_6,v_6,v_9,2,1
7,e_7,v_15,v_6,24,1
8,e_8,v_2,v_19,25,1
9,e_9,v_19,v_11,22,1
10,e_10,v_3,v_17,10,2
11,e_11,v_20,v_3,8,1
12,e_12,v_2,v_13,4,1
13,e_13,v_6,v_15,24,1
14,e_14,v_13,v_17,25,1
15,e_15,v_3,v_1,8,2
16,e_16,v_19,v_13,26,2
17,e_17,v_5,v_4,12,1
18,e_18,v_17,v_1,11,1
19,e_19,v_13,v_3,19,2
20,e_20,v_7,v_10,17,1
21,e_21,v_13,v_10,28,1
22,e_22,v_18,v_7,9,1
23,e_23,v_8,v_7,8,2
24,e_24,v_4,v_9,10,1
25,e_25,v_12,v_7,19,1
26,e_26,v_2,v_16,16,2
27,e_27,v_5,v_20,14,2
28,e_28,v_8,v_3,6,1
29,e_29,v_5,v_19,14,1
30,e_30,v_3,v_6,7,2
31,e_31,v_7,v_15,14,2
32,e_32,v_20,v_9,3,1
33,e_33,v_18,v_8,13,1
34,e_34,v_7,v_9,13,1
35,e_35,v_14,v_3,3,1
36,e_36,v_4,v_1,11,1
37,e_37,v_10,v_9,4,2
38,e_38,v_7,v_6,14,1
39,e_39,v_20,v_18,17,2
40,e_40,v_14,v_15,20,2
41,e_41,v_5,v_8,8,2
42,e_42,v_19,v_14,5,1
43,e_43,v_3,v_12,18,2
44,e_44,v_7,v_17,8,2
