,id,origin,destination,distance,hard_cap
0,e_0,v_3,v_11,15,1
1,e_1,v_3,v_5,8,3
2,e_2,v_19,v_5,14,1
3,e_3,v_14,v_20,5,2
4,e_4,v_7,v_4,10,3
5,e_5,v_12,v_8,22,2
6,e_6,v_14,v_13,21,2
7,e_7,v_19,v_20,1,3
8,e_8,v_13,v_8,22,2
9,e_9,v_14,v_5,10,2
10,e_10,v_3,v_13,19,1
11,e_11,v_4,v_7,10,3
12,e_12,v_15,v_3,18,2
13,e_13,v_1,v_12,25,2
14,e_14,v_15,v_2,2,2
15,e_15,v_17,v_15,21,2
16,e_16,v_8,v_16,10,3
17,e_17,v_17,v_18,16,2
18,e_18,v_4,v_5,12,3
19,e_19,v_18,v_6,16,2
20,e_20,v_2,v_18,9,1
21,e_21,v_8,v_5,8,2
22,e_22,v_7,v_19,15,3
23,e_23,v_5,v_19,14,2
24,e_24,v_16,v_19,11,2
25,e_25,v_1,v_19,1,2
26,e_26,v_14,v_9,4,1
27,e_27,v_6,v_9,2,1
28,e_28,v_18,v_9,15,3
29,e_29,v_13,v_4,26,3
30,e_30,v_19,v_14,5,3
31,e_31,v_10,v_3,9,3
32,e_32,v_10,v_16,12,2
33,e_33,v_18,v_2,9,3
34,e_34,v_1,v_13,26,2
35,e_35,v_10,v_19,2,3
36,e_36,v_2,v_8,20,2
37,e_37,v_13,v_19,26,3
38,e_38,v_6,v_16,10,3
39,e_39,v_16,v_11,13,3
40,e_40,v_5,v_16,9,2
41,e_41,v_12,v_10,25,1
42,e_42,v_10,v_6,3,2
43,e_43,v_8,v_11,16,2
44,e_44,v_13,v_9,25,2
45,e_45,v_3,v_19,8,2
46,e_46,v_9,v_17,9,3
47,e_47,v_10,v_1,2,3
48,e_48,v_20,v_17,11,3
49,e_49,v_15,v_13,5,3
50,e_50,v_9,v_18,15,1
51,e_51,v_14,v_12,20,2
52,e_52,v_18,v_19,17,1
53,e_53,v_12,v_17,26,1
54,e_54,v_2,v_7,14,3
55,e_55,v_18,v_8,13,3
56,e_56,v_12,v_16,14,3
57,e_57,v_11,v_8,16,2
58,e_58,v_15,v_14,20,3
59,e_59,v_12,v_2,10,3
