,id,origin,destination,distance,hard_cap
0,"e_21,23,23,21","21,23","23,21",4,3
1,"e_6,13,8,14","6,13","8,14",3,1
2,"e_7,9,7,8","7,9","7,8",1,1
3,"e_7,8,7,9","7,8","7,9",1,3
4,"e_7,8,3,8","7,8","3,8",4,3
5,"e_7,8,5,6","7,8","5,6",4,3
6,"e_3,8,7,8","3,8","7,8",4,3
7,"e_3,8,5,6","3,8","5,6",4,2
8,"e_24,14,22,13","24,14","22,13",3,3
9,"e_24,14,21,13","24,14","21,13",4,2
10,"e_21,5,18,4","21,5","18,4",4,1
11,"e_18,4,21,5","18,4","21,5",4,1
12,"e_8,14,6,13","8,14","6,13",3,3
13,"e_5,6,7,8","5,6","7,8",4,1
14,"e_5,6,3,8","5,6","3,8",4,1
15,"e_2,21,2,17","2,21","2,17",4,2
16,"e_5,18,2,17","5,18","2,17",4,2
17,"e_22,13,24,14","22,13","24,14",3,2
18,"e_22,13,21,13","22,13","21,13",1,1
19,"e_2,17,2,21","2,17","2,21",4,2
20,"e_2,17,5,18","2,17","5,18",4,1
21,"e_21,13,24,14","21,13","24,14",4,3
22,"e_21,13,22,13","21,13","22,13",1,3
23,"e_23,21,21,23","23,21","21,23",4,1
24,"e_21,23,7,9","21,23","7,9",28,3
25,"e_6,13,7,24","6,13","7,24",12,2
26,"e_7,9,24,14","7,9","24,14",22,3
27,"e_7,24,23,21","7,24","23,21",19,2
28,"e_7,8,6,13","7,8","6,13",6,1
29,"e_24,0,7,9","24,0","7,9",26,1
30,"e_3,8,7,24","3,8","7,24",20,1
31,"e_24,14,18,4","24,14","18,4",16,2
32,"e_6,2,6,13","6,2","6,13",11,2
33,"e_21,5,21,18","21,5","21,18",13,3
34,"e_18,4,21,13","18,4","21,13",12,3
35,"e_8,14,24,14","8,14","24,14",16,1
36,"e_21,18,7,24","21,18","7,24",20,2
37,"e_5,6,21,5","5,6","21,5",17,3
38,"e_2,21,6,13","2,21","6,13",12,1
39,"e_5,18,7,9","5,18","7,9",11,2
40,"e_22,13,18,4","22,13","18,4",13,2
41,"e_2,17,21,13","2,17","21,13",23,2
42,"e_21,13,24,0","21,13","24,0",16,1
43,"e_23,21,5,18","23,21","5,18",21,2
