,id,origin,destination,distance,hard_cap
0,"e_21,19,20,19","21,19","20,19",1,4
1,"e_20,19,21,19","20,19","21,19",1,4
2,"e_18,0,17,2","18,0","17,2",3,2
3,"e_13,24,14,24","13,24","14,24",1,3
4,"e_13,24,13,23","13,24","13,23",1,1
5,"e_0,18,1,16","0,18","1,16",3,1
6,"e_14,24,13,24","14,24","13,24",1,4
7,"e_14,24,15,22","14,24","15,22",3,1
8,"e_14,24,13,23","14,24","13,23",2,3
9,"e_18,13,20,12","18,13","20,12",3,3
10,"e_15,22,14,24","15,22","14,24",3,4
11,"e_15,22,13,23","15,22","13,23",3,4
12,"e_20,12,18,13","20,12","18,13",3,1
13,"e_20,12,23,12","20,12","23,12",3,2
14,"e_13,23,13,24","13,23","13,24",1,5
15,"e_13,23,14,24","13,23","14,24",2,2
16,"e_13,23,15,22","13,23","15,22",3,5
17,"e_1,16,0,18","1,16","0,18",3,4
18,"e_23,12,20,12","23,12","20,12",3,5
19,"e_17,2,18,0","17,2","18,0",3,1
20,"e_7,15,22,7","7,15","22,7",23,3
21,"e_7,15,21,19","7,15","21,19",18,2
22,"e_19,4,4,6","19,4","4,6",17,2
23,"e_19,4,7,15","19,4","7,15",23,4
24,"e_21,19,14,5","21,19","14,5",21,5
25,"e_21,19,0,18","21,19","0,18",22,3
26,"e_20,19,15,22","20,19","15,22",8,1
27,"e_18,0,19,4","18,0","19,4",5,3
28,"e_14,5,17,2","14,5","17,2",6,4
29,"e_13,24,0,18","13,24","0,18",19,2
30,"e_13,24,18,0","13,24","18,0",29,1
31,"e_0,18,17,2","0,18","17,2",33,1
32,"e_0,18,20,12","0,18","20,12",26,5
33,"e_14,24,14,5","14,24","14,5",19,5
34,"e_0,8,14,5","0,8","14,5",17,4
35,"e_18,13,0,18","18,13","0,18",23,5
36,"e_15,22,14,5","15,22","14,5",18,2
37,"e_20,12,22,7","20,12","22,7",7,2
38,"e_13,23,18,0","13,23","18,0",28,2
39,"e_22,7,15,22","22,7","15,22",22,1
40,"e_2,2,19,4","2,2","19,4",19,4
41,"e_2,2,13,24","2,2","13,24",33,1
42,"e_1,16,14,24","1,16","14,24",21,1
43,"e_23,12,0,8","23,12","0,8",27,3
44,"e_23,12,0,18","23,12","0,18",29,2
45,"e_17,2,22,7","17,2","22,7",10,2
46,"e_4,6,0,8","4,6","0,8",6,3
47,"e_4,6,14,24","4,6","14,24",28,5
