,id,origin,destination,distance,hard_cap
0,e_0,v_17,v_6,10,1
1,e_1,v_16,v_5,9,2
2,e_2,v_4,v_14,12,1
3,e_3,v_11,v_14,17,3
4,e_4,v_20,v_3,8,1
5,e_5,v_2,v_1,25,1
6,e_6,v_10,v_14,7,3
7,e_7,v_1,v_3,8,1
8,e_8,v_13,v_19,26,1
9,e_9,v_6,v_16,10,2
10,e_10,v_15,v_3,18,2
11,e_11,v_3,v_18,10,3
12,e_12,v_20,v_12,25,3
13,e_13,v_7,v_2,14,3
14,e_14,v_5,v_13,15,1
15,e_15,v_12,v_20,25,3
16,e_16,v_17,v_20,11,1
17,e_17,v_6,v_14,5,3
18,e_18,v_8,v_15,19,2
19,e_19,v_17,v_9,9,3
20,e_20,v_8,v_18,13,2
21,e_21,v_9,v_17,9,2
22,e_22,v_5,v_18,7,2
23,e_23,v_18,v_8,13,2
24,e_24,v_3,v_11,15,2
25,e_25,v_8,v_19,8,3
26,e_26,v_15,v_5,12,3
27,e_27,v_1,v_14,5,2
28,e_28,v_15,v_13,5,1
29,e_29,v_14,v_1,5,1
