,id,origin,destination,distance,hard_cap
0,"e_0,8,0,5","0,8","0,5",3,2
1,"e_11,12,9,11","11,12","9,11",3,2
2,"e_11,12,10,11","11,12","10,11",2,1
3,"e_11,12,8,12","11,12","8,12",3,2
4,"e_0,23,1,22","0,23","1,22",2,2
5,"e_9,11,11,12","9,11","11,12",3,1
6,"e_9,11,10,11","9,11","10,11",1,2
7,"e_9,11,8,12","9,11","8,12",2,1
8,"e_4,7,4,10","4,7","4,10",3,1
9,"e_0,5,0,8","0,5","0,8",3,1
10,"e_10,11,11,12","10,11","11,12",2,2
11,"e_10,11,9,11","10,11","9,11",1,1
12,"e_10,11,8,12","10,11","8,12",3,1
13,"e_8,12,11,12","8,12","11,12",3,2
14,"e_8,12,9,11","8,12","9,11",2,2
15,"e_8,12,10,11","8,12","10,11",3,1
16,"e_1,22,0,23","1,22","0,23",2,1
17,"e_6,10,4,10","6,10","4,10",2,1
18,"e_4,10,4,7","4,10","4,7",3,2
19,"e_4,10,6,10","4,10","6,10",2,2
20,"e_15,23,0,23","15,23","0,23",15,1
21,"e_0,8,6,10","0,8","6,10",8,2
22,"e_23,24,15,23","23,24","15,23",9,1
23,"e_11,12,23,24","11,12","23,24",24,1
24,"e_0,23,0,8","0,23","0,8",15,2
25,"e_18,24,10,11","18,24","10,11",21,1
26,"e_24,6,4,10","24,6","4,10",24,1
27,"e_17,4,18,24","17,4","18,24",21,2
28,"e_6,5,4,10","6,5","4,10",7,1
29,"e_9,11,6,15","9,11","6,15",7,1
30,"e_4,7,1,22","4,7","1,22",18,2
31,"e_0,5,9,11","0,5","9,11",15,2
32,"e_18,15,17,4","18,15","17,4",12,2
33,"e_10,11,6,10","10,11","6,10",5,2
34,"e_8,12,11,3","8,12","11,3",12,2
35,"e_1,22,4,10","1,22","4,10",15,1
36,"e_11,3,0,8","11,3","0,8",16,2
37,"e_6,10,9,11","6,10","9,11",4,2
38,"e_4,10,9,11","4,10","9,11",6,1
39,"e_6,15,8,12","6,15","8,12",5,1
