,id,demand,origin,destination
0,k_0,1,"0,8","11,12"
1,k_1,1,"18,15","11,12"
2,k_2,1,"0,5","1,22"
3,k_3,1,"4,7","0,8"
4,k_4,1,"10,11","0,23"
5,k_5,1,"23,24","8,12"
6,k_6,1,"11,3","4,10"
7,k_7,1,"24,6","11,12"
8,k_8,1,"15,23","0,5"
9,k_9,1,"0,5","0,23"
10,k_10,1,"18,24","23,24"
11,k_11,1,"6,15","0,23"
12,k_12,1,"0,23","9,11"
13,k_13,1,"18,24","23,24"
14,k_14,1,"4,7","0,5"
15,k_15,1,"11,3","9,11"
16,k_16,1,"0,23","10,11"
17,k_17,1,"8,12","0,5"
18,k_18,1,"6,5","8,12"
19,k_19,1,"8,12","0,5"
20,k_20,1,"6,10","0,5"
21,k_21,1,"18,24","4,10"
22,k_22,1,"23,24","9,11"
23,k_23,1,"4,7","11,12"
24,k_24,1,"23,24","9,11"
25,k_25,1,"15,23","4,7"
26,k_26,1,"24,6","1,22"
27,k_27,1,"0,23","11,12"
28,k_28,1,"1,22","10,11"
29,k_29,1,"11,3","6,15"
30,k_30,1,"15,23","6,10"
31,k_31,1,"15,23","8,12"
32,k_32,1,"23,24","4,10"
33,k_33,1,"4,7","10,11"
34,k_34,1,"8,12","15,23"
35,k_35,1,"6,15","4,10"
36,k_36,1,"18,24","4,10"
37,k_37,1,"6,15","6,10"
38,k_38,1,"11,12","0,5"
39,k_39,1,"4,7","10,11"
40,k_40,1,"18,24","1,22"
41,k_41,1,"11,3","4,10"
42,k_42,1,"6,10","1,22"
43,k_43,1,"17,4","4,10"
44,k_44,1,"9,11","0,8"
45,k_45,1,"8,12","4,7"
46,k_46,1,"6,10","0,8"
47,k_47,1,"10,11","1,22"
48,k_48,1,"10,11","15,23"
49,k_49,1,"17,4","8,12"
50,k_50,1,"4,10","0,23"
51,k_51,1,"15,23","6,15"
52,k_52,1,"8,12","4,7"
53,k_53,1,"8,12","4,7"
54,k_54,1,"11,3","1,22"
55,k_55,1,"1,22","8,12"
56,k_56,1,"17,4","11,12"
57,k_57,1,"15,23","4,7"
58,k_58,1,"6,10","23,24"
59,k_59,1,"24,6","1,22"
60,k_60,1,"18,24","1,22"
61,k_61,1,"1,22","11,12"
62,k_62,1,"4,7","6,15"
63,k_63,1,"0,23","10,11"
64,k_64,1,"15,23","11,3"
65,k_65,1,"11,3","4,10"
66,k_66,1,"9,11","0,23"
67,k_67,1,"18,24","4,10"
68,k_68,1,"24,6","1,22"
69,k_69,1,"6,10","0,5"
70,k_70,1,"17,4","8,12"
71,k_71,1,"0,23","6,10"
72,k_72,1,"1,22","6,15"
73,k_73,1,"23,24","6,10"
74,k_74,1,"18,24","6,15"
75,k_75,1,"6,15","1,22"
76,k_76,1,"0,23","9,11"
77,k_77,1,"11,12","0,8"
78,k_78,1,"6,5","11,12"
79,k_79,1,"18,24","1,22"
80,k_80,1,"24,6","8,12"
81,k_81,1,"11,12","0,8"
82,k_82,1,"9,11","0,8"
83,k_83,1,"6,5","0,5"
84,k_84,1,"11,3","4,7"
85,k_85,1,"9,11","1,22"
86,k_86,1,"18,15","10,11"
87,k_87,1,"9,11","4,10"
88,k_88,1,"9,11","0,5"
89,k_89,1,"0,23","8,12"
90,k_90,1,"0,23","11,12"
91,k_91,1,"11,12","4,10"
92,k_92,1,"9,11","0,5"
93,k_93,1,"17,4","6,10"
94,k_94,1,"1,22","0,5"
95,k_95,1,"11,3","0,23"
96,k_96,1,"18,24","23,24"
97,k_97,1,"0,8","11,3"
98,k_98,1,"18,15","11,12"
99,k_99,1,"6,15","15,23"
100,k_100,1,"0,8","11,3"
101,k_101,1,"0,23","6,10"
102,k_102,1,"6,5","0,23"
103,k_103,1,"6,15","4,7"
104,k_104,1,"15,23","9,11"
105,k_105,1,"6,5","0,23"
106,k_106,1,"8,12","1,22"
107,k_107,1,"18,24","0,5"
108,k_108,1,"6,15","0,8"
109,k_109,1,"0,23","11,12"
110,k_110,1,"18,24","6,15"
111,k_111,1,"15,23","9,11"
112,k_112,1,"4,10","15,23"
113,k_113,1,"6,15","0,5"
114,k_114,1,"9,11","0,5"
115,k_115,1,"4,7","11,12"
116,k_116,1,"4,7","0,5"
117,k_117,1,"6,15","0,8"
118,k_118,1,"17,4","4,10"
119,k_119,1,"18,15","10,11"
120,k_120,1,"15,23","11,3"
121,k_121,1,"0,8","0,23"
